# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,374642.7669301,17209821.1399702,11181979.0562262,67272852.1384410,1165403.7844945,47444578.8083820,801725750.2341965,7888784358.8564844,53794040409.2800446
0.0025000,0.0025000,0.0025000,inf,nan,283774.4946792,12726416.1057450,8267745.3084492,49762460.5877969,860946.5259752,35094571.3405916,593421605.9807402,5841604681.9019909,39846280102.9854050
0.0050000,0.0050000,0.0050000,inf,nan,219217.0259303,9544247.9607041,6199232.4879362,37335547.4344965,644798.3822438,26329859.6382331,445629602.4953987,4389404719.8981972,29953584167.4790840
0.0075000,0.0075000,0.0075000,inf,nan,173599.4247638,7272626.1704534,4722506.3929698,28465954.0049041,490436.3686144,20074062.7314249,340185921.5516346,3353609998.6515112,22898977644.5347519
0.0100000,0.0100000,0.0100000,inf,nan,141994.9053751,5644108.3702774,3663740.6040895,22108954.0054676,379705.5364231,15590348.5428600,264534869.8236665,2609380437.9174809,17824797318.1959610
0.0125000,0.0125000,0.0125000,inf,nan,121164.2473325,4432978.1553297,2876975.9777935,17372219.8236448,297805.7816799,12249841.0914666,208139582.5656525,2055405405.4619191,14051828489.5594444
0.0150000,0.0150000,0.0150000,inf,nan,109084.1548679,3540922.7723053,2297052.7908637,13889597.0473346,237182.8490620,9793500.7925727,166752079.8255427,1648960601.9194522,11284184215.0723686
0.0175000,0.0175000,0.0175000,inf,nan,102262.6033303,2882541.5084697,1869012.0353348,11319705.5872305,192422.4866678,7980902.2650561,136224727.8746647,1349262330.2181706,9243892515.4412384
0.0200000,0.0200000,0.0200000,inf,nan,95686.1660033,2375281.9487497,1540894.4864715,9315982.5170712,159102.4741396,6568690.8583115,111794018.5711716,1105120495.3791733,7560693515.3056641
0.0225000,0.0225000,0.0225000,inf,nan,95637.4970604,1928602.9415287,1250689.7541101,7569664.1629293,128876.0973608,5337100.1707672,90977336.5938299,900264949.4707305,6163670604.8169603
0.0250000,0.0250000,0.0250000,inf,nan,102226.0899593,1580466.7318461,1024536.5686557,6208231.2858505,105339.3140793,4376967.0630894,74739427.7370820,740408964.1315653,5073236364.7220840
0.0275000,0.0275000,0.0275000,inf,nan,116253.1001398,1307046.3970198,846947.4978981,5138622.2469684,86874.2434460,3622655.6536295,61973140.3617913,614671038.2929059,4215250519.4153633
