# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,15972292.5710175,16125927.8952646,10330422.5166460,65150811.0694284,991444.9484460,45853344.6617631,16125952.5122755,16125903.2782537,19009869.5323686,12022897.1489850,336298897.7627604,16125927.8952646,10330422.5166460,65150811.0694284,991444.9484460,45853344.6617631,16125952.5122755,16125903.2782537,19009869.5323686,12022897.1489850,336298897.7627604
0.0025000,0.0025000,0.0025000,inf,nan,10718864.0785717,11943280.5752768,7650841.4741888,48254016.2898442,734105.7168985,33961284.5318974,11943308.7449441,11943252.4056094,14079202.5735868,8904469.5542877,249079717.5899370,11943280.5752768,7650841.4741888,48254016.2898442,734105.7168985,33961284.5318974,11943308.7449441,11943252.4056094,14079202.5735868,8904469.5542877,249079717.5899370
0.0050000,0.0050000,0.0050000,inf,nan,7656716.3918184,8951816.4116248,5734400.0575245,36169109.8698559,550072.9772589,25455865.6940057,8951847.5745394,8951785.2487103,10552748.5406080,6674144.1926679,186698975.8232442,8951816.4116248,5734400.0575245,36169109.8698559,550072.9772589,25455865.6940057,8951847.5745394,8951785.2487103,10552748.5406080,6674144.1926679,186698975.8232442
0.0075000,0.0075000,0.0075000,inf,nan,5999447.5365614,6789518.3896676,4349166.9987947,27433717.4751717,417065.1439404,19307857.6443175,6789552.0308056,6789484.7485296,8003747.7293384,5062014.5284220,141608047.9805111,6789518.3896676,4349166.9987947,27433717.4751717,417065.1439404,19307857.6443175,6789552.0308056,6789484.7485296,8003747.7293384,5062014.5284220,141608047.9805111
0.0100000,0.0100000,0.0100000,inf,nan,5350198.6530403,5210075.1477839,3337339.9012210,21052855.5665010,319922.5930564,14816983.3469927,5210110.7949766,5210039.5005912,6141838.7491545,3884439.8937616,108670933.8190539,5210075.1477839,3337339.9012210,21052855.5665010,319922.5930564,14816983.3469927,5210110.7949766,5210039.5005912,6141838.7491545,3884439.8937616,108670933.8190539
0.0125000,0.0125000,0.0125000,inf,nan,5565914.4846814,4044396.1125635,2590589.1467240,16343473.4078247,248238.7312202,11502506.5950768,4044433.3351305,4044358.8899964,4767691.0709509,3015352.5928504,84361798.5439880,4044396.1125635,2590589.1467240,16343473.4078247,248238.7312202,11502506.5950768,4044433.3351305,4044358.8899964,4767691.0709509,3015352.5928504,84361798.5439880
0.0150000,0.0150000,0.0150000,inf,nan,6712001.4975039,3175386.4162217,2033896.9637233,12832557.2216126,194807.2889083,9031516.8664147,3175424.8237513,3175348.0086921,3743268.7209867,2367451.0104767,66238996.5847787,3175386.4162217,2033896.9637233,12832557.2216126,194807.2889083,9031516.8664147,3175424.8237513,3175348.0086921,3743268.7209867,2367451.0104767,66238996.5847787
0.0175000,0.0175000,0.0175000,inf,nan,9087670.5207254,2521264.2179312,1614869.3625913,10189740.9513416,154595.4486717,7171500.2219084,2521303.4591950,2521224.9766674,2972164.0919389,1879761.6220586,52597215.0920893,2521264.2179312,1614869.3625913,10189740.9513416,154595.4486717,7171500.2219084,2521303.4591950,2521224.9766674,2972164.0919389,1879761.6220586,52597215.0920893
0.0200000,0.0200000,0.0200000,inf,nan,13334630.9981217,2024432.8255950,1296606.8656618,8182355.3927698,124058.9001344,5758702.5164572,2024472.5875871,2024393.0636029,2386479.9682570,1509342.4580117,42235442.0811060,2024432.8255950,1296606.8656618,8182355.3927698,124058.9001344,5758702.5164572,2024472.5875871,2024393.0636029,2386479.9682570,1509342.4580117,42235442.0811060
0.0225000,0.0225000,0.0225000,inf,nan,20682277.5018176,1643997.3906100,1052910.2037845,6645199.4411404,100681.2346524,4676854.1580199,1644037.3977024,1643957.3835175,1938007.9155772,1225703.8273318,34300928.6770473,1643997.3906100,1052910.2037845,6645199.4411404,100681.2346524,4676854.1580199,1644037.3977024,1643957.3835175,1938007.9155772,1225703.8273318,34300928.6770473
0.0250000,0.0250000,0.0250000,inf,nan,33457067.7889391,1350693.5750982,865031.2881173,5460054.4304391,82661.8055362,3842752.1355187,1350733.5883077,1350653.5618886,1592249.9968740,1007027.3189035,28183444.2291597,1350693.5750982,865031.2881173,5460054.4304391,82661.8055362,3842752.1355187,1350733.5883077,1350653.5618886,1592249.9968740,1007027.3189035,28183444.2291597
0.0275000,0.0275000,0.0275000,inf,nan,30919841.0394511,1123425.8594726,719455.4266819,4541700.5827546,68702.6658412,3196418.2851189,1123465.6758339,1123386.0431113,1324337.9950951,837584.8912803,23443094.6630598,1123425.8594726,719455.4266819,4541700.5827546,68702.6658412,3196418.2851189,1123465.6758339,1123386.0431113,1324337.9950951,837584.8912803,23443094.6630598
0.0300000,0.0300000,0.0300000,inf,nan,18651862.2573992,946888.9025826,606377.4167740,3828308.4387913,57862.1696624,2694336.7036757,946928.3546259,946849.4505392,1116229.3802038,705965.4465284,19760724.0419301,946888.9025826,606377.4167740,3828308.4387913,57862.1696624,2694336.7036757,946928.3546259,946849.4505392,1116229.3802038,705965.4465284,19760724.0419301
0.0325000,0.0325000,0.0325000,inf,nan,11803601.7909352,809923.6922243,518648.3923372,3274798.4766683,49453.7999298,2304780.1968055,809962.6475553,809884.7368933,954769.4756145,603849.2366693,16903637.6115500,809923.6922243,518648.3923372,3274798.4766683,49453.7999298,2304780.1968055,809962.6475553,809884.7368933,954769.4756145,603849.2366693,16903637.6115500
0.0350000,0.0350000,0.0350000,inf,nan,7971793.4367710,704376.5940142,451044.8603951,2848232.1976432,42975.9489637,2004566.4893497,704414.9549950,704338.2330335,830346.4607328,525157.2125950,14701811.0671473,704376.5940142,451044.8603951,2848232.1976432,42975.9489637,2004566.4893497,704414.9549950,704338.2330335,830346.4607328,525157.2125950,14701811.0671473
0.0375000,0.0375000,0.0375000,inf,nan,5933547.5350195,624306.0549978,399760.4669694,2524607.5749292,38063.0961557,1776802.8374258,624343.7585294,624268.3514662,735956.2023876,465459.5715345,13031348.9952790,624306.0549978,399760.4669694,2524607.5749292,38063.0961557,1776802.8374258,624343.7585294,624268.3514662,735956.2023876,465459.5715345,13031348.9952790
0.0400000,0.0400000,0.0400000,inf,nan,5084605.8487589,565432.7196129,362053.7078624,2286637.7791438,34451.9665052,1609322.6780213,565469.7370193,565395.7022066,666554.0301920,421565.7837943,11803018.8852824,565432.7196129,362053.7078624,2286637.7791438,34451.9665052,1609322.6780213,565469.7370193,565395.7022066,666554.0301920,421565.7837943,11803018.8852824
0.0425000,0.0425000,0.0425000,inf,nan,5184123.7960804,523738.6332989,335348.6638619,2118128.9872672,31895.9585589,1490726.6392229,523774.8576731,523702.4089247,617403.4234022,390480.2106272,10933211.8551222,523738.6332989,335348.6638619,2118128.9872672,31895.9585589,1490726.6392229,523774.8576731,523702.4089247,617403.4234022,390480.2106272,10933211.8551222
0.0450000,0.0450000,0.0450000,inf,nan,6258411.1486424,490357.1922674,313969.7402773,1983179.6585837,29849.8421277,1395751.3546422,490392.7187509,490321.6657840,578052.0854245,365592.2392303,10236647.0805558,490357.1922674,313969.7402773,1983179.6585837,29849.8421277,1395751.3546422,490392.7187509,490321.6657840,578052.0854245,365592.2392303,10236647.0805558
0.0475000,0.0475000,0.0475000,inf,nan,5354652.2698200,449188.3362118,287597.3492872,1816869.0618193,27328.0783546,1278697.8836960,449222.7159817,449153.9564419,529520.6404436,334898.2583746,9378147.0131765,449188.3362118,287597.3492872,1816869.0618193,27328.0783546,1278697.8836960,449222.7159817,449153.9564419,529520.6404436,334898.2583746,9378147.0131765
