# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,18046566.5136937,18046566.5136937
0.0050000,0.0050000,0.0050000,9845255.8276267,9845255.8276267
0.0100000,0.0100000,0.0100000,5689343.2016553,5689343.2016553
0.0150000,0.0150000,0.0150000,3478655.4400966,3478655.4400966
0.0200000,0.0200000,0.0200000,2252038.8047496,2252038.8047496
0.0250000,0.0250000,0.0250000,1489202.8009834,1489202.8009834
0.0300000,0.0300000,0.0300000,993102.9728273,993102.9728273
0.0350000,0.0350000,0.0350000,685880.7566188,685880.7566188
0.0400000,0.0400000,0.0400000,470818.4538563,470818.4538563
0.0450000,0.0450000,0.0450000,328048.2492043,328048.2492043
0.0500000,0.0500000,0.0500000,236235.0276529,236235.0276529
0.0550000,0.0550000,0.0550000,176691.9447791,176691.9447791
0.0600000,0.0600000,0.0600000,127861.6648247,127861.6648247
0.0650000,0.0650000,0.0650000,95508.4735655,95508.4735655
0.0700000,0.0700000,0.0700000,73919.2639878,73919.2639878
0.0750000,0.0750000,0.0750000,59286.7513692,59286.7513692
0.0800000,0.0800000,0.0800000,48908.5181945,48908.5181945
0.0850000,0.0850000,0.0850000,38459.0893834,38459.0893834
0.0900000,0.0900000,0.0900000,30900.6796596,30900.6796596
0.0950000,0.0950000,0.0950000,25431.2876951,25431.2876951
0.1000000,0.1000000,0.1000000,21406.4914986,21406.4914986
0.1050000,0.1050000,0.1050000,18389.3831237,18389.3831237
0.1100000,0.1100000,0.1100000,16080.0455714,16080.0455714
0.1150000,0.1150000,0.1150000,14270.0243972,14270.0243972
0.1200000,0.1200000,0.1200000,12812.8373358,12812.8373358
0.1250000,0.1250000,0.1250000,11604.7825671,11604.7825671
0.1300000,0.1300000,0.1300000,10572.3382438,10572.3382438
0.1350000,0.1350000,0.1350000,9663.7482760,9663.7482760
0.1400000,0.1400000,0.1400000,8843.2402177,8843.2402177
0.1450000,0.1450000,0.1450000,8086.8875198,8086.8875198
0.1500000,0.1500000,0.1500000,7379.5091336,7379.5091336
0.1550000,0.1550000,0.1550000,6712.2526955,6712.2526955
0.1600000,0.1600000,0.1600000,6080.6690925,6080.6690925
0.1650000,0.1650000,0.1650000,5483.1806048,5483.1806048
0.1700000,0.1700000,0.1700000,4919.8911641,4919.8911641
0.1750000,0.1750000,0.1750000,4391.7019691,4391.7019691
0.1800000,0.1800000,0.1800000,3899.6932951,3899.6932951
0.1850000,0.1850000,0.1850000,3420.0296130,3420.0296130
0.1900000,0.1900000,0.1900000,2983.3217516,2983.3217516
0.1950000,0.1950000,0.1950000,2589.1977623,2589.1977623
0.2000000,0.2000000,0.2000000,2236.3118690,2236.3118690
0.2050000,0.2050000,0.2050000,1922.6856452,1922.6856452
0.2100000,0.2100000,0.2100000,1673.1035351,1645.8735700
0.2150000,0.2150000,0.2150000,1430.3549259,1403.1249609
0.2200000,0.2200000,0.2200000,1218.7575719,1191.5276069
0.2250000,0.2250000,0.2250000,1035.3563367,1008.1263717
0.2300000,0.2300000,0.2300000,877.2453217,850.0153567
0.2350000,0.2350000,0.2350000,741.6353414,714.4053764
0.2400000,0.2400000,0.2400000,625.8139545,598.6700689
0.2450000,0.2450000,0.2450000,509.9820659,487.3604039
0.2500000,0.2500000,0.2500000,410.2110102,387.6009931
0.2550000,0.2550000,0.2550000,330.4244863,307.8823166
0.2600000,0.2600000,0.2600000,266.7134526,244.4198469
0.2650000,0.2650000,0.2650000,215.0102542,192.0472929
0.2700000,0.2700000,0.2700000,171.9069257,147.0491243
0.2750000,0.2750000,0.2750000,136.9416580,111.6494705
0.2800000,0.2800000,0.2800000,109.2924841,83.8969511
0.2850000,0.2850000,0.2850000,87.4964595,62.2188691
0.2900000,0.2900000,0.2900000,69.5295528,45.3532878
0.2950000,0.2950000,0.2950000,53.2275284,32.2914380
0.3000000,0.3000000,0.3000000,38.9983110,18.8904469
0.3050000,0.3050000,0.3050000,27.0345995,6.7853623
0.3100000,0.3100000,0.3100000,16.4363312,-2.9588973
0.3150000,0.3150000,0.3150000,7.0843241,-11.7766264
0.3200000,0.3200000,0.3200000,-0.6345015,-19.6222525
0.3250000,0.3250000,0.3250000,-6.7624346,-25.5997919
0.3300000,0.3300000,0.3300000,-11.5557971,-30.1082772
0.3350000,0.3350000,0.3350000,-15.2895836,-33.4622064
0.3400000,0.3400000,0.3400000,-18.2205554,-35.9093278
0.3450000,0.3450000,0.3450000,-20.5793208,-37.6447782
0.3500000,0.3500000,0.3500000,-22.5389796,-38.8222755
0.3550000,0.3550000,0.3550000,-24.1898018,-40.4617936
0.3600000,0.3600000,0.3600000,-25.5616462,-42.0624087
0.3650000,0.3650000,0.3650000,-26.6659611,-43.1504787
0.3700000,0.3700000,0.3700000,-27.5288602,-43.8191496
