# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,517890.2928217,395346944.1600112,244968576.3597873,1726860895.1717641,19449831.0878475,1209419784.3336945,26206182469.2537956,303375500768.8372192,2319326548247.5634766
0.0025000,0.0025000,0.0025000,inf,nan,446486.3863525,310318027.5505409,193552251.6837122,1335824422.6035461,16026313.5724877,936382228.2837343,19709510735.0649147,224458175467.4743042,1698202073563.8354492
0.0050000,0.0050000,0.0050000,inf,nan,423582.7597187,282199394.9365599,177307413.7985988,1191674623.7004673,15245948.5933740,836374225.1299397,16877598421.6113453,187426508631.7407227,1394708817694.2338867
0.0075000,0.0075000,0.0075000,inf,nan,445588.3695818,272505331.3011688,171385886.9323215,1150250944.5802538,14719646.0437238,807274844.5685258,16211571551.4550304,178063101906.8731079,1313485871156.8676758
0.0100000,0.0100000,0.0100000,inf,nan,515960.7345756,259992439.9097184,163490228.8980708,1096528164.5592446,14027280.0852788,769623110.7471062,15451027225.5067043,169888705336.3761292,1250998126345.2543945
0.0125000,0.0125000,0.0125000,inf,nan,645964.9789132,244416062.3699504,153621618.4308909,1030714138.2730966,13203050.7917893,723455170.0794668,14538367087.8635807,159767713821.7695923,1176511668452.6486816
0.0150000,0.0150000,0.0150000,inf,nan,857200.2120842,226939164.0631722,142815763.5833361,957292325.8449543,12286194.4647346,671878895.6135648,13495354163.9420433,148133810481.2385559,1092299273484.5520020
0.0175000,0.0175000,0.0175000,inf,nan,1186654.1724022,208582190.6141952,131190887.6969081,880978882.1475412,11252045.8281098,618269140.6078566,12368311162.9519768,136044112370.8215637,1003929478175.2368164
0.0200000,0.0200000,0.0200000,inf,nan,1695883.3530165,189112782.7176001,118840363.6204411,800368257.5292575,10214520.0363714,561626139.1043128,11247828758.2025757,123818414100.2361298,909563654786.9543457
0.0225000,0.0225000,0.0225000,inf,nan,2487412.7296810,169420711.5953193,106488920.9769898,716531196.2242525,9154432.5736671,502907883.6773037,10113177677.5362034,110954744063.5813599,818018289368.4869385
