# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,6747975.9070103
0.0050000,0.0050000,0.0050000,3866763.8108499
0.0100000,0.0100000,0.0100000,2336841.8069269
0.0150000,0.0150000,0.0150000,1491027.1834409
0.0200000,0.0200000,0.0200000,1005064.0052567
0.0250000,0.0250000,0.0250000,716450.9750984
0.0300000,0.0300000,0.0300000,541607.8510199
0.0350000,0.0350000,0.0350000,436766.2162386
0.0400000,0.0400000,0.0400000,376990.8621361
0.0450000,0.0450000,0.0450000,335469.9474107
0.0500000,0.0500000,0.0500000,284832.3641762
0.0550000,0.0550000,0.0550000,245647.7395661
0.0600000,0.0600000,0.0600000,211907.3159392
0.0650000,0.0650000,0.0650000,185818.6263174
0.0700000,0.0700000,0.0700000,153086.1290628
0.0750000,0.0750000,0.0750000,121705.4922462
0.0800000,0.0800000,0.0800000,97580.0725199
0.0850000,0.0850000,0.0850000,78878.4829827
0.0900000,0.0900000,0.0900000,64251.5097444
0.0950000,0.0950000,0.0950000,52703.2265234
0.1000000,0.1000000,0.1000000,43173.4162161
0.1050000,0.1050000,0.1050000,34502.9591494
0.1100000,0.1100000,0.1100000,27690.1397115
0.1150000,0.1150000,0.1150000,22307.1017337
0.1200000,0.1200000,0.1200000,18030.9961874
0.1250000,0.1250000,0.1250000,14617.1140849
0.1300000,0.1300000,0.1300000,11879.0078378
0.1350000,0.1350000,0.1350000,9673.7901668
0.1400000,0.1400000,0.1400000,7891.2616291
0.1450000,0.1450000,0.1450000,6445.8641460
0.1500000,0.1500000,0.1500000,5254.7668285
0.1550000,0.1550000,0.1550000,4070.3991154
0.1600000,0.1600000,0.1600000,3162.1243289
0.1650000,0.1650000,0.1650000,2463.3316308
0.1700000,0.1700000,0.1700000,1923.9889261
0.1750000,0.1750000,0.1750000,1518.8021698
0.1800000,0.1800000,0.1800000,1194.5012202
0.1850000,0.1850000,0.1850000,941.8955615
0.1900000,0.1900000,0.1900000,744.5711773
0.1950000,0.1950000,0.1950000,590.0068324
0.2000000,0.2000000,0.2000000,468.6200820
0.2050000,0.2050000,0.2050000,373.0539879
0.2100000,0.2100000,0.2100000,297.6422743
0.2150000,0.2150000,0.2150000,238.0070951
0.2200000,0.2200000,0.2200000,190.7556117
0.2250000,0.2250000,0.2250000,153.2503948
0.2300000,0.2300000,0.2300000,123.4350275
0.2350000,0.2350000,0.2350000,99.7005784
0.2400000,0.2400000,0.2400000,80.7818892
0.2450000,0.2450000,0.2450000,65.6775073
0.2500000,0.2500000,0.2500000,53.5920007
0.2550000,0.2550000,0.2550000,43.8976042
0.2600000,0.2600000,0.2600000,36.1058383
0.2650000,0.2650000,0.2650000,29.8400162
0.2700000,0.2700000,0.2700000,24.8076201
0.2750000,0.2750000,0.2750000,20.7768801
0.2800000,0.2800000,0.2800000,17.5600610
0.2850000,0.2850000,0.2850000,15.0023202
0.2900000,0.2900000,0.2900000,12.9735113
0.2950000,0.2950000,0.2950000,11.3608513
0.3000000,0.3000000,0.3000000,10.0626945
0.3050000,0.3050000,0.3050000,8.9866445
0.3100000,0.3100000,0.3100000,8.0548064
0.3150000,0.3150000,0.3150000,7.2128849
0.3200000,0.3200000,0.3200000,6.4342938
0.3250000,0.3250000,0.3250000,5.7144085
0.3300000,0.3300000,0.3300000,5.0594414
0.3350000,0.3350000,0.3350000,4.4771211
0.3400000,0.3400000,0.3400000,3.9720312
0.3450000,0.3450000,0.3450000,3.5444477
0.3500000,0.3500000,0.3500000,3.1905497
0.3550000,0.3550000,0.3550000,2.9028059
0.3600000,0.3600000,0.3600000,2.6705249
0.3650000,0.3650000,0.3650000,2.4809415
0.3700000,0.3700000,0.3700000,2.3209028
0.3750000,0.3750000,0.3750000,2.1787326
0.3800000,0.3800000,0.3800000,2.0455666
0.3850000,0.3850000,0.3850000,1.9157441
0.3900000,0.3900000,0.3900000,1.7864718
0.3950000,0.3950000,0.3950000,1.6571360
0.4000000,0.4000000,0.4000000,1.5282840
0.4050000,0.4050000,0.4050000,1.4003143
0.4100000,0.4100000,0.4100000,1.2726044
0.4150000,0.4150000,0.4150000,1.1437880
0.4200000,0.4200000,0.4200000,1.0124857
0.4250000,0.4250000,0.4250000,0.8763826
0.4300000,0.4300000,0.4300000,0.7290301
0.4350000,0.4350000,0.4350000,0.5591683
0.4400000,0.4400000,0.4400000,0.3575337
0.4450000,0.4450000,0.4450000,0.1259023
0.4500000,0.4500000,0.4500000,-0.1217174
0.4550000,0.4550000,0.4550000,-0.3661513
0.4600000,0.4600000,0.4600000,-0.5906590
0.4650000,0.4650000,0.4650000,-0.7845739
0.4700000,0.4700000,0.4700000,-0.9436420
0.4750000,0.4750000,0.4750000,-1.0687340
0.4800000,0.4800000,0.4800000,-1.1638804
0.4850000,0.4850000,0.4850000,-1.2342008
0.4900000,0.4900000,0.4900000,-1.2843004
0.4950000,0.4950000,0.4950000,-1.3176033
0.5000000,0.5000000,0.5000000,-1.3365120
0.5050000,0.5050000,0.5050000,-1.3428525
0.5100000,0.5100000,0.5100000,-1.3383098
0.5150000,0.5150000,0.5150000,-1.3248313
0.5200000,0.5200000,0.5200000,-1.3048064
0.5250000,0.5250000,0.5250000,-1.2807463
0.5300000,0.5300000,0.5300000,-1.2546213
0.5350000,0.5350000,0.5350000,-1.2274059
0.5400000,0.5400000,0.5400000,-1.1991476
0.5450000,0.5450000,0.5450000,-1.1693971
