# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,3381403.0770722,175895710.8758271,112679555.7057166,710678719.4859903,10818832.6231152,500174750.9420890,175895523.3247807,175895898.4268734,207352689.2077080,131141355.3714744,3668391762.0944428
0.0025000,0.0025000,0.0025000,inf,nan,2960068.3852619,117731018.1194626,75415380.3604678,475723219.6656050,7238746.9877966,334811156.2888514,117730836.3265544,117731199.9123709,138785892.4397845,87775905.4417725,2455575197.3989253
0.0050000,0.0050000,0.0050000,inf,nan,2992258.9649684,80127828.5122478,51324383.3789226,323824331.5028546,4924342.8294182,227903534.5829555,80127652.0068370,80128005.0176587,94457793.4257746,59740353.9958253,1671488949.6344390
0.0075000,0.0075000,0.0075000,inf,nan,3488813.3930306,55472580.9457842,35528778.0078897,224227475.9269145,3406959.1419632,157806552.2658016,55472409.2946992,55472752.5968692,65393230.9044232,41358310.6430580,1157380895.8930595
0.0100000,0.0100000,0.0100000,inf,nan,4569647.4503997,39088985.6730214,25032603.6870402,158043010.1623305,2398744.7231733,111225518.9976355,39088818.4751918,39089152.8708509,46079613.0692715,29143306.1996320,815744555.4740165
0.0125000,0.0125000,0.0125000,inf,nan,6504739.1503209,28061259.4698849,17967805.0668283,113492769.7924120,1720218.8011811,79870862.8880180,28061096.3517211,28061422.5880486,33079701.5155389,20921440.2215254,585782199.0322427
0.0150000,0.0150000,0.0150000,inf,nan,9810605.0483948,20545560.6992978,13153087.6146010,83128656.1789714,1257884.5941755,58500548.4214245,20545401.3107009,20545720.0878946,24219904.1754181,15318012.3810687,429047466.6255478
0.0175000,0.0175000,0.0175000,inf,nan,15449503.2076886,15360503.8933340,9831571.9482873,62178544.1042122,939022.5793554,43755912.1638974,15360347.9042421,15360659.8824259,18107558.0183802,11452225.2403453,320907104.4981692
0.0200000,0.0200000,0.0200000,inf,nan,24293812.9836648,11739895.3268206,7512378.7634304,47547468.8253240,716469.8031679,33458689.8163517,11739742.4242119,11740048.2294293,13839444.1508113,8752833.0134517,245385191.2197949
0.0225000,0.0225000,0.0225000,inf,nan,39554320.5408333,9181259.7608552,5873584.5483917,37205754.4748896,559295.9036254,26180375.9456866,9181109.6461442,9181409.8755662,10823225.2637007,6845208.6924741,192004717.8223745
0.0250000,0.0250000,0.0250000,inf,nan,68779127.3310814,7351780.8583357,4701960.6566438,29809060.8992995,447013.3838015,20974809.9204265,7351633.2451067,7351928.4715647,8666564.5447023,5481216.6900239,153826308.5533862
0.0275000,0.0275000,0.0275000,inf,nan,126087060.9128339,6029143.8205029,3855073.2561577,24459415.6861377,365936.3690460,17209988.4373572,6028998.4325339,6029289.2084719,7107388.6826260,4495107.2906404,126214693.5309752
0.0300000,0.0300000,0.0300000,inf,nan,243197851.3852985,5063884.4347170,3237161.8230535,20553120.0455675,306863.2269189,14461020.6097441,5063741.0042546,5064027.8651794,5969503.4639979,3775445.4892997,106053615.7765818
0.0325000,0.0325000,0.0325000,inf,nan,138338164.0780926,4355164.5307201,2783619.5428142,17682889.9759617,263585.6628069,12441254.3079862,4355022.7969689,4355306.2644714,5134036.9409255,3247050.0649536,91240695.4642317
0.0350000,0.0350000,0.0350000,inf,nan,69625992.3128661,3835037.9471530,2450913.3280046,15574294.4703867,231920.4517003,10957541.0456817,3834897.6549490,3835178.2393571,4520891.5419044,2859262.8654017,80359332.1081220
