# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.2000000,0.2000000,0.2000000,1851.5958843,-0.1267606,1042.4638936
0.2025000,0.2025000,0.2025000,1648.1760633,-0.0998730,881.2161004
0.2050000,0.2050000,0.2050000,1467.2213921,-0.0945863,747.0648778
0.2075000,0.2075000,0.2075000,1306.2520846,-0.0895664,635.0726456
0.2100000,0.2100000,0.2100000,1163.0453725,-0.0848002,541.2734138
0.2125000,0.2125000,0.2125000,1035.6295086,-0.0802749,462.4676174
0.2150000,0.2150000,0.2150000,922.2543109,-0.0759787,396.0631588
0.2175000,0.2175000,0.2175000,821.3654624,-0.0719001,339.9516189
0.2200000,0.2200000,0.2200000,731.5820206,-0.0680281,292.4113830
0.2225000,0.2225000,0.2225000,651.6766795,-0.0643525,252.0314715
0.2250000,0.2250000,0.2250000,580.5584033,-0.0608632,217.6513785
0.2275000,0.2275000,0.2275000,517.2571151,-0.0575509,188.3133473
0.2300000,0.2300000,0.2300000,460.9101696,-0.0544065,163.2243501
0.2325000,0.2325000,0.2325000,410.7503839,-0.0514216,141.7256313
0.2350000,0.2350000,0.2350000,366.0954320,-0.0485880,123.2673914
0.2375000,0.2375000,0.2375000,326.3384376,-0.0458981,107.3801804
0.2400000,0.2400000,0.2400000,290.9396212,-0.0433445,93.6172255
0.2425000,0.2425000,0.2425000,259.4188796,-0.0409202,81.4722701
0.2450000,0.2450000,0.2450000,231.3491889,-0.0386186,70.4690980
0.2475000,0.2475000,0.2475000,206.3507378,-0.0364335,60.4686405
0.2500000,0.2500000,0.2500000,184.0857087,-0.0343590,51.5836534
0.2525000,0.2525000,0.2525000,164.2536343,-0.0323893,43.8554500
0.2550000,0.2550000,0.2550000,146.5872648,-0.0305190,37.2059748
0.2575000,0.2575000,0.2575000,130.8488885,-0.0287433,31.5074374
0.2600000,0.2600000,0.2600000,116.8270521,-0.0270571,26.6263841
0.2625000,0.2625000,0.2625000,104.3336336,-0.0254560,22.4403429
0.2650000,0.2650000,0.2650000,93.2012227,-0.0239357,18.8425747
0.2675000,0.2675000,0.2675000,83.2807732,-0.0224921,15.7424759
0.2700000,0.2700000,0.2700000,74.4395019,-0.0211217,13.0643507
0.2725000,0.2725000,0.2725000,66.5590154,-0.0198207,10.7454957
0.2750000,0.2750000,0.2750000,59.5336617,-0.0185859,8.7340243
0.2775000,0.2775000,0.2775000,53.2690984,-0.0174142,6.9867312
0.2800000,0.2800000,0.2800000,47.6810734,-0.0163025,5.4672221
0.2825000,0.2825000,0.2825000,42.6943970,-0.0152476,4.1444276
0.2850000,0.2850000,0.2850000,38.2420756,-0.0142466,2.9915158
0.2875000,0.2875000,0.2875000,34.2645675,-0.0132962,1.9851494
0.2900000,0.2900000,0.2900000,30.7091143,-0.0123934,1.1050040
0.2925000,0.2925000,0.2925000,27.5291132,-0.0115351,0.3334622
0.2950000,0.2950000,0.2950000,24.6835034,-0.0107183,-0.3446028
0.2975000,0.2975000,0.2975000,22.1361587,-0.0099405,-0.9420314
0.3000000,0.3000000,0.3000000,19.8552920,-0.0091990,-1.4696160
0.3025000,0.3025000,0.3025000,17.8128848,-0.0084918,-1.9363801
0.3050000,0.3050000,0.3050000,15.9841579,-0.0078168,-2.3498717
0.3075000,0.3075000,0.3075000,14.3470953,-0.0071727,-2.7164343
0.3100000,0.3100000,0.3100000,12.8820284,-0.0065583,-3.0414355
0.3125000,0.3125000,0.3125000,11.5712824,-0.0059731,-3.3294499
0.3150000,0.3150000,0.3150000,10.3988809,-0.0054173,-3.5844098
0.3175000,0.3175000,0.3175000,9.3503045,-0.0048920,-3.8097354
0.3200000,0.3200000,0.3200000,8.4122967,-0.0043992,-4.0084479
0.3225000,0.3225000,0.3225000,7.5727128,-0.0039417,-4.1832657
0.3250000,0.3250000,0.3250000,6.8204097,-0.0035227,-4.3366749
0.3275000,0.3275000,0.3275000,6.1451744,-0.0031457,-4.4709698
0.3300000,0.3300000,0.3300000,5.5376901,-0.0028132,-4.5882613
0.3325000,0.3325000,0.3325000,4.9895335,-0.0025266,-4.6904577
0.3350000,0.3350000,0.3350000,4.4931904,-0.0022858,-4.7792298
0.3375000,0.3375000,0.3375000,4.0420725,-0.0020887,-4.8559772
0.3400000,0.3400000,0.3400000,3.6305146,-0.0019315,-4.9218110
0.3425000,0.3425000,0.3425000,3.2537365,-0.0018089,-4.9775638
0.3450000,0.3450000,0.3450000,2.9077657,-0.0017146,-5.0238290
0.3475000,0.3475000,0.3475000,2.5893263,-0.0016418,-5.0610200
0.3500000,0.3500000,0.3500000,2.2957104,-0.0015838,-5.0894386
0.3525000,0.3525000,0.3525000,2.0246516,-0.0015343,-5.1093379
0.3550000,0.3550000,0.3550000,1.7742162,-0.0014877,-5.1209738
0.3575000,0.3575000,0.3575000,1.5427212,-0.0014393,-5.1246382
