# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,2672047.4712329,115190839.3294902,73252851.8090824,473402079.2461721,6737939.2617283,332825888.0666899,6285346279.3941326,66468414198.2782364,476732740472.8537598
0.0025000,0.0025000,0.0025000,inf,nan,2814374.5642432,77460575.9714492,49261657.7817019,318305295.7273486,4532214.9959275,223786635.5199281,4225066102.4919510,44673081801.4142227,320371899800.2868652
0.0050000,0.0050000,0.0050000,inf,nan,3095808.0299503,53015142.8987350,33717785.1020982,217817960.6530929,3103163.2122048,153140012.6662289,2890211971.1680598,30551952589.6485558,219066489401.9006348
0.0075000,0.0075000,0.0075000,inf,nan,2483188.5871941,36956478.7661008,23506715.2379946,151806158.2818921,2164406.3548575,106731055.6589520,2013335631.7542212,21275772665.3126144,152519432154.4325562
0.0100000,0.0100000,0.0100000,inf,nan,2243799.8065348,26265958.6382821,16709006.2483219,107861513.6752884,1539456.3705022,75836172.8251389,1429609775.0945187,15100878214.8544388,108221651689.4975891
0.0125000,0.0125000,0.0125000,inf,nan,2333686.1118091,19056349.5394490,12124634.0695028,78226306.3171194,1117976.7870843,55001373.5529339,1035983126.1770401,10937110408.5546856,78352295070.1587830
0.0150000,0.0150000,0.0150000,inf,nan,2512848.8551088,14131847.5120424,8993233.5657187,57984972.2390056,830058.3510023,40770820.2166443,767157457.9658953,8093684041.9546556,57955595472.0074310
0.0175000,0.0175000,0.0175000,inf,nan,3049948.7176021,10725290.0829161,6827000.0505560,43983897.2995344,630854.0851405,30927398.6244127,581238782.5163099,6127396217.0679903,43851922295.1855240
0.0200000,0.0200000,0.0200000,inf,nan,4121857.1096146,8338887.7843858,5309415.4187382,34176732.5261619,491267.0667283,24032447.9060491,451040919.7916046,4750629717.6097908,33977798333.1796265
0.0225000,0.0225000,0.0225000,inf,nan,6009078.0749482,6646355.6060765,4233016.6200798,27222097.9667972,392228.2265173,19142929.8653396,358741638.5768270,3774822130.7474070,26980347945.3236885
0.0250000,0.0250000,0.0250000,inf,nan,9240333.0667649,5430084.7025814,3458777.3311665,22233145.7796639,320597.3028812,15635361.6125706,292555991.6824970,3075274124.4804626,21964831804.5961838
0.0275000,0.0275000,0.0275000,inf,nan,14805646.8441802,4506587.1226444,2871346.5456741,18442395.5118841,266491.0657719,12969728.4532646,242576793.0883853,2549156520.1295629,18203292087.9236069
0.0300000,0.0300000,0.0300000,inf,nan,10363950.3481456,3830216.9095440,2441076.2994335,15664955.4450481,226843.1715860,11016944.1240568,205766512.0343781,2160345277.4151669,15416910344.4910088
0.0325000,0.0325000,0.0325000,inf,nan,6718903.8747238,3334443.4466797,2125675.0730073,13629357.8309214,197772.5457763,9585728.6275818,178795113.7980820,1875507491.0099206,13375891660.1120911
0.0350000,0.0350000,0.0350000,inf,nan,4580470.0212553,2974654.3519638,1896789.5868261,12152009.1029916,176680.2582291,8547017.3025632,159218067.5320658,1668744118.2675104,11894244363.0159969
0.0375000,0.0375000,0.0375000,inf,nan,3352124.2222694,2721431.3312339,1735729.6043151,11111747.7375360,161856.6940608,7815638.8505998,145419445.2710604,1522916683.4811778,10848800491.4545670
0.0400000,0.0400000,0.0400000,inf,nan,2714846.0681706,2422591.6702015,1544245.0470599,9905532.2364802,143471.9319826,6966654.8585079,130026318.9796043,1364426142.1820657,9733255732.1544666
