# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,49941113260.4566803,992449241913898.3750000,639495564577642.8750000,3955801351576607.5000000,63532512864888.4609375,2786452707578427.5000000,992449241914319.3750000,992449241913477.3750000,1169937676071433.5000000,739933555366001.1250000,20440368376063264.0000000,992449241913898.3750000,639495564577642.8750000,3955801351576607.5000000,63532512864888.4609375,2786452707578427.5000000,992449241914319.3750000,992449241913477.3750000,1169937676071433.5000000,739933555366001.1250000,20440368376063264.0000000
0.0025000,0.0025000,0.0025000,inf,nan,21773299295.2433014,242048918082108.9375000,155966871919268.7812500,964782358594865.8750000,15494970577718.3750000,679589332614810.0000000,242048918082475.5312500,242048918081742.3437500,285336656785068.5625000,180462747075710.8750000,4985211573135134.0000000,242048918082108.9375000,155966871919268.7812500,964782358594865.8750000,15494970577718.3750000,679589332614810.0000000,242048918082475.5312500,242048918081742.3437500,285336656785068.5625000,180462747075710.8750000,4985211573135134.0000000
0.0050000,0.0050000,0.0050000,inf,nan,8361982854.9359894,68371712302758.1562500,44056058736768.1640625,272522733254804.2500000,4376872011089.1025391,191964061957822.8750000,68371712303080.4687500,68371712302435.8437500,80599227469059.1406250,50975427290447.0234375,1408176107391988.0000000,68371712302758.1562500,44056058736768.1640625,272522733254804.2500000,4376872011089.1025391,191964061957822.8750000,68371712303080.4687500,68371712302435.8437500,80599227469059.1406250,50975427290447.0234375,1408176107391988.0000000
0.0075000,0.0075000,0.0075000,inf,nan,3432945455.7629547,21762841686036.0664062,14023122772839.1210938,86744511766416.2031250,1393165198050.7539062,61102530147901.5390625,21762841686321.5703125,21762841685750.5625000,25654882236365.7890625,16225572194062.0253906,448225161634917.7500000,21762841686036.0664062,14023122772839.1210938,86744511766416.2031250,1393165198050.7539062,61102530147901.5390625,21762841686321.5703125,21762841685750.5625000,25654882236365.7890625,16225572194062.0253906,448225161634917.7500000
0.0100000,0.0100000,0.0100000,inf,nan,1529503212.7998593,7647780561183.8203125,4927929282348.8671875,30483303102689.1250000,489577924785.2738037,21472331255137.3750000,7647780561438.1962891,7647780560929.4443359,9015500480005.3378906,5701903152631.6376953,157512938654964.4687500,7647780561183.8203125,4927929282348.8671875,30483303102689.1250000,489577924785.2738037,21472331255137.3750000,7647780561438.1962891,7647780560929.4443359,9015500480005.3378906,5701903152631.6376953,157512938654964.4687500
0.0125000,0.0125000,0.0125000,inf,nan,729308841.8897398,2921053978720.2285156,1882211843033.3693848,11643042893406.8750000,186992878868.0524292,8201317999294.5771484,2921053978947.9013672,2921053978492.5556641,3443451774876.4091797,2177830124311.7656250,60161780772506.2578125,2921053978720.2285156,1882211843033.3693848,11643042893406.8750000,186992878868.0524292,8201317999294.5771484,2921053978947.9013672,2921053978492.5556641,3443451774876.4091797,2177830124311.7656250,60161780772506.2578125
0.0150000,0.0150000,0.0150000,inf,nan,368249659.7520912,1197890771504.1025391,771873177912.3089600,4774683443056.1523438,76683399232.7460327,3363269810204.6630859,1197890771708.5944824,1197890771299.6105957,1412120122836.9851074,893103183584.3254395,24671680575488.1484375,1197890771504.1025391,771873177912.3089600,4774683443056.1523438,76683399232.7460327,3363269810204.6630859,1197890771708.5944824,1197890771299.6105957,1412120122836.9851074,893103183584.3254395,24671680575488.1484375
0.0175000,0.0175000,0.0175000,inf,nan,195282591.5111605,522325859357.1444702,336565808220.3235474,2081946284724.1843262,33436727538.3078423,1466515324052.7944336,522325859541.3115845,522325859172.9773560,615737990660.2100830,389426898476.3496704,10757803839926.2675781,522325859357.1444702,336565808220.3235474,2081946284724.1843262,33436727538.3078423,1466515324052.7944336,522325859541.3115845,522325859172.9773560,615737990660.2100830,389426898476.3496704,10757803839926.2675781
0.0200000,0.0200000,0.0200000,inf,nan,108061914.4773471,240267367173.6720886,154818515095.5985107,957687087048.8958740,15380641071.5225391,674591185897.7716064,240267367339.8659668,240267367007.4782104,283236495445.2301636,179134488418.1668091,4948546617005.3447266,240267367173.6720886,154818515095.5985107,957687087048.8958740,15380641071.5225391,674591185897.7716064,240267367339.8659668,240267367007.4782104,283236495445.2301636,179134488418.1668091,4948546617005.3447266
0.0225000,0.0225000,0.0225000,inf,nan,62091086.7544158,115844400325.1183624,74645336801.5969849,461747979517.8724365,7415684544.7961807,325253488608.6145020,115844400475.3018951,115844400174.9348297,136561874177.9602814,86369312788.7377472,2385936882864.6513672,115844400325.1183624,74645336801.5969849,461747979517.8724365,7415684544.7961807,325253488608.6145020,115844400475.3018951,115844400174.9348297,136561874177.9602814,86369312788.7377472,2385936882864.6513672
0.0250000,0.0250000,0.0250000,inf,nan,36926089.2120039,58231380495.0374374,37521838878.5540085,232107126630.5586243,3727595686.1744127,163495326897.8381042,58231380630.8687820,58231380359.2060928,68645410861.9350662,43415169848.3554077,1199339978978.7365723,58231380495.0374374,37521838878.5540085,232107126630.5586243,3727595686.1744127,163495326897.8381042,58231380630.8687820,58231380359.2060928,68645410861.9350662,43415169848.3554077,1199339978978.7365723
0.0275000,0.0275000,0.0275000,inf,nan,22722197.8761098,30380190527.4129333,19575675323.1774826,121094294587.1184082,1944717268.0445747,85298311918.5360718,30380190650.3077888,30380190404.5180779,35813347426.9231033,22650349700.8015327,625716168803.2302246,30380190527.4129333,19575675323.1774826,121094294587.1184082,1944717268.0445747,85298311918.5360718,30380190650.3077888,30380190404.5180779,35813347426.9231033,22650349700.8015327,625716168803.2302246
0.0300000,0.0300000,0.0300000,inf,nan,14564200.7809942,16387909102.2596722,10559633665.6868153,65321922736.6008759,1049016445.9466118,46012472846.9620438,16387909213.4382191,16387908991.0811253,19318703144.7508049,12218220675.6140137,337530080930.5564575,16387909102.2596722,10559633665.6868153,65321922736.6008759,1049016445.9466118,46012472846.9620438,16387909213.4382191,16387908991.0811253,19318703144.7508049,12218220675.6140137,337530080930.5564575
0.0325000,0.0325000,0.0325000,inf,nan,9977250.1224922,9110569972.6789722,5870426873.4380140,36314801530.6356888,583170175.3372164,25579975214.2520332,9110570073.2018108,9110569872.1561337,10739893398.4444008,6792504993.2981186,187644997190.9725647,9110569972.6789722,5870426873.4380140,36314801530.6356888,583170175.3372164,25579975214.2520332,9110570073.2018108,9110569872.1561337,10739893398.4444008,6792504993.2981186,187644997190.9725647
0.0350000,0.0350000,0.0350000,inf,nan,7855507.0565368,5205261167.7394333,3354016829.7538962,20748367244.7452087,333181744.5928221,14615045322.7712822,5205261258.5355034,5205261076.9433632,6136163842.6827316,3880850767.7697129,107210418424.2481384,5205261167.7394333,3354016829.7538962,20748367244.7452087,333181744.5928221,14615045322.7712822,5205261258.5355034,5205261076.9433632,6136163842.6827316,3880850767.7697129,107210418424.2481384
0.0375000,0.0375000,0.0375000,inf,nan,7302529.1138660,3049037824.8994761,1964643757.5578659,12153689410.1674252,195158704.8794869,8560992780.3240232,3049037906.7879949,3049037743.0109572,3594324098.8704081,2273250160.2525468,62800181671.0195923,3049037824.8994761,1964643757.5578659,12153689410.1674252,195158704.8794869,8560992780.3240232,3049037906.7879949,3049037743.0109572,3594324098.8704081,2273250160.2525468,62800181671.0195923
0.0400000,0.0400000,0.0400000,inf,nan,4699444.9299051,1827216751.2866380,1177359297.1948183,7283498835.5942726,116949586.1703728,5130453608.5965595,1827216824.9945521,1827216677.5787239,2153994007.3474774,1362305425.9142990,37635047522.2573013,1827216751.2866380,1177359297.1948183,7283498835.5942726,116949586.1703728,5130453608.5965595,1827216824.9945521,1827216677.5787239,2153994007.3474774,1362305425.9142990,37635047522.2573013
0.0425000,0.0425000,0.0425000,inf,nan,2828211.9091978,1118206360.3891311,720507422.3314600,4457357622.4139090,71566633.3004405,3139733964.0282006,1118206426.5651324,1118206294.2131298,1318185047.0449092,833693425.2476240,23031884689.0799980,1118206360.3891311,720507422.3314600,4457357622.4139090,71566633.3004405,3139733964.0282006,1118206426.5651324,1118206294.2131298,1318185047.0449092,833693425.2476240,23031884689.0799980
0.0450000,0.0450000,0.0450000,inf,nan,1754818.7886090,697675136.4004018,449538432.5380743,2781091804.6426082,44649612.3417609,1958981334.8688009,697675195.6262978,697675077.1745058,822446522.4629807,520160852.9335712,14370333046.9966278,697675136.4004018,449538432.5380743,2781091804.6426082,44649612.3417609,1958981334.8688009,697675195.6262978,697675077.1745058,822446522.4629807,520160852.9335712,14370333046.9966278
0.0475000,0.0475000,0.0475000,inf,nan,1150398.5892538,443161836.3488533,285543613.1535607,1766575523.8832955,28359434.7577407,1244361920.0786483,443161889.1488672,443161783.5488393,522416368.5607486,330405122.3211892,9128157820.0804539,443161836.3488533,285543613.1535607,1766575523.8832955,28359434.7577407,1244361920.0786483,443161889.1488672,443161783.5488393,522416368.5607486,330405122.3211892,9128157820.0804539
0.0500000,0.0500000,0.0500000,inf,nan,794728.7162780,286220473.8582673,184419410.1856598,1140984633.3560700,18314732.1490708,803699585.6322206,286220520.7067093,286220427.0098253,337407800.7093257,213395430.1099291,5895627620.3599186,286220473.8582673,184419410.1856598,1140984633.3560700,18314732.1490708,803699585.6322206,286220520.7067093,286220427.0098253,337407800.7093257,213395430.1099291,5895627620.3599186
0.0525000,0.0525000,0.0525000,inf,nan,581299.2684693,187751867.3238716,120972095.0224841,748469988.7648931,12012720.1504003,527214908.1059192,187751908.6515127,187751825.9962304,221329186.4794627,139980868.3894492,3867442196.4017372,187751867.3238716,120972095.0224841,748469988.7648931,12012720.1504003,527214908.1059192,187751908.6515127,187751825.9962304,221329186.4794627,139980868.3894492,3867442196.4017372
0.0550000,0.0550000,0.0550000,inf,nan,455658.4019901,124964607.5962961,80515955.6056486,498184680.3948467,7994517.5578801,350915761.2566593,124964643.7957035,124964571.3968888,147313128.3978282,93169002.9963937,2574179593.1450825,124964607.5962961,80515955.6056486,498184680.3948467,7994517.5578801,350915761.2566593,124964643.7957035,124964571.3968888,147313128.3978282,93169002.9963937,2574179593.1450825
0.0575000,0.0575000,0.0575000,inf,nan,389348.3988175,84321016.7487275,54327970.8394284,336166999.0720909,5393591.9514399,236791790.7806016,84321048.1787585,84320985.3186966,99400886.4259331,62866640.5091325,1737010298.4766817,84321016.7487275,54327970.8394284,336166999.0720909,5393591.9514399,236791790.7806016,84321048.1787585,84320985.3186966,99400886.4259331,62866640.5091325,1737010298.4766817
