# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,1270377485.9898307
0.0050000,0.0050000,0.0050000,645963241.4407178
0.0100000,0.0100000,0.0100000,371944138.1953758
0.0150000,0.0150000,0.0150000,273570980.5746750
0.0200000,0.0200000,0.0200000,217789349.3981150
0.0250000,0.0250000,0.0250000,182154139.3746334
0.0300000,0.0300000,0.0300000,134652008.0746096
0.0350000,0.0350000,0.0350000,104167044.5986408
0.0400000,0.0400000,0.0400000,82521743.2955729
0.0450000,0.0450000,0.0450000,65006945.1955483
0.0500000,0.0500000,0.0500000,49521620.6504059
0.0550000,0.0550000,0.0550000,37775497.4837054
0.0600000,0.0600000,0.0600000,28963776.4928506
0.0650000,0.0650000,0.0650000,21181990.8454447
0.0700000,0.0700000,0.0700000,15466811.1906632
0.0750000,0.0750000,0.0750000,11338877.8543202
0.0800000,0.0800000,0.0800000,8353635.5668114
0.0850000,0.0850000,0.0850000,6143861.2535179
0.0900000,0.0900000,0.0900000,4475788.8717759
0.0950000,0.0950000,0.0950000,3320569.8281500
0.1000000,0.1000000,0.1000000,2406639.9540456
0.1050000,0.1050000,0.1050000,1771886.5393191
0.1100000,0.1100000,0.1100000,1329232.4136844
0.1150000,0.1150000,0.1150000,1016013.0829533
0.1200000,0.1200000,0.1200000,753840.8133926
0.1250000,0.1250000,0.1250000,566401.1458474
0.1300000,0.1300000,0.1300000,431114.4841082
0.1350000,0.1350000,0.1350000,332451.8149584
0.1400000,0.1400000,0.1400000,256136.1727323
0.1450000,0.1450000,0.1450000,194237.3135614
0.1500000,0.1500000,0.1500000,147994.6164248
0.1550000,0.1550000,0.1550000,111303.1867678
0.1600000,0.1600000,0.1600000,84147.8300765
0.1650000,0.1650000,0.1650000,63937.2748988
0.1700000,0.1700000,0.1700000,48813.0758509
0.1750000,0.1750000,0.1750000,37435.1838744
0.1800000,0.1800000,0.1800000,28832.0052062
0.1850000,0.1850000,0.1850000,22295.1481901
0.1900000,0.1900000,0.1900000,17305.2268602
0.1950000,0.1950000,0.1950000,13479.3183009
0.2000000,0.2000000,0.2000000,10533.5724066
