# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,100000000000000000000.0000000
0.0050000,0.0050000,0.0050000,452620932825705088.0000000
0.0100000,0.0100000,0.0100000,5968808332697772.0000000
0.0150000,0.0150000,0.0150000,249366779265155.8437500
0.0200000,0.0200000,0.0200000,20288298667825.1015625
0.0250000,0.0250000,0.0250000,2549564245594.9848633
0.0300000,0.0300000,0.0300000,435151293841.0119629
0.0350000,0.0350000,0.0350000,93224117940.0137177
0.0400000,0.0400000,0.0400000,23802262356.3107834
0.0450000,0.0450000,0.0450000,6987399860.9892778
0.0500000,0.0500000,0.0500000,2298108884.3857918
0.0550000,0.0550000,0.0550000,830616295.7813064
0.0600000,0.0600000,0.0600000,325080352.2406908
0.0650000,0.0650000,0.0650000,136183142.0180269
0.0700000,0.0700000,0.0700000,60505975.2614392
0.0750000,0.0750000,0.0750000,28299257.6538368
0.0800000,0.0800000,0.0800000,13848143.3804640
0.0850000,0.0850000,0.0850000,7053969.9210175
0.0900000,0.0900000,0.0900000,3724254.0836583
0.0950000,0.0950000,0.0950000,2030614.8044573
0.1000000,0.1000000,0.1000000,1139839.5420769
0.1050000,0.1050000,0.1050000,656928.0416271
0.1100000,0.1100000,0.1100000,387821.3130971
0.1150000,0.1150000,0.1150000,234041.6992672
0.1200000,0.1200000,0.1200000,144117.1836927
0.1250000,0.1250000,0.1250000,90406.8091123
0.1300000,0.1300000,0.1300000,57693.4190934
0.1350000,0.1350000,0.1350000,37405.1915285
0.1400000,0.1400000,0.1400000,24610.0867572
0.1450000,0.1450000,0.1450000,16413.9052887
0.1500000,0.1500000,0.1500000,11086.9005496
0.1550000,0.1550000,0.1550000,7577.4696892
0.1600000,0.1600000,0.1600000,5236.0050731
0.1650000,0.1650000,0.1650000,3655.1822453
0.1700000,0.1700000,0.1700000,2575.9895836
0.1750000,0.1750000,0.1750000,1844.2849008
0.1800000,0.1800000,0.1800000,1325.6633092
0.1850000,0.1850000,0.1850000,960.9539327
0.1900000,0.1900000,0.1900000,702.1443822
0.1950000,0.1950000,0.1950000,516.8936078
0.2000000,0.2000000,0.2000000,383.2182054
0.2050000,0.2050000,0.2050000,286.0272366
0.2100000,0.2100000,0.2100000,214.8557796
0.2150000,0.2150000,0.2150000,162.3798291
0.2200000,0.2200000,0.2200000,123.4316426
0.2250000,0.2250000,0.2250000,94.3359538
0.2300000,0.2300000,0.2300000,72.4590007
0.2350000,0.2350000,0.2350000,55.9001111
0.2400000,0.2400000,0.2400000,43.2790514
0.2450000,0.2450000,0.2450000,33.5886344
0.2500000,0.2500000,0.2500000,26.0916025
0.2550000,0.2550000,0.2550000,20.2474881
0.2600000,0.2600000,0.2600000,15.6606442
0.2650000,0.2650000,0.2650000,12.0426841
0.2700000,0.2700000,0.2700000,9.1830507
0.2750000,0.2750000,0.2750000,6.9249678
0.2800000,0.2800000,0.2800000,5.1476253
0.2850000,0.2850000,0.2850000,3.7549396
0.2900000,0.2900000,0.2900000,2.6691843
0.2950000,0.2950000,0.2950000,1.8272759
0.3000000,0.3000000,0.3000000,1.1782301
