# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,314886.1161412,8996260.3765168,5794806.5409779,35882133.2422282,574175.7884411,25274183.2058852,446626605.0820546,4524335847.5771875,31488203557.6768913
0.0025000,0.0025000,0.0025000,inf,nan,310084.8442000,7434027.6077137,4788402.1125910,29652146.5352908,474365.3874886,20885932.8866839,369098628.8146818,3739053809.1625991,26023192763.5052567
0.0050000,0.0050000,0.0050000,inf,nan,302970.7476223,6136987.0478617,3952843.6773534,24479645.7708118,391505.5135795,17242552.4403444,304729528.2450790,3087056526.1271162,21485747737.1966057
0.0075000,0.0075000,0.0075000,inf,nan,324939.4718581,5062881.4164585,3260906.8695599,20196133.5828751,322894.3522400,14225355.6932476,251422747.1599429,2547108948.8052702,17728091268.4750710
0.0100000,0.0100000,0.0100000,inf,nan,379035.6119629,4175327.5580052,2689151.8002260,16656534.6504923,266205.7358575,11732154.5088375,207373158.2878956,2100927799.4829090,14622988078.1849632
0.0125000,0.0125000,0.0125000,inf,nan,473059.2852425,3443261.2258747,2217565.3423211,13736981.9834450,219453.6270500,9675699.4857956,171039521.0454813,1732902616.4494710,12061803553.1463966
0.0150000,0.0150000,0.0150000,inf,nan,621154.2203990,2840349.4172228,1829182.5123213,11332473.8039926,180954.5293453,7982029.5070949,141115328.9803807,1429800488.0594556,9952448979.9803143
0.0175000,0.0175000,0.0175000,inf,nan,846822.0154635,2344407.0713224,1509710.6645910,9354547.8105365,149290.1789199,6588833.5331177,116499873.3311275,1180472975.8993511,8217342016.1610670
0.0200000,0.0200000,0.0200000,inf,nan,1188232.2673618,1936842.3448980,1247172.0981804,7729069.3737780,123272.0654793,5443892.6470661,96270724.0706642,975577395.3005599,6791467079.2922564
0.0225000,0.0225000,0.0225000,inf,nan,1707460.7528427,1602145.0443111,1031574.4690006,6394191.8029718,101908.7143193,4503643.3035630,79658351.8498007,807319780.4952393,5620586646.8417377
0.0250000,0.0250000,0.0250000,inf,nan,2506710.5496360,1327425.7029357,854613.8315711,5298518.5434855,84376.2081476,3731882.8140061,66023262.4275757,669223298.1997473,4659629659.6313982
0.0275000,0.0275000,0.0275000,inf,nan,3757328.2203245,1102007.7821528,709411.9068671,4399477.1905037,69992.1068969,3098624.0312738,54835766.6184210,555923355.8908393,3871265702.6417527
0.0300000,0.0300000,0.0300000,inf,nan,4816380.7848226,917072.1040917,590287.0014648,3661901.7649333,58192.7082723,2579096.7303667,45658341.5720163,462988957.4054292,3224661850.4808030
0.0325000,0.0325000,0.0325000,inf,nan,3505841.4969138,765350.5006574,492556.6350613,3056811.2298774,48513.4560041,2152887.2171094,38130433.8401973,386768791.3339270,2694411638.3628516
0.0350000,0.0350000,0.0350000,inf,nan,2797478.7203515,640864.4557499,412369.1554425,2560367.4105508,40572.2255834,1803204.3050950,31955494.7656839,324259930.7745865,2259621395.9257770
0.0375000,0.0375000,0.0375000,inf,nan,2565858.8745740,538703.9589022,346561.2600556,2152993.2526263,34055.1815584,1516258.2317916,26890011.0039800,272996742.2108383,1903137227.0327156
0.0400000,0.0400000,0.0400000,inf,nan,2812789.1830027,454841.6709000,292538.2675617,1818631.8846014,28704.8929689,1280738.7541008,22734287.1457907,230957542.0700130,1610895506.6519814
0.0425000,0.0425000,0.0425000,inf,nan,3687566.8864415,385977.6684716,248174.0900506,1544127.6135330,24310.4041682,1087379.1312030,19324745.6622191,196486623.1138953,1371380347.5538561
