# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol],UMinwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,1024328249.2930453,1024328249.2930453
0.0050000,0.0050000,0.0050000,405073932.0238649,405073932.0238649
0.0100000,0.0100000,0.0100000,176484942.2792607,176484942.2792607
0.0150000,0.0150000,0.0150000,82516638.2494017,82516638.2494017
0.0200000,0.0200000,0.0200000,42071412.4741619,42071412.4741619
0.0250000,0.0250000,0.0250000,24017971.2979597,24017971.2979597
0.0300000,0.0300000,0.0300000,13302389.8929213,13302389.8929213
0.0350000,0.0350000,0.0350000,7749034.4602120,7749034.4602120
0.0400000,0.0400000,0.0400000,4750284.2993401,4750284.2993401
0.0450000,0.0450000,0.0450000,3071320.2685369,3071320.2685369
0.0500000,0.0500000,0.0500000,2088434.0925898,2088434.0925898
0.0550000,0.0550000,0.0550000,1500016.3076731,1500016.3076731
0.0600000,0.0600000,0.0600000,1078741.4903294,1078741.4903294
0.0650000,0.0650000,0.0650000,804739.0924182,804739.0924182
0.0700000,0.0700000,0.0700000,604535.1561874,604535.1561874
0.0750000,0.0750000,0.0750000,430499.0441751,430499.0441751
0.0800000,0.0800000,0.0800000,312825.5658117,312825.5658117
0.0850000,0.0850000,0.0850000,231773.4848093,231773.4848093
0.0900000,0.0900000,0.0900000,175108.5580580,175108.5580580
0.0950000,0.0950000,0.0950000,134907.3736079,134907.3736079
0.1000000,0.1000000,0.1000000,97193.0411737,97193.0411737
0.1050000,0.1050000,0.1050000,70914.2950757,70914.2950757
0.1100000,0.1100000,0.1100000,52388.4490710,52388.4490710
0.1150000,0.1150000,0.1150000,39181.9032799,39181.9032799
0.1200000,0.1200000,0.1200000,29664.9881887,29664.9881887
0.1250000,0.1250000,0.1250000,22733.1530746,22733.1530746
0.1300000,0.1300000,0.1300000,17629.5754509,17629.5754509
0.1350000,0.1350000,0.1350000,13830.5984082,13830.5984082
0.1400000,0.1400000,0.1400000,10521.9160787,10521.9160787
0.1450000,0.1450000,0.1450000,7764.9487025,7764.9487025
0.1500000,0.1500000,0.1500000,5780.6042865,5780.6042865
0.1550000,0.1550000,0.1550000,4337.2435429,4337.2435429
