# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol],UMinwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,4526212.2805979,4526212.2805979
0.0050000,0.0050000,0.0050000,3093526.1940027,3093526.1940027
0.0100000,0.0100000,0.0100000,2019003.3826183,2019003.3826183
0.0150000,0.0150000,0.0150000,1339217.9214818,1339217.9214818
0.0200000,0.0200000,0.0200000,918244.3061632,918244.3061632
0.0250000,0.0250000,0.0250000,654604.0974536,654604.0974536
0.0300000,0.0300000,0.0300000,496925.6934548,496925.6934548
0.0350000,0.0350000,0.0350000,403279.5874658,403279.5874658
0.0400000,0.0400000,0.0400000,340123.3231194,340123.3231194
0.0450000,0.0450000,0.0450000,294408.1038668,294408.1038668
0.0500000,0.0500000,0.0500000,245770.1130226,245770.1130226
0.0550000,0.0550000,0.0550000,203221.6163174,203221.6163174
0.0600000,0.0600000,0.0600000,164997.8844518,164997.8844518
0.0650000,0.0650000,0.0650000,131252.1128421,131252.1128421
0.0700000,0.0700000,0.0700000,106006.7986967,106006.7986967
0.0750000,0.0750000,0.0750000,86027.9531522,86027.9531522
0.0800000,0.0800000,0.0800000,70531.5675052,70531.5675052
0.0850000,0.0850000,0.0850000,58475.4425171,58475.4425171
0.0900000,0.0900000,0.0900000,48736.6126858,48736.6126858
0.0950000,0.0950000,0.0950000,40652.2938363,40652.2938363
0.1000000,0.1000000,0.1000000,31607.1145050,31607.1145050
0.1050000,0.1050000,0.1050000,24669.3188008,24669.3188008
0.1100000,0.1100000,0.1100000,19319.4840898,19319.4840898
0.1150000,0.1150000,0.1150000,15174.5092643,15174.5092643
0.1200000,0.1200000,0.1200000,11949.6537947,11949.6537947
0.1250000,0.1250000,0.1250000,9431.5518147,9431.5518147
0.1300000,0.1300000,0.1300000,7459.0394952,7459.0394952
0.1350000,0.1350000,0.1350000,5909.4969144,5909.4969144
0.1400000,0.1400000,0.1400000,4689.0510096,4689.0510096
