# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,3899422.6543155,3899422.6543155
0.0050000,0.0050000,0.0050000,2332238.1435668,2332238.1435668
0.0100000,0.0100000,0.0100000,1459529.5876992,1459529.5876992
0.0150000,0.0150000,0.0150000,955222.3113157,955222.3113157
0.0200000,0.0200000,0.0200000,658546.4924016,658546.4924016
0.0250000,0.0250000,0.0250000,483721.5061921,483721.5061921
0.0300000,0.0300000,0.0300000,383740.5290224,383740.5290224
0.0350000,0.0350000,0.0350000,330419.6457560,330419.6457560
0.0400000,0.0400000,0.0400000,286926.2935251,286926.2935251
0.0450000,0.0450000,0.0450000,247788.9599206,247788.9599206
0.0500000,0.0500000,0.0500000,209488.1444687,209488.1444687
0.0550000,0.0550000,0.0550000,180616.3012614,180616.3012614
0.0600000,0.0600000,0.0600000,149802.6523222,149802.6523222
0.0650000,0.0650000,0.0650000,121190.1743264,121190.1743264
0.0700000,0.0700000,0.0700000,98595.9852678,98595.9852678
0.0750000,0.0750000,0.0750000,81298.9144290,81298.9144290
0.0800000,0.0800000,0.0800000,67196.3890178,67196.3890178
0.0850000,0.0850000,0.0850000,56199.1572935,56199.1572935
0.0900000,0.0900000,0.0900000,46172.3920782,46172.3920782
0.0950000,0.0950000,0.0950000,35787.5827587,35787.5827587
0.1000000,0.1000000,0.1000000,27871.1669506,27871.1669506
0.1050000,0.1050000,0.1050000,21804.8939738,21804.8939738
0.1100000,0.1100000,0.1100000,17131.9326941,17131.9326941
0.1150000,0.1150000,0.1150000,13471.1470850,13471.1470850
0.1200000,0.1200000,0.1200000,10622.0452588,10622.0452588
0.1250000,0.1250000,0.1250000,8405.8927655,8405.8927655
0.1300000,0.1300000,0.1300000,6673.8602114,6673.8602114
0.1350000,0.1350000,0.1350000,5314.1997564,5314.1997564
0.1400000,0.1400000,0.1400000,4242.5139317,4242.5139317
0.1450000,0.1450000,0.1450000,3387.5883037,3387.5883037
0.1500000,0.1500000,0.1500000,2709.6192596,2709.6192596
0.1550000,0.1550000,0.1550000,2171.6797603,2171.6797603
0.1600000,0.1600000,0.1600000,1769.9188673,1743.5625302
0.1650000,0.1650000,0.1650000,1428.2753349,1401.9287221
0.1700000,0.1700000,0.1700000,1154.9536880,1128.6526812
0.1750000,0.1750000,0.1750000,935.7687262,909.5894898
0.1800000,0.1800000,0.1800000,759.6215959,733.6515487
0.1850000,0.1850000,0.1850000,617.8210215,592.1123357
0.1900000,0.1900000,0.1900000,503.5182594,478.0781703
0.1950000,0.1950000,0.1950000,411.2707667,386.0850073
0.2000000,0.2000000,0.2000000,336.7301662,311.7888699
0.2050000,0.2050000,0.2050000,276.4140549,251.7268613
0.2100000,0.2100000,0.2100000,227.5289812,203.1317138
0.2150000,0.2150000,0.2150000,187.8266713,163.7871911
0.2200000,0.2200000,0.2200000,155.4831881,131.9148518
0.2250000,0.2250000,0.2250000,128.9961181,106.0664291
0.2300000,0.2300000,0.2300000,107.1087118,85.1086150
0.2350000,0.2350000,0.2350000,88.7943320,68.1203394
0.2400000,0.2400000,0.2400000,73.2969405,53.9118929
0.2450000,0.2450000,0.2450000,60.1016998,41.3619550
0.2500000,0.2500000,0.2500000,48.8371094,30.8728185
0.2550000,0.2550000,0.2550000,39.2537515,22.4990214
0.2600000,0.2600000,0.2600000,31.1968091,15.5608145
0.2650000,0.2650000,0.2650000,24.5256505,9.1490815
0.2700000,0.2700000,0.2700000,19.0783428,4.1107947
0.2750000,0.2750000,0.2750000,14.6843217,0.2513476
0.2800000,0.2800000,0.2800000,11.1815475,-2.7053639
0.2850000,0.2850000,0.2850000,8.4242966,-5.4388364
0.2900000,0.2900000,0.2900000,6.2843421,-7.5161194
0.2950000,0.2950000,0.2950000,4.6485576,-9.0647317
0.3000000,0.3000000,0.3000000,3.4129789,-10.1883067
0.3050000,0.3050000,0.3050000,2.4722546,-10.9710849
0.3100000,0.3100000,0.3100000,1.7102614,-11.4815468
0.3150000,0.3150000,0.3150000,1.0125421,-11.7753556
0.3200000,0.3200000,0.3200000,0.3109751,-12.2219114
0.3250000,0.3250000,0.3250000,-0.3856346,-13.7745660
0.3300000,0.3300000,0.3300000,-1.0220374,-14.8551829
0.3350000,0.3350000,0.3350000,-1.5484638,-15.5619539
0.3400000,0.3400000,0.3400000,-1.9439862,-16.1184435
0.3450000,0.3450000,0.3450000,-2.2202506,-16.4055343
0.3500000,0.3500000,0.3500000,-2.4376713,-16.4810588
0.3550000,0.3550000,0.3550000,-2.7352656,-18.3657117
0.3600000,0.3600000,0.3600000,-3.2809222,-20.7963933
0.3650000,0.3650000,0.3650000,-4.0877814,-22.5433504
0.3700000,0.3700000,0.3700000,-4.9774406,-23.7364335
0.3750000,0.3750000,0.3750000,-5.7678853,-24.4825254
0.3800000,0.3800000,0.3800000,-6.3719183,-24.8696038
0.3850000,0.3850000,0.3850000,-6.7731755,-24.9700613
0.3900000,0.3900000,0.3900000,-6.9877554,-24.8434263
0.3950000,0.3950000,0.3950000,-7.0428582,-24.5385996
0.4000000,0.4000000,0.4000000,-6.9675235,-24.0956964
