# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,458053789094.3607178
0.0050000,0.0050000,0.0050000,129201091425.3754578
0.0100000,0.0100000,0.0100000,41095770328.4540558
0.0150000,0.0150000,0.0150000,14438079359.1779842
0.0200000,0.0200000,0.0200000,5515084932.2663479
0.0250000,0.0250000,0.0250000,2262586465.1272011
0.0300000,0.0300000,0.0300000,987360380.4906783
0.0350000,0.0350000,0.0350000,454810073.6990603
0.0400000,0.0400000,0.0400000,219791680.9397922
0.0450000,0.0450000,0.0450000,110895046.9804354
0.0500000,0.0500000,0.0500000,58194863.0076591
0.0550000,0.0550000,0.0550000,31671609.1038371
0.0600000,0.0600000,0.0600000,17837839.9400537
0.0650000,0.0650000,0.0650000,10381418.1028435
0.0700000,0.0700000,0.0700000,6237425.8245591
0.0750000,0.0750000,0.0750000,3867016.3793108
0.0800000,0.0800000,0.0800000,2473520.3498779
0.0850000,0.0850000,0.0850000,1632655.0766510
0.0900000,0.0900000,0.0900000,1112403.1531308
0.0950000,0.0950000,0.0950000,782669.0937384
0.1000000,0.1000000,0.1000000,568732.6119139
0.1050000,0.1050000,0.1050000,426667.4748370
0.1100000,0.1100000,0.1100000,321777.0184168
0.1150000,0.1150000,0.1150000,243912.3629862
0.1200000,0.1200000,0.1200000,188596.4025317
0.1250000,0.1250000,0.1250000,148522.6823184
0.1300000,0.1300000,0.1300000,118951.6288014
0.1350000,0.1350000,0.1350000,96745.6300584
0.1400000,0.1400000,0.1400000,79786.9315812
0.1450000,0.1450000,0.1450000,66620.3368988
0.1500000,0.1500000,0.1500000,56229.9127850
0.1550000,0.1550000,0.1550000,47896.7676275
0.1600000,0.1600000,0.1600000,41106.6286833
0.1650000,0.1650000,0.1650000,35488.5025962
0.1700000,0.1700000,0.1700000,30773.0804212
0.1750000,0.1750000,0.1750000,26763.9330592
0.1800000,0.1800000,0.1800000,23317.1769832
0.1850000,0.1850000,0.1850000,20326.8872164
0.1900000,0.1900000,0.1900000,17714.5106560
0.1950000,0.1950000,0.1950000,15421.1338448
0.2000000,0.2000000,0.2000000,13401.8323500
0.2050000,0.2050000,0.2050000,10848.3922714
0.2100000,0.2100000,0.2100000,8622.1687959
0.2150000,0.2150000,0.2150000,6832.6957467
0.2200000,0.2200000,0.2200000,5402.3702835
0.2250000,0.2250000,0.2250000,4264.3045262
0.2300000,0.2300000,0.2300000,3361.9496130
0.2350000,0.2350000,0.2350000,2648.2962632
0.2400000,0.2400000,0.2400000,2084.8203536
0.2450000,0.2450000,0.2450000,1652.5684738
0.2500000,0.2500000,0.2500000,1302.0268371
0.2550000,0.2550000,0.2550000,1025.5203340
0.2600000,0.2600000,0.2600000,807.2833260
0.2650000,0.2650000,0.2650000,634.8905667
0.2700000,0.2700000,0.2700000,498.5773350
0.2750000,0.2750000,0.2750000,390.6827366
0.2800000,0.2800000,0.2800000,305.2007360
0.2850000,0.2850000,0.2850000,237.4222426
0.2900000,0.2900000,0.2900000,183.6522641
0.2950000,0.2950000,0.2950000,140.9878079
0.3000000,0.3000000,0.3000000,107.1442699
0.3050000,0.3050000,0.3050000,80.3201267
0.3100000,0.3100000,0.3100000,59.0916599
