# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,5620887.0619897
0.0050000,0.0050000,0.0050000,3837525.8293197
0.0100000,0.0100000,0.0100000,2615187.1483022
0.0150000,0.0150000,0.0150000,1784080.8779520
0.0200000,0.0200000,0.0200000,1222017.1702056
0.0250000,0.0250000,0.0250000,843131.6145006
0.0300000,0.0300000,0.0300000,588112.3374217
0.0350000,0.0350000,0.0350000,416481.0327719
0.0400000,0.0400000,0.0400000,300838.1680122
0.0450000,0.0450000,0.0450000,222734.7237160
0.0500000,0.0500000,0.0500000,169788.4790690
0.0550000,0.0550000,0.0550000,133706.5311671
0.0600000,0.0600000,0.0600000,108946.1042715
0.0650000,0.0650000,0.0650000,91814.5763633
0.0700000,0.0700000,0.0700000,79866.7009797
0.0750000,0.0750000,0.0750000,71500.4283537
0.0800000,0.0800000,0.0800000,65684.1628491
0.0850000,0.0850000,0.0850000,60366.0826333
0.0900000,0.0900000,0.0900000,51353.1313927
0.0950000,0.0950000,0.0950000,43140.2335792
0.1000000,0.1000000,0.1000000,34970.9546791
0.1050000,0.1050000,0.1050000,28649.8342195
0.1100000,0.1100000,0.1100000,23707.8224168
0.1150000,0.1150000,0.1150000,19800.8099072
0.1200000,0.1200000,0.1200000,16675.5757689
0.1250000,0.1250000,0.1250000,14145.0654928
0.1300000,0.1300000,0.1300000,12070.5637421
0.1350000,0.1350000,0.1350000,10348.8655849
0.1400000,0.1400000,0.1400000,8838.9370215
0.1450000,0.1450000,0.1450000,7317.6154502
0.1500000,0.1500000,0.1500000,6079.1695616
0.1550000,0.1550000,0.1550000,5063.0670068
0.1600000,0.1600000,0.1600000,4223.7325627
0.1650000,0.1650000,0.1650000,3526.5481152
0.1700000,0.1700000,0.1700000,2944.9330468
0.1750000,0.1750000,0.1750000,2458.2198275
0.1800000,0.1800000,0.1800000,2050.1135785
0.1850000,0.1850000,0.1850000,1719.9746845
0.1900000,0.1900000,0.1900000,1432.4339361
0.1950000,0.1950000,0.1950000,1191.1895961
0.2000000,0.2000000,0.2000000,989.0084925
0.2050000,0.2050000,0.2050000,819.8200036
0.2100000,0.2100000,0.2100000,678.4947328
0.2150000,0.2150000,0.2150000,560.6792651
0.2200000,0.2200000,0.2200000,462.6698723
0.2250000,0.2250000,0.2250000,381.3133091
0.2300000,0.2300000,0.2300000,313.9266316
0.2350000,0.2350000,0.2350000,258.2300954
0.2400000,0.2400000,0.2400000,212.2840306
0.2450000,0.2450000,0.2450000,174.4169670
0.2500000,0.2500000,0.2500000,143.1782211
0.2550000,0.2550000,0.2550000,117.3795956
0.2600000,0.2600000,0.2600000,96.1250336
0.2650000,0.2650000,0.2650000,78.7117958
0.2700000,0.2700000,0.2700000,64.5269306
0.2750000,0.2750000,0.2750000,53.0207869
0.2800000,0.2800000,0.2800000,43.7123388
0.2850000,0.2850000,0.2850000,36.1917821
0.2900000,0.2900000,0.2900000,30.1160577
0.2950000,0.2950000,0.2950000,25.2009296
0.3000000,0.3000000,0.3000000,21.2135145
0.3050000,0.3050000,0.3050000,17.9666254
0.3100000,0.3100000,0.3100000,15.3125239
0.3150000,0.3150000,0.3150000,13.1321317
0.3200000,0.3200000,0.3200000,11.3182539
0.3250000,0.3250000,0.3250000,9.7632866
0.3300000,0.3300000,0.3300000,8.3720467
0.3350000,0.3350000,0.3350000,7.0934934
0.3400000,0.3400000,0.3400000,5.9279906
0.3450000,0.3450000,0.3450000,4.8974516
0.3500000,0.3500000,0.3500000,4.0148795
0.3550000,0.3550000,0.3550000,3.2753228
0.3600000,0.3600000,0.3600000,2.6607312
0.3650000,0.3650000,0.3650000,2.1477797
0.3700000,0.3700000,0.3700000,1.7136615
0.3750000,0.3750000,0.3750000,1.3384235
0.3800000,0.3800000,0.3800000,1.0053459
0.3850000,0.3850000,0.3850000,0.7021358
0.3900000,0.3900000,0.3900000,0.4225716
0.3950000,0.3950000,0.3950000,0.1658537
0.4000000,0.4000000,0.4000000,-0.0663457
0.4050000,0.4050000,0.4050000,-0.2724679
0.4100000,0.4100000,0.4100000,-0.4519804
0.4150000,0.4150000,0.4150000,-0.6054280
0.4200000,0.4200000,0.4200000,-0.7343701
0.4250000,0.4250000,0.4250000,-0.8411081
0.4300000,0.4300000,0.4300000,-0.9281933
0.4350000,0.4350000,0.4350000,-0.9980011
0.4400000,0.4400000,0.4400000,-1.0525299
0.4450000,0.4450000,0.4450000,-1.0934178
0.4500000,0.4500000,0.4500000,-1.1220875
0.4550000,0.4550000,0.4550000,-1.1399124
0.4600000,0.4600000,0.4600000,-1.1483163
0.4650000,0.4650000,0.4650000,-1.1487534
0.4700000,0.4700000,0.4700000,-1.1426010
0.4750000,0.4750000,0.4750000,-1.1310603
0.4800000,0.4800000,0.4800000,-1.1151332
0.4850000,0.4850000,0.4850000,-1.0956510
0.4900000,0.4900000,0.4900000,-1.0732696
0.4950000,0.4950000,0.4950000,-1.0484250
0.5000000,0.5000000,0.5000000,-1.0213382
0.5050000,0.5050000,0.5050000,-0.9921151
0.5100000,0.5100000,0.5100000,-0.9608807
0.5150000,0.5150000,0.5150000,-0.9278643
0.5200000,0.5200000,0.5200000,-0.8934137
0.5250000,0.5250000,0.5250000,-0.8579578
0.5300000,0.5300000,0.5300000,-0.8219539
0.5350000,0.5350000,0.5350000,-0.7858411
0.5400000,0.5400000,0.5400000,-0.7500089
0.5450000,0.5450000,0.5450000,-0.7147830
0.5500000,0.5500000,0.5500000,-0.6804209
0.5550000,0.5550000,0.5550000,-0.6471162
0.5600000,0.5600000,0.5600000,-0.6150065
0.5650000,0.5650000,0.5650000,-0.5841816
0.5700000,0.5700000,0.5700000,-0.5546932
0.5750000,0.5750000,0.5750000,-0.5265628
0.5800000,0.5800000,0.5800000,-0.4997884
0.5850000,0.5850000,0.5850000,-0.4743508
0.5900000,0.5900000,0.5900000,-0.4502177
0.5950000,0.5950000,0.5950000,-0.4273481
0.6000000,0.6000000,0.6000000,-0.4056946
0.6050000,0.6050000,0.6050000,-0.3852063
