# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,46646154166.7131653
0.0050000,0.0050000,0.0050000,16050967949.7216339
0.0100000,0.0100000,0.0100000,6028462877.3915739
0.0150000,0.0150000,0.0150000,2448409160.9325676
0.0200000,0.0200000,0.0200000,1075072574.1781659
0.0250000,0.0250000,0.0250000,519319333.7579504
0.0300000,0.0300000,0.0300000,267926786.0430868
0.0350000,0.0350000,0.0350000,143748784.5985408
0.0400000,0.0400000,0.0400000,80861364.9758005
0.0450000,0.0450000,0.0450000,48948940.8942980
0.0500000,0.0500000,0.0500000,30906002.4983897
0.0550000,0.0550000,0.0550000,18798625.0831973
0.0600000,0.0600000,0.0600000,11929611.3197778
0.0650000,0.0650000,0.0650000,7902844.4446294
0.0700000,0.0700000,0.0700000,5478074.6818882
0.0750000,0.0750000,0.0750000,3876451.2861770
0.0800000,0.0800000,0.0800000,2600708.4854306
0.0850000,0.0850000,0.0850000,1817678.6940088
0.0900000,0.0900000,0.0900000,1332812.8724137
0.0950000,0.0950000,0.0950000,1032043.6073773
0.1000000,0.1000000,0.1000000,814658.3779014
0.1050000,0.1050000,0.1050000,573887.6989621
0.1100000,0.1100000,0.1100000,415790.2193135
0.1150000,0.1150000,0.1150000,310396.9727029
0.1200000,0.1200000,0.1200000,239060.6368354
0.1250000,0.1250000,0.1250000,190020.8121897
0.1300000,0.1300000,0.1300000,155762.2244396
0.1350000,0.1350000,0.1350000,123757.8951722
0.1400000,0.1400000,0.1400000,90700.3242362
0.1450000,0.1450000,0.1450000,67499.5998920
0.1500000,0.1500000,0.1500000,51005.3484294
0.1550000,0.1550000,0.1550000,39124.0423115
0.1600000,0.1600000,0.1600000,30449.5312549
0.1650000,0.1650000,0.1650000,24027.7217621
0.1700000,0.1700000,0.1700000,19205.0323687
0.1750000,0.1750000,0.1750000,15529.7221845
0.1800000,0.1800000,0.1800000,12686.9407202
0.1850000,0.1850000,0.1850000,10455.5115522
0.1900000,0.1900000,0.1900000,8635.1472371
0.1950000,0.1950000,0.1950000,6653.6363128
0.2000000,0.2000000,0.2000000,5156.6566051
0.2050000,0.2050000,0.2050000,4017.2177241
0.2100000,0.2100000,0.2100000,3143.8051616
0.2150000,0.2150000,0.2150000,2461.9106268
0.2200000,0.2200000,0.2200000,1929.7607481
0.2250000,0.2250000,0.2250000,1531.5405923
0.2300000,0.2300000,0.2300000,1208.7518152
0.2350000,0.2350000,0.2350000,955.6826417
0.2400000,0.2400000,0.2400000,756.5153332
0.2450000,0.2450000,0.2450000,599.2400913
0.2500000,0.2500000,0.2500000,474.6820898
0.2550000,0.2550000,0.2550000,375.7911248
0.2600000,0.2600000,0.2600000,297.1194113
0.2650000,0.2650000,0.2650000,234.4350564
0.2700000,0.2700000,0.2700000,184.4339632
0.2750000,0.2750000,0.2750000,144.5232072
0.2800000,0.2800000,0.2800000,112.6561498
0.2850000,0.2850000,0.2850000,87.2069721
0.2900000,0.2900000,0.2900000,66.8793082
0.2950000,0.2950000,0.2950000,50.6428766
