# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,64880938.1266129,2617553104.5635471,1686379934.6117332,10437129682.7388000,167377839.1710723,7351709721.4194899,2617553010.6326394,2617553198.4944549,3085673167.7692442,1951551065.0035362,53929097742.5147705,2617553104.5635471,1686379934.6117332,10437129682.7388000,167377839.1710723,7351709721.4194899,2617553010.6326394,2617553198.4944549,3085673167.7692442,1951551065.0035362,53929097742.5147705
0.0025000,0.0025000,0.0025000,inf,nan,42112867.9573599,1583183008.4242363,1019976544.4072634,6312743494.1314163,101233420.0823169,4446572076.9774475,1583182917.9631882,1583183098.8852844,1866317562.0948536,1180362866.6784937,32618209912.2083893,1583183008.4242363,1019976544.4072634,6312743494.1314163,101233420.0823169,4446572076.9774475,1583182917.9631882,1583183098.8852844,1866317562.0948536,1180362866.6784937,32618209912.2083893
0.0050000,0.0050000,0.0050000,inf,nan,32149135.4579686,976906660.9426051,629377266.8112088,3895308928.9965143,62464577.3422794,2743778198.3419447,976906573.6751103,976906748.2100999,1151615478.5284750,728345580.1709428,20127218751.0849915,976906660.9426051,629377266.8112088,3895308928.9965143,62464577.3422794,2743778198.3419447,976906573.6751103,976906748.2100999,1151615478.5284750,728345580.1709428,20127218751.0849915
0.0075000,0.0075000,0.0075000,inf,nan,28356946.4857846,614080105.2427126,395623106.9807433,2448590323.4598360,39263662.2502756,1724737864.5451846,614080020.9283085,614080189.5571167,723901456.0219598,457835480.5083212,12651960789.1280689,614080105.2427126,395623106.9807433,2448590323.4598360,39263662.2502756,1724737864.5451846,614080020.9283085,614080189.5571167,723901456.0219598,457835480.5083212,12651960789.1280689
0.0100000,0.0100000,0.0100000,inf,nan,16503783.7799313,392723907.6963332,253012664.7999369,1565962169.3262479,25109301.6400516,1103031908.5955062,392723826.1252568,392723989.2674096,462958181.1376927,292800462.7607825,8091383441.2242508,392723907.6963332,253012664.7999369,1565962169.3262479,25109301.6400516,1103031908.5955062,392723826.1252568,392723989.2674096,462958181.1376927,292800462.7607825,8091383441.2242508
0.0125000,0.0125000,0.0125000,inf,nan,9960043.7301855,255240728.1711922,164438220.8775195,1017764772.9600359,16318284.4158291,716892477.0018879,255240649.1600960,255240807.1822884,300887674.3958380,190298074.1923952,5258824629.6653872,255240728.1711922,164438220.8775195,1017764772.9600359,16318284.4158291,716892477.0018879,255240649.1600960,255240807.1822884,300887674.3958380,190298074.1923952,5258824629.6653872
0.0150000,0.0150000,0.0150000,inf,nan,6205315.9854195,168417641.6076813,108501994.7315629,671567067.5249045,10766737.4976632,473037687.8219727,168417564.9960378,168417718.2193248,198537250.9851912,125565982.7003425,3470007050.4056005,168417641.6076813,108501994.7315629,671567067.5249045,10766737.4976632,473037687.8219727,168417564.9960378,168417718.2193248,198537250.9851912,125565982.7003425,3470007050.4056005
0.0175000,0.0175000,0.0175000,inf,nan,3978455.1469921,112729203.1529884,72624518.8164992,449514472.5420419,7206073.1206029,316628283.5085444,112729128.8000510,112729277.5059257,132889558.8734137,84046736.6590054,2322652597.0012922,112729203.1529884,72624518.8164992,449514472.5420419,7206073.1206029,316628283.5085444,112729128.8000510,112729277.5059257,132889558.8734137,84046736.6590054,2322652597.0012922
0.0200000,0.0200000,0.0200000,inf,nan,2620051.8326449,76487945.3329715,49276028.4835485,305005024.0730847,4888923.0739012,214838746.0621133,76487873.1151874,76488017.5507557,90166957.8967739,57026591.3284621,1575966852.9369767,76487945.3329715,49276028.4835485,305005024.0730847,4888923.0739012,214838746.0621133,76487873.1151874,76488017.5507557,90166957.8967739,57026591.3284621,1575966852.9369767
0.0225000,0.0225000,0.0225000,inf,nan,1771966.5213881,52579170.8120157,33872814.9376814,209669925.4898467,3360334.9423887,147686647.8749790,52579100.6208077,52579241.0032237,61982366.7666315,39201090.7500963,1083367000.8585272,52579170.8120157,33872814.9376814,209669925.4898467,3360334.9423887,147686647.8749790,52579100.6208077,52579241.0032237,61982366.7666315,39201090.7500963,1083367000.8585272
