# r[nm],d[nm],daligned[nm],Ucarbring(d)[kj/mol],UMincarbring(d)[kj/mol]
0.0000000,0.0000000,0.0000000,15662190.2395334,15662190.2395334
0.0050000,0.0050000,0.0050000,11834662.3171044,11834662.3171044
0.0100000,0.0100000,0.0100000,9078149.6991563,9078149.6991563
0.0150000,0.0150000,0.0150000,6902703.8673463,6902703.8673463
0.0200000,0.0200000,0.0200000,5251143.1073477,5251143.1073477
0.0250000,0.0250000,0.0250000,4001405.5077193,4001405.5077193
0.0300000,0.0300000,0.0300000,3058872.1970177,3058872.1970177
0.0350000,0.0350000,0.0350000,2350608.7788731,2350608.7788731
0.0400000,0.0400000,0.0400000,1820550.8845444,1820550.8845444
0.0450000,0.0450000,0.0450000,1425709.2722094,1425709.2722094
0.0500000,0.0500000,0.0500000,1133262.0783550,1133262.0783550
0.0550000,0.0550000,0.0550000,918345.4706102,918345.4706102
0.0600000,0.0600000,0.0600000,762370.5202909,762370.5202909
0.0650000,0.0650000,0.0650000,651734.7127876,651734.7127876
0.0700000,0.0700000,0.0700000,576836.5978784,576836.5978784
0.0750000,0.0750000,0.0750000,531332.7548501,531332.7548501
0.0800000,0.0800000,0.0800000,511289.7869175,511289.7869175
0.0850000,0.0850000,0.0850000,515323.7153793,515323.7153793
0.0900000,0.0900000,0.0900000,544421.8741253,544421.8741253
0.0950000,0.0950000,0.0950000,601444.9078822,601444.9078822
0.1000000,0.1000000,0.1000000,691300.4884570,691300.4884570
0.1050000,0.1050000,0.1050000,821025.1902568,821025.1902568
0.1100000,0.1100000,0.1100000,999894.4162334,999894.4162334
0.1150000,0.1150000,0.1150000,1229086.3063980,1229086.3063980
0.1200000,0.1200000,0.1200000,1408387.8076635,1408387.8076635
0.1250000,0.1250000,0.1250000,1012898.9974247,1012898.9974247
0.1300000,0.1300000,0.1300000,691253.8367089,691253.8367089
0.1350000,0.1350000,0.1350000,478533.5151446,478533.5151446
0.1400000,0.1400000,0.1400000,335522.6286263,335522.6286263
0.1450000,0.1450000,0.1450000,237952.5166432,237952.5166432
0.1500000,0.1500000,0.1500000,170501.3106804,170501.3106804
0.1550000,0.1550000,0.1550000,123315.7581759,123315.7581759
0.1600000,0.1600000,0.1600000,89951.8192684,89951.8192684
0.1650000,0.1650000,0.1650000,66130.1957796,66130.1957796
0.1700000,0.1700000,0.1700000,48969.5848923,48969.5848923
0.1750000,0.1750000,0.1750000,36505.5814501,36505.5814501
0.1800000,0.1800000,0.1800000,27383.6567712,27383.6567712
0.1850000,0.1850000,0.1850000,20660.1496095,20660.1496095
0.1900000,0.1900000,0.1900000,15671.4180962,15671.4180962
0.1950000,0.1950000,0.1950000,11946.6832731,11946.6832731
0.2000000,0.2000000,0.2000000,9149.2854827,9149.2854827
0.2050000,0.2050000,0.2050000,7036.6628867,7036.6628867
0.2100000,0.2100000,0.2100000,5432.8158196,5432.8158196
0.2150000,0.2150000,0.2150000,4209.1898180,4209.1898180
0.2200000,0.2200000,0.2200000,3271.2922094,3271.2922094
0.2250000,0.2250000,0.2250000,2549.2496565,2549.2496565
0.2300000,0.2300000,0.2300000,1991.0976035,1991.0976035
0.2350000,0.2350000,0.2350000,1586.8477102,1557.9784836
0.2400000,0.2400000,0.2400000,1249.5454500,1220.6834169
0.2450000,0.2450000,0.2450000,985.9879081,957.1460976
0.2500000,0.2500000,0.2500000,779.3319686,750.6159708
0.2550000,0.2550000,0.2550000,616.4337217,588.3190335
0.2600000,0.2600000,0.2600000,487.4269930,460.4707642
0.2650000,0.2650000,0.2650000,385.3559821,358.8682934
0.2700000,0.2700000,0.2700000,304.7144303,278.2397446
0.2750000,0.2750000,0.2750000,240.9528530,214.6745255
0.2800000,0.2800000,0.2800000,190.4174898,164.4804482
0.2850000,0.2850000,0.2850000,150.2316488,124.8011101
0.2900000,0.2900000,0.2900000,118.1704144,93.3555362
0.2950000,0.2950000,0.2950000,92.5291422,68.5014198
0.3000000,0.3000000,0.3000000,71.9915116,48.8704736
0.3050000,0.3050000,0.3050000,55.5330436,33.3874495
0.3100000,0.3100000,0.3100000,42.3597571,21.2047448
0.3150000,0.3150000,0.3150000,31.8555790,11.6520715
0.3200000,0.3200000,0.3200000,23.5323818,4.1978081
0.3250000,0.3250000,0.3250000,16.9924043,-1.5808176
0.3300000,0.3300000,0.3300000,11.9059036,-6.0208344
0.3350000,0.3350000,0.3350000,7.9986041,-9.3915079
0.3400000,0.3400000,0.3400000,5.0432861,-11.9083855
0.3450000,0.3450000,0.3450000,2.8524585,-13.7443097
0.3500000,0.3500000,0.3500000,1.2703486,-15.0689444
0.3550000,0.3550000,0.3550000,0.1623206,-15.9845884
0.3600000,0.3600000,0.3600000,-0.5987011,-16.5576766
0.3650000,0.3650000,0.3650000,-1.1418897,-16.8757759
0.3700000,0.3700000,0.3700000,-1.5882216,-16.9701709
0.3750000,0.3750000,0.3750000,-2.0162467,-16.8899342
0.3800000,0.3800000,0.3800000,-2.4390089,-16.6747062
0.3850000,0.3850000,0.3850000,-2.8261331,-16.3564834
0.3900000,0.3900000,0.3900000,-3.1459522,-15.9610609
0.3950000,0.3950000,0.3950000,-3.3877153,-15.5091979
0.4000000,0.4000000,0.4000000,-3.5600089,-15.1582893
0.4050000,0.4050000,0.4050000,-3.6803482,-15.0067081
0.4100000,0.4100000,0.4100000,-3.7668829,-14.7696736
0.4150000,0.4150000,0.4150000,-3.8349176,-14.4688019
0.4200000,0.4200000,0.4200000,-3.8960976,-14.1365760
0.4250000,0.4250000,0.4250000,-3.9579846,-13.9794515
0.4300000,0.4300000,0.4300000,-4.0236572,-13.7541478
0.4350000,0.4350000,0.4350000,-4.0919483,-13.4634806
0.4400000,0.4400000,0.4400000,-4.1586510,-13.2067324
0.4450000,0.4450000,0.4450000,-4.2183986,-13.3048998
0.4500000,0.4500000,0.4500000,-4.2665629,-13.2714246
0.4550000,0.4550000,0.4550000,-4.3005926,-13.1344695
0.4600000,0.4600000,0.4600000,-4.3205403,-12.9293326
0.4650000,0.4650000,0.4650000,-4.3287951,-12.6635422
0.4700000,0.4700000,0.4700000,-4.3292707,-12.3484963
0.4750000,0.4750000,0.4750000,-4.3264543,-11.9971706
0.4800000,0.4800000,0.4800000,-4.3244535,-11.6202691
0.4850000,0.4850000,0.4850000,-4.3259104,-11.2274184
0.4900000,0.4900000,0.4900000,-4.3310560,-10.8240896
0.4950000,0.4950000,0.4950000,-4.3376799,-10.4158572
0.5000000,0.5000000,0.5000000,-4.3423068,-10.0071799
0.5050000,0.5050000,0.5050000,-4.3418285,-9.6637773
