# r[nm],d[nm],daligned[nm],Ucarbring(d)[kj/mol]
0.0000000,0.0000000,0.0000000,2605033.6118723
0.0050000,0.0050000,0.0050000,1950222.1141047
0.0100000,0.0100000,0.0100000,1539032.0151899
0.0150000,0.0150000,0.0150000,1288313.7170606
0.0200000,0.0200000,0.0200000,1151487.1533924
0.0250000,0.0250000,0.0250000,1066056.9162669
0.0300000,0.0300000,0.0300000,1011608.6608088
0.0350000,0.0350000,0.0350000,968558.5851734
0.0400000,0.0400000,0.0400000,869110.9655901
0.0450000,0.0450000,0.0450000,784809.9283600
0.0500000,0.0500000,0.0500000,713735.3041718
0.0550000,0.0550000,0.0550000,654318.1658029
0.0600000,0.0600000,0.0600000,605139.3574858
0.0650000,0.0650000,0.0650000,560110.6055432
0.0700000,0.0700000,0.0700000,499272.8553512
0.0750000,0.0750000,0.0750000,444424.2163219
0.0800000,0.0800000,0.0800000,395245.5079357
0.0850000,0.0850000,0.0850000,345227.8620346
0.0900000,0.0900000,0.0900000,299856.0224977
0.0950000,0.0950000,0.0950000,261622.5687991
0.1000000,0.1000000,0.1000000,229575.2553457
0.1050000,0.1050000,0.1050000,202761.0144632
0.1100000,0.1100000,0.1100000,180269.3074762
0.1150000,0.1150000,0.1150000,161265.1311909
0.1200000,0.1200000,0.1200000,145012.1389165
0.1250000,0.1250000,0.1250000,130886.5016875
0.1300000,0.1300000,0.1300000,118382.1937104
0.1350000,0.1350000,0.1350000,107108.5404087
0.1400000,0.1400000,0.1400000,96781.1694690
0.1450000,0.1450000,0.1450000,86821.0430336
0.1500000,0.1500000,0.1500000,76164.4218644
0.1550000,0.1550000,0.1550000,66485.4109539
0.1600000,0.1600000,0.1600000,57724.2825202
0.1650000,0.1650000,0.1650000,49835.4314223
0.1700000,0.1700000,0.1700000,42778.6133974
0.1750000,0.1750000,0.1750000,36513.0022453
0.1800000,0.1800000,0.1800000,30993.8558099
0.1850000,0.1850000,0.1850000,26171.3291079
0.1900000,0.1900000,0.1900000,21990.8513102
0.1950000,0.1950000,0.1950000,18394.4763703
0.2000000,0.2000000,0.2000000,15322.6922999
0.2050000,0.2050000,0.2050000,12716.2937637
0.2100000,0.2100000,0.2100000,10518.0537201
0.2150000,0.2150000,0.2150000,8674.0488059
0.2200000,0.2200000,0.2200000,7134.5872214
0.2250000,0.2250000,0.2250000,5854.7531315
0.2300000,0.2300000,0.2300000,4794.6202422
0.2350000,0.2350000,0.2350000,3919.2046025
0.2400000,0.2400000,0.2400000,3198.2291283
0.2450000,0.2450000,0.2450000,2605.7656389
0.2500000,0.2500000,0.2500000,2119.8089464
0.2550000,0.2550000,0.2550000,1737.0823252
0.2600000,0.2600000,0.2600000,1411.5602684
0.2650000,0.2650000,0.2650000,1145.5888167
0.2700000,0.2700000,0.2700000,928.4316499
0.2750000,0.2750000,0.2750000,748.0863541
0.2800000,0.2800000,0.2800000,596.1653191
0.2850000,0.2850000,0.2850000,473.6645496
0.2900000,0.2900000,0.2900000,375.3820429
0.2950000,0.2950000,0.2950000,296.5906633
