# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,7251917.2123011,86392895.0528093,56261588.3515131,335955732.4964687,5942827.3613257,237012716.5958312,86393040.3022971,86392749.8033214,101843296.9652425,64411356.5662161,1739242735.6876078,86392895.0528093,56261588.3515131,335955732.4964687,5942827.3613257,237012716.5958312,86393040.3022971,86392749.8033214,101843296.9652425,64411356.5662161,1739242735.6876078
0.0025000,0.0025000,0.0025000,inf,nan,5837063.2187138,58431893.9530623,38051825.6719055,227235657.3880503,4018807.2098477,160311537.6971339,58432037.1038740,58431750.8022506,68881783.9067169,43564665.2881514,1176394541.2533953,58431893.9530623,38051825.6719055,227235657.3880503,4018807.2098477,160311537.6971339,58432037.1038740,58431750.8022506,68881783.9067169,43564665.2881514,1176394541.2533953
0.0050000,0.0050000,0.0050000,inf,nan,5439664.0862724,40028979.9602558,26066918.6257734,155678693.3099429,2752565.4533062,109828709.0052747,40029121.0519156,40028838.8685960,47187714.8093732,29844131.2752155,805941810.1881372,40028979.9602558,26066918.6257734,155678693.3099429,2752565.4533062,109828709.0052747,40029121.0519156,40028838.8685960,47187714.8093732,29844131.2752155,805941810.1881372
0.0075000,0.0075000,0.0075000,inf,nan,5950070.0811356,27757788.9679487,18075381.3669159,107962835.0393710,1908291.8402251,76165629.8470342,27757928.0321191,27757649.9037783,32721958.7123838,20695183.8066247,558915732.4534612,27757788.9679487,18075381.3669159,107962835.0393710,1908291.8402251,76165629.8470342,27757928.0321191,27757649.9037783,32721958.7123838,20695183.8066247,558915732.4534612
0.0100000,0.0100000,0.0100000,inf,nan,7486416.5238352,19474028.9416395,12680703.7583683,75750870.6508208,1338413.0505021,53440444.0986592,19474166.0036000,19473891.8796791,22956740.9611727,14519117.8183578,392154073.2958573,19474028.9416395,12680703.7583683,75750870.6508208,1338413.0505021,53440444.0986592,19474166.0036000,19473891.8796791,22956740.9611727,14519117.8183578,392154073.2958573
0.0125000,0.0125000,0.0125000,inf,nan,10434349.1833457,13816629.2077889,8996464.3675427,53750814.3618375,949259.5809636,37919686.0510436,13816764.2877092,13816494.1278685,16287578.6325640,10301169.2095986,278259916.6610564,13816629.2077889,8996464.3675427,53750814.3618375,949259.5809636,37919686.0510436,13816764.2877092,13816494.1278685,16287578.6325640,10301169.2095986,278259916.6610564
0.0150000,0.0150000,0.0150000,inf,nan,15586012.9927318,9910077.8430458,6452471.5060457,38558572.4681857,680579.3817312,27201787.5052853,9910210.9570859,9909944.7290058,11682384.2990914,7388588.5773037,199610076.8296045,9910077.8430458,6452471.5060457,38558572.4681857,680579.3817312,27201787.5052853,9910210.9570859,9909944.7290058,11682384.2990914,7388588.5773037,199610076.8296045
0.0175000,0.0175000,0.0175000,inf,nan,24446916.6220752,7184084.3294370,4677314.8312195,27956778.1538318,493126.3643197,19722409.5444136,7184215.4906967,7183953.1681773,8468877.3693596,5356188.3423663,144725123.9603471,7184084.3294370,4677314.8312195,27956778.1538318,493126.3643197,19722409.5444136,7184215.4906967,7183953.1681773,8468877.3693596,5356188.3423663,144725123.9603471
0.0200000,0.0200000,0.0200000,inf,nan,33041363.5981324,5262744.5334767,3426181.7922015,20483856.3562024,361032.3649059,14450420.1443220,5262873.7528183,5262615.3141352,6203927.4647233,3923708.2453999,106038406.9644744,5262744.5334767,3426181.7922015,20483856.3562024,361032.3649059,14450420.1443220,5262873.7528183,5262615.3141352,6203927.4647233,3923708.2453999,106038406.9644744
0.0225000,0.0225000,0.0225000,inf,nan,42360233.7251781,3895492.5509017,2535888.6383366,15165559.0680594,267055.0505709,10698493.7944337,3895619.8376598,3895365.2641436,4592157.7746048,2904335.5885203,78506195.6269230,3895492.5509017,2535888.6383366,15165559.0680594,267055.0505709,10698493.7944337,3895619.8376598,3895365.2641436,4592157.7746048,2904335.5885203,78506195.6269230
