# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,485160.7368512,384561863.0570869,246577890.3175759,1551575108.2355094,23891075.0314324,1092060838.0357368,384561559.1796219,384562166.9345518,453336446.2076363,286715143.2765065,8009525087.2138023,384561863.0570869,246577890.3175759,1551575108.2355094,23891075.0314324,1092060838.0357368,384561559.1796219,384562166.9345518,453336446.2076363,286715143.2765065,8009525087.2138023
0.0025000,0.0025000,0.0025000,inf,nan,493798.2128210,370286517.6545054,237992574.2252051,1485740498.8077538,23314613.3436286,1046084630.8338940,370286226.8415546,370286808.4674562,436508115.1252269,276071972.1885425,7672917829.2062130,370286517.6545054,237992574.2252051,1485740498.8077538,23314613.3436286,1046084630.8338940,370286226.8415546,370286808.4674562,436508115.1252269,276071972.1885425,7672917829.2062130
0.0050000,0.0050000,0.0050000,inf,nan,558250.6733710,359913777.7881685,231076862.9324589,1440343381.1481383,22424395.2052033,1014327859.7122416,359913491.6149957,359914063.9613413,424280326.8805476,268338439.8686587,7440327001.5368519,359913777.7881685,231076862.9324589,1440343381.1481383,22424395.2052033,1014327859.7122416,359913491.6149957,359914063.9613413,424280326.8805476,268338439.8686587,7440327001.5368519
0.0075000,0.0075000,0.0075000,inf,nan,688722.4084213,341323900.9702773,218983202.1025763,1375250068.3830168,21263896.6230474,968038304.8904568,341323614.3240244,341324187.6165302,402365858.7503328,254478513.2681287,7100039867.1791658,341323900.9702773,218983202.1025763,1375250068.3830168,21263896.6230474,968038304.8904568,341323614.3240244,341324187.6165302,402365858.7503328,254478513.2681287,7100039867.1791658
0.0100000,0.0100000,0.0100000,inf,nan,907070.1958940,318996598.0158106,204695395.0902360,1284668424.3491380,19886822.1603706,904305144.3957827,318996318.5183038,318996877.5133175,376045567.6681237,237832099.5684489,6632636542.2882948,318996598.0158106,204695395.0902360,1284668424.3491380,19886822.1603706,904305144.3957827,318996318.5183038,318996877.5133175,376045567.6681237,237832099.5684489,6632636542.2882948
0.0125000,0.0125000,0.0125000,inf,nan,1251989.6220270,294209789.0327287,188756989.6637686,1184298780.6612687,18352546.2168749,833678396.7138578,294209516.8574210,294210061.2080364,346825915.4439253,219351968.8751545,6114666156.5573111,294209789.0327287,188756989.6637686,1184298780.6612687,18352546.2168749,833678396.7138578,294209516.8574210,294210061.2080364,346825915.4439253,219351968.8751545,6114666156.5573111
0.0150000,0.0150000,0.0150000,inf,nan,1788759.4112309,267812239.2145033,171844575.6837883,1078041309.4945865,16721531.1589024,758902713.8277156,267811975.3794405,267812503.0495662,315707459.4221777,199670929.2158535,5566258130.4836226,267812239.2145033,171844575.6837883,1078041309.4945865,16721531.1589024,758902713.8277156,267811975.3794405,267812503.0495662,315707459.4221777,199670929.2158535,5566258130.4836226
0.0175000,0.0175000,0.0175000,inf,nan,2626878.4499175,240830102.6558194,154552886.9571875,969575910.4340140,15051235.9453822,682568082.8945019,240829847.7093541,240830357.6022848,283899869.8672375,179554043.2411751,5006408138.4055662,240830102.6558194,154552886.9571875,969575910.4340140,15051235.9453822,682568082.8945019,240829847.7093541,240830357.6022848,283899869.8672375,179554043.2411751,5006408138.4055662
0.0200000,0.0200000,0.0200000,inf,nan,3952100.4799890,214087452.4100468,137410353.4457133,861744041.4320073,13392886.3904630,606618722.5510657,214087206.8415258,214087697.9785679,252374596.0706711,159615709.4296604,4449283523.1620369,214087452.4100468,137410353.4457133,861744041.4320073,13392886.3904630,606618722.5510657,214087206.8415258,214087697.9785679,252374596.0706711,159615709.4296604,4449283523.1620369
0.0225000,0.0225000,0.0225000,inf,nan,6085712.0850902,188270022.0603001,120856985.0230973,757570927.6378208,11789301.5603820,533297874.5331143,188269786.2980938,188270257.8225063,221940007.3885637,140367185.4524920,3911525501.8875012,188270022.0603001,120856985.0230973,757570927.6378208,11789301.5603820,533297874.5331143,188269786.2980938,188270257.8225063,221940007.3885637,140367185.4524920,3911525501.8875012
