# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,32354114.4893159,39807796914.8961563,25503780841.1881523,160800578785.9243164,2450509325.3375597,113172843378.0121307,39807796661.9073029,39807797167.8850098,46926975653.0054321,29679225353.3529091,830037119839.3992920
0.0025000,0.0025000,0.0025000,inf,nan,20484609.9411731,20949037291.2447472,13421474071.8010368,84622137952.0211334,1289582251.5332937,59557792077.1807709,20949037044.6361809,20949037537.8533134,24695538037.9836273,15618829648.6708145,436811306750.8577271
0.0050000,0.0050000,0.0050000,inf,nan,14105124.5735973,11394775375.9533176,7300314044.4715843,46028444968.8760529,701433397.0889273,32395214983.5809860,11394775134.9569244,11394775616.9497108,13432603361.1453915,8495524305.3705540,237594367913.9629517
0.0075000,0.0075000,0.0075000,inf,nan,11013457.2929325,6389612932.5536060,4093641684.6575909,25810469025.5664291,393323149.1535054,18165628006.2253342,6389612696.4989262,6389613168.6082859,7532323659.0837078,4763859767.2556286,133231121150.3095856
0.0100000,0.0100000,0.0100000,inf,nan,10205400.8270516,3688837609.9140644,2363328777.5754905,14900881596.4486313,227068503.5252656,10487365998.5014744,3688837378.2093997,3688837841.6187291,4348544911.4002962,2750261285.5120082,76916883353.1717682
0.0125000,0.0125000,0.0125000,inf,nan,11408525.6424239,2194478645.1996961,1405934422.0539825,8864520055.2488060,135079238.0753733,6238922742.9269981,2194478417.3171244,2194478873.0822678,2586936578.6427407,1636122350.1828718,45757769382.1110840
0.0150000,0.0150000,0.0150000,inf,nan,14956542.3691377,1352428839.4965165,866456823.6022862,5463113187.4895134,83245026.5431857,3844983423.3057313,1352428614.9598005,1352429064.0332325,1594295593.8796635,1008321068.0461084,28200037609.5043907
0.0175000,0.0175000,0.0175000,inf,nan,21927019.2534464,875866393.5384208,561136900.1843712,3538067086.0296659,53909432.6553720,2490119551.3248267,875866171.9130901,875866615.1637515,1032505290.6779373,653013682.9432999,18263137397.8288383
0.0200000,0.0200000,0.0200000,inf,nan,34623732.8021488,614263498.3678968,393535520.6299024,2481336351.1380491,37806156.6795276,1746383484.8427134,614263279.2529563,614263717.4828373,724117646.9540739,457972211.6593123,12808396786.9476051
0.0225000,0.0225000,0.0225000,inf,nan,57710076.0027748,489954304.3200052,313894269.5367466,1979195683.3130856,30154201.9371222,1392972633.2602394,489954087.3408567,489954521.2991537,577577145.4789156,365291860.8343593,10216395949.8651543
0.0250000,0.0250000,0.0250000,inf,nan,100794567.1268206,407917658.5166174,261336063.6016873,1647809979.8461566,25104665.8711213,1159740672.8600225,407917443.9481800,407917873.0850548,480869164.1630934,304128363.0593583,8505816396.4848785
0.0275000,0.0275000,0.0275000,inf,nan,184559150.2774127,349856796.8068814,224138482.1307916,1413272810.8839293,21531032.6866684,994671544.7101381,349856584.4482798,349857009.1654831,412424767.4618599,260840325.7289557,7295159597.9018326
0.0300000,0.0300000,0.0300000,inf,nan,356223371.6755002,295787717.7446342,189498340.4216803,1194859971.0980413,18203141.6980330,840950864.8552043,295787506.5249965,295787928.9642718,348686039.0374030,220528414.3321158,6167735086.8558521
0.0325000,0.0325000,0.0325000,inf,nan,351130476.6647123,235396861.0160119,150807877.1777417,950912210.4204103,14485943.4277144,669258436.7428726,235396651.9024991,235397070.1295246,277494953.7978246,175503218.6408635,4908501324.2077503
0.0350000,0.0350000,0.0350000,inf,nan,182711794.6314226,195002977.7945846,124928921.5094317,787740858.6679928,11999713.1709034,554417141.6520408,195002770.9490040,195003184.6401652,229877076.8649532,145387028.9509703,4066227569.8104382
