# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,9491337.9229399,2787112122.1287355,1815159824.7474024,10836554607.1373672,191814178.3777842,7645128710.5718937,2787112417.2311740,2787111827.0262971,3285555917.0216050,2077968015.5262909,56101481073.4254150,2787112122.1287355,1815159824.7474024,10836554607.1373672,191814178.3777842,7645128710.5718937,2787112417.2311740,2787111827.0262971,3285555917.0216050,2077968015.5262909,56101481073.4254150
0.0025000,0.0025000,0.0025000,inf,nan,6040117.0972294,1695172608.7448392,1104012104.4596128,6591005439.8729925,116662938.0076501,4649917131.2217054,1695172879.9506178,1695172337.5390606,1998335248.4508698,1263858182.7406430,34122019569.4925766,1695172608.7448392,1104012104.4596128,6591005439.8729925,116662938.0076501,4649917131.2217054,1695172879.9506178,1695172337.5390606,1998335248.4508698,1263858182.7406430,34122019569.4925766
0.0050000,0.0050000,0.0050000,inf,nan,3931326.3286785,1051383955.7398733,684732169.9990675,4087897641.4476328,72355577.7543162,2883988551.1498485,1051384204.9993243,1051383706.4804223,1239412203.5551057,783873104.6084750,21163282879.6934929,1051383955.7398733,684732169.9990675,4087897641.4476328,72355577.7543162,2883988551.1498485,1051384204.9993243,1051383706.4804223,1239412203.5551057,783873104.6084750,21163282879.6934929
0.0075000,0.0075000,0.0075000,inf,nan,2613467.2115381,664269493.5418773,432616709.6393937,2582757240.9334731,45713677.7969582,1822120580.7530706,664269722.5779173,664269264.5058372,783066654.4324447,495254837.5469025,13371083907.9683876,664269493.5418773,432616709.6393937,2582757240.9334731,45713677.7969582,1822120580.7530706,664269722.5779173,664269264.5058372,783066654.4324447,495254837.5469025,13371083907.9683876
0.0100000,0.0100000,0.0100000,inf,nan,1773425.5045941,427253938.0949024,278256297.8419728,1661212170.6114817,29402203.2794711,1171975962.4751635,427254148.4345291,427253727.7552757,503663520.8296978,318544780.0323009,8600193323.2341633,427253938.0949024,278256297.8419728,1661212170.6114817,29402203.2794711,1171975962.4751635,427254148.4345291,427253727.7552757,503663520.8296978,318544780.0323009,8600193323.2341633
0.0125000,0.0125000,0.0125000,inf,nan,1228915.1836435,279716180.1360120,182169149.9911099,1087577527.6010649,19248235.2092676,767279636.1318727,279716373.8343376,279715986.4376863,329740286.8854181,208546068.5750541,5630450392.4187298,279716180.1360120,182169149.9911099,1087577527.6010649,19248235.2092676,767279636.1318727,279716373.8343376,279715986.4376863,329740286.8854181,208546068.5750541,5630450392.4187298
0.0150000,0.0150000,0.0150000,inf,nan,871439.5229770,185786182.5121163,120995830.7381340,722364225.5902829,12784193.1043565,509623869.4328957,185786360.5638162,185786004.4604163,219011960.9495011,138515326.2840553,3739721235.2291679,185786182.5121163,120995830.7381340,722364225.5902829,12784193.1043565,509623869.4328957,185786360.5638162,185786004.4604163,219011960.9495011,138515326.2840553,3739721235.2291679
0.0175000,0.0175000,0.0175000,inf,nan,635208.9839757,125398998.9023601,81667909.0249575,487568458.4232565,8628632.6816162,343976945.6465400,125399162.5174772,125398835.2872430,147825205.7249689,93492869.1347728,2524171346.9013648,125398998.9023601,81667909.0249575,487568458.4232565,8628632.6816162,343976945.6465400,125399162.5174772,125398835.2872430,147825205.7249689,93492869.1347728,2524171346.9013648
0.0200000,0.0200000,0.0200000,inf,nan,479794.7460943,86050827.6680732,56042030.1103520,334574462.5055535,5920998.1728063,236040709.6183166,86050977.9482064,86050677.3879400,101440054.6589799,64156323.7388703,1732114003.8342254,86050827.6680732,56042030.1103520,334574462.5055535,5920998.1728063,236040709.6183166,86050977.9482064,86050677.3879400,101440054.6589799,64156323.7388703,1732114003.8342254
0.0225000,0.0225000,0.0225000,inf,nan,380258.8221616,60092604.8298271,39136588.3857839,233642052.0138240,4134857.8298633,164833623.6881559,60092742.7809356,60092466.8787187,70839494.3283018,44802830.0744027,1209582486.7167389,60092604.8298271,39136588.3857839,233642052.0138240,4134857.8298633,164833623.6881559,60092742.7809356,60092466.8787187,70839494.3283018,44802830.0744027,1209582486.7167389
0.0250000,0.0250000,0.0250000,inf,nan,321474.8113008,42772816.6267513,27857067.2424399,166296940.5934105,2943200.6478491,117322180.6333852,42772943.1700728,42772690.0834298,50422255.9400901,31889834.7069279,860934313.6054887,42772816.6267513,27857067.2424399,166296940.5934105,2943200.6478491,117322180.6333852,42772943.1700728,42772690.0834298,50422255.9400901,31889834.7069279,860934313.6054887
0.0275000,0.0275000,0.0275000,inf,nan,294882.9929170,31096732.3106995,20253090.3254781,120895357.7633041,2139923.4620390,85291764.5359153,31096848.2920878,31096616.3293111,36658034.6848122,23184576.8298918,625888990.5126123,31096732.3106995,20253090.3254781,120895357.7633041,2139923.4620390,85291764.5359153,31096848.2920878,31096616.3293111,36658034.6848122,23184576.8298918,625888990.5126123
0.0300000,0.0300000,0.0300000,inf,nan,296739.1059625,23150665.8994707,15078332.9255993,89996728.5892005,1593323.7293717,63493090.5871045,23150772.0974015,23150559.7015399,27290903.2704795,17260282.7476107,465926215.7498224,23150665.8994707,15078332.9255993,89996728.5892005,1593323.7293717,63493090.5871045,23150772.0974015,23150559.7015399,27290903.2704795,17260282.7476107,465926215.7498224
