# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol],UMinwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,67090.7120132,67090.7120132
0.0050000,0.0050000,0.0050000,58864.0993392,58864.0993392
0.0100000,0.0100000,0.0100000,51515.5088493,51515.5088493
0.0150000,0.0150000,0.0150000,44855.3083864,44855.3083864
0.0200000,0.0200000,0.0200000,38571.8982918,38571.8982918
0.0250000,0.0250000,0.0250000,33383.0971713,33383.0971713
0.0300000,0.0300000,0.0300000,29013.6488749,29013.6488749
0.0350000,0.0350000,0.0350000,25349.3186973,25349.3186973
0.0400000,0.0400000,0.0400000,22374.7263927,22374.7263927
0.0450000,0.0450000,0.0450000,19909.6102490,19909.6102490
0.0500000,0.0500000,0.0500000,17941.4207132,17941.4207132
0.0550000,0.0550000,0.0550000,16464.5544104,16464.5544104
0.0600000,0.0600000,0.0600000,15191.7610408,15191.7610408
0.0650000,0.0650000,0.0650000,14047.3305306,14047.3305306
0.0700000,0.0700000,0.0700000,13118.5920213,13118.5920213
0.0750000,0.0750000,0.0750000,12501.2324430,12501.2324430
0.0800000,0.0800000,0.0800000,12089.7405434,12089.7405434
0.0850000,0.0850000,0.0850000,11729.0256016,11729.0256016
0.0900000,0.0900000,0.0900000,11552.5895255,11552.5895255
0.0950000,0.0950000,0.0950000,11530.3294747,11530.3294747
0.1000000,0.1000000,0.1000000,11635.9020972,11635.9020972
0.1050000,0.1050000,0.1050000,11845.5031127,11845.5031127
0.1100000,0.1100000,0.1100000,12136.4251519,12136.4251519
0.1150000,0.1150000,0.1150000,12485.4822834,12485.4822834
0.1200000,0.1200000,0.1200000,12867.5332382,12867.5332382
0.1250000,0.1250000,0.1250000,13254.4829378,13254.4829378
0.1300000,0.1300000,0.1300000,13580.9088586,13580.9088586
0.1350000,0.1350000,0.1350000,13844.8434428,13844.8434428
0.1400000,0.1400000,0.1400000,14015.6431448,14015.6431448
0.1450000,0.1450000,0.1450000,14066.5652130,14066.5652130
0.1500000,0.1500000,0.1500000,13888.4860779,13888.4860779
0.1550000,0.1550000,0.1550000,13536.6948003,13536.6948003
0.1600000,0.1600000,0.1600000,12979.8875563,12979.8875563
0.1650000,0.1650000,0.1650000,11699.0881715,11699.0881715
0.1700000,0.1700000,0.1700000,10461.1304767,10461.1304767
0.1750000,0.1750000,0.1750000,9282.4813677,9282.4813677
0.1800000,0.1800000,0.1800000,8176.3112889,8176.3112889
0.1850000,0.1850000,0.1850000,7152.1206270,7152.1206270
0.1900000,0.1900000,0.1900000,6215.7277818,6215.7277818
0.1950000,0.1950000,0.1950000,5369.5393779,5369.5393779
0.2000000,0.2000000,0.2000000,4613.0126258,4613.0126258
0.2050000,0.2050000,0.2050000,3943.2219867,3943.2219867
0.2100000,0.2100000,0.2100000,3355.4545696,3355.4545696
0.2150000,0.2150000,0.2150000,2843.7769385,2843.7769385
0.2200000,0.2200000,0.2200000,2401.5358296,2401.5358296
0.2250000,0.2250000,0.2250000,2021.7732212,2021.7732212
0.2300000,0.2300000,0.2300000,1720.6610008,1697.5503560
0.2350000,0.2350000,0.2350000,1445.5084003,1422.1851144
0.2400000,0.2400000,0.2400000,1212.9666806,1189.4129727
0.2450000,0.2450000,0.2450000,1017.1991203,993.4844835
0.2500000,0.2500000,0.2500000,853.0123228,829.2127263
0.2550000,0.2550000,0.2550000,715.8199639,691.9833101
0.2600000,0.2600000,0.2600000,601.5871385,577.7379158
0.2650000,0.2650000,0.2650000,506.6594008,482.9404722
0.2700000,0.2700000,0.2700000,426.0345383,402.4078079
0.2750000,0.2750000,0.2750000,355.8246120,332.3999969
0.2800000,0.2800000,0.2800000,297.1584799,273.0320405
0.2850000,0.2850000,0.2850000,246.7482403,224.7310384
0.2900000,0.2900000,0.2900000,197.6539316,176.2459251
0.2950000,0.2950000,0.2950000,155.6780980,134.5886740
0.3000000,0.3000000,0.3000000,120.6971594,99.4680177
0.3050000,0.3050000,0.3050000,91.7651172,69.5547563
0.3100000,0.3100000,0.3100000,68.0110634,45.2626336
0.3150000,0.3150000,0.3150000,48.6242436,25.6340863
0.3200000,0.3200000,0.3200000,32.8855614,9.8687428
0.3250000,0.3250000,0.3250000,20.1864307,-2.7016688
0.3300000,0.3300000,0.3300000,10.0231955,-12.6345809
0.3350000,0.3350000,0.3350000,1.9781973,-20.6238559
0.3400000,0.3400000,0.3400000,-4.2993951,-27.1366404
0.3450000,0.3450000,0.3450000,-9.1072565,-32.0959551
0.3500000,0.3500000,0.3500000,-12.6986803,-35.7836865
0.3550000,0.3550000,0.3550000,-15.2887019,-38.4336636
0.3600000,0.3600000,0.3600000,-17.0590891,-40.2396835
0.3650000,0.3650000,0.3650000,-18.1628705,-41.3622179
0.3700000,0.3700000,0.3700000,-18.7287376,-41.9340115
0.3750000,0.3750000,0.3750000,-18.8659730,-42.0647509
0.3800000,0.3800000,0.3800000,-18.6713819,-41.8449553
0.3850000,0.3850000,0.3850000,-18.2387206,-41.3492177
0.3900000,0.3900000,0.3900000,-17.6657180,-40.6389035
0.3950000,0.3950000,0.3950000,-17.0482373,-39.7643959
0.4000000,0.4000000,0.4000000,-16.4572955,-38.7669645
0.4050000,0.4050000,0.4050000,-15.9163520,-37.6803198
0.4100000,0.4100000,0.4100000,-15.4050502,-36.5319060
0.4150000,0.4150000,0.4150000,-14.8875615,-35.3439760
0.4200000,0.4200000,0.4200000,-14.3393014,-34.1344853
0.4250000,0.4250000,0.4250000,-13.7568315,-32.9178357
0.4300000,0.4300000,0.4300000,-13.1538621,-31.7054930
0.4350000,0.4350000,0.4350000,-12.5518628,-30.5065010
0.4400000,0.4400000,0.4400000,-11.9720299,-29.3279084
0.4450000,0.4450000,0.4450000,-11.4306026,-28.1751238
0.4500000,0.4500000,0.4500000,-10.9362446,-27.0522106
0.4550000,0.4550000,0.4550000,-10.4903232,-26.1209654
0.4600000,0.4600000,0.4600000,-10.0913573,-25.5464577
0.4650000,0.4650000,0.4650000,-9.7376368,-24.8449473
0.4700000,0.4700000,0.4700000,-9.4246530,-24.0541069
0.4750000,0.4750000,0.4750000,-9.1460359,-23.4569128
0.4800000,0.4800000,0.4800000,-8.8968320,-22.9193748
0.4850000,0.4850000,0.4850000,-8.6703835,-22.4070938
0.4900000,0.4900000,0.4900000,-8.4545434,-23.2385610
0.4950000,0.4950000,0.4950000,-8.2328552,-23.5787045
0.5000000,0.5000000,0.5000000,-7.9905435,-23.5588813
0.5050000,0.5050000,0.5050000,-7.7221985,-23.2781615
0.5100000,0.5100000,0.5100000,-7.4335017,-22.8111606
0.5150000,0.5150000,0.5150000,-7.1367464,-22.2141313
0.5200000,0.5200000,0.5200000,-6.8486944,-21.5294764
0.5250000,0.5250000,0.5250000,-6.5888001,-20.7891119
0.5300000,0.5300000,0.5300000,-6.3685162,-20.0169873
0.5350000,0.5350000,0.5350000,-6.1802819,-19.2309844
0.5400000,0.5400000,0.5400000,-6.0016438,-18.6958731
0.5450000,0.5450000,0.5450000,-5.8098507,-18.7031950
0.5500000,0.5500000,0.5500000,-5.5920260,-18.4956879
0.5550000,0.5550000,0.5550000,-5.3462530,-18.1357595
0.5600000,0.5600000,0.5600000,-5.0778540,-17.6701531
0.5650000,0.5650000,0.5650000,-4.7952520,-17.1338552
0.5700000,0.5700000,0.5700000,-4.5071328,-16.5530005
0.5750000,0.5750000,0.5750000,-4.2209741,-15.9470440
0.5800000,0.5800000,0.5800000,-3.9425156,-15.3303883
0.5850000,0.5850000,0.5850000,-3.6757563,-14.7136106
0.5900000,0.5900000,0.5900000,-3.4231960,-14.1043884
0.5950000,0.5950000,0.5950000,-3.1861532,-13.5082015
0.6000000,0.6000000,0.6000000,-2.9650756,-12.9288656
0.6050000,0.6050000,0.6050000,-2.7598055,-12.3689381
0.6100000,0.6100000,0.6100000,-2.5697893,-11.8300281
0.6150000,0.6150000,0.6150000,-2.3942340,-11.3130336
0.6200000,0.6200000,0.6200000,-2.2322196,-10.8183223
0.6250000,0.6250000,0.6250000,-2.0827758,-10.3458703
0.6300000,0.6300000,0.6300000,-1.9449328,-9.8953683
0.6350000,0.6350000,0.6350000,-1.8177528,-9.4663029
0.6400000,0.6400000,0.6400000,-1.7003487,-9.0580182
0.6450000,0.6450000,0.6450000,-1.5918934,-8.6697631
0.6500000,0.6500000,0.6500000,-1.4916238,-8.3007272
0.6550000,0.6550000,0.6550000,-1.3988401,-7.9500674
0.6600000,0.6600000,0.6600000,-1.3129040,-7.6169284
0.6650000,0.6650000,0.6650000,-1.2332346,-7.3004577
0.6700000,0.6700000,0.6700000,-1.1593045,-6.9998161
0.6750000,0.6750000,0.6750000,-1.0906350,-6.7141860
0.6800000,0.6800000,0.6800000,-1.0267919,-6.4427766
0.6850000,0.6850000,0.6850000,-0.9673815,-6.1848274
0.6900000,0.6900000,0.6900000,-0.9120462,-5.9396109
0.6950000,0.6950000,0.6950000,-0.8604611,-5.7064333
0.7000000,0.7000000,0.7000000,-0.8123312,-5.4883314
0.7050000,0.7050000,0.7050000,-0.7673876,-5.2811503
0.7100000,0.7100000,0.7100000,-0.7253855,-5.0837120
0.7150000,0.7150000,0.7150000,-0.6861017,-4.8954955
0.7200000,0.7200000,0.7200000,-0.6493322,-4.7160075
0.7250000,0.7250000,0.7250000,-0.6148907,-4.5447817
0.7300000,0.7300000,0.7300000,-0.5826065,-4.3813775
0.7350000,0.7350000,0.7350000,-0.5523233,-4.2253792
0.7400000,0.7400000,0.7400000,-0.5238979,-4.0763946
0.7450000,0.7450000,0.7450000,-0.4971984,-3.9340539
0.7500000,0.7500000,0.7500000,-0.4721040,-3.7980084
0.7550000,0.7550000,0.7550000,-0.4485032,-3.6679296
0.7600000,0.7600000,0.7600000,-0.4262936,-3.5435078
0.7650000,0.7650000,0.7650000,-0.4053805,-3.4244511
0.7700000,0.7700000,0.7700000,-0.3856768,-3.3104845
0.7750000,0.7750000,0.7750000,-0.3671019,-3.2013487
0.7800000,0.7800000,0.7800000,-0.3495812,-3.0967993
0.7850000,0.7850000,0.7850000,-0.3330460,-2.9966059
0.7900000,0.7900000,0.7900000,-0.3174324,-2.9005512
0.7950000,0.7950000,0.7950000,-0.3026813,-2.8084302
0.8000000,0.8000000,0.8000000,-0.2887379,-2.7200495
0.8050000,0.8050000,0.8050000,-0.2755512,-2.6352266
0.8100000,0.8100000,0.8100000,-0.2630741,-2.5537892
0.8150000,0.8150000,0.8150000,-0.2512627,-2.4755744
0.8200000,0.8200000,0.8200000,-0.2400761,-2.4004286
0.8250000,0.8250000,0.8250000,-0.2294762,-2.3282064
0.8300000,0.8300000,0.8300000,-0.2194278,-2.2587705
0.8350000,0.8350000,0.8350000,-0.2098977,-2.1919911
0.8400000,0.8400000,0.8400000,-0.2008554,-2.1277451
0.8450000,0.8450000,0.8450000,-0.1922720,-2.0659162
0.8500000,0.8500000,0.8500000,-0.1841208,-2.0063945
0.8550000,0.8550000,0.8550000,-0.1763768,-1.9490755
0.8600000,0.8600000,0.8600000,-0.1690166,-1.8938605
0.8650000,0.8650000,0.8650000,-0.1620183,-1.8406558
