# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,205070880.9416122,11547476932.2427406,7529046735.6937361,44779099917.2200699,800858529.7680867,31596643834.9295502,11547476885.7760334,11547476978.7094479,13612613880.9309902,8609372954.4332066,231871152683.1791077
0.0025000,0.0025000,0.0025000,inf,nan,113085531.1125009,6650162627.1247854,4335955225.2319441,25788209309.2356796,461208266.9584417,18196453221.4067268,6650162577.0699568,6650162677.1796141,7839469749.0740452,4958116011.0125341,133534198343.1177826
0.0050000,0.0050000,0.0050000,inf,nan,64768340.2288762,3913677800.3584599,2551743989.7317605,15176614067.8828564,271421853.4814305,10708789930.8395882,3913677746.8523383,3913677853.8645816,4613595252.3010521,2917893839.8821025,78586174171.5771942
0.0075000,0.0075000,0.0075000,inf,nan,38395661.2927645,2350361309.3462839,1532448896.8305433,9114349519.6700287,163000054.4201524,6431186712.8555765,2350361252.5161781,2350361366.1763897,2770697111.8059125,1752342715.9513772,47195093433.1482391
0.0100000,0.0100000,0.0100000,inf,nan,23525906.0067919,1438516596.9155164,937919051.0264078,5578373755.1350899,99760667.4043021,3936161879.3391037,1438516536.8810027,1438516656.9500301,1695779182.7620111,1072504925.2453796,28885418332.5262947
0.0125000,0.0125000,0.0125000,inf,nan,14930562.5771726,896197215.0511250,584322839.6556625,3475350713.5021005,62149370.9586969,2452244916.5980630,896197151.9255663,896197278.1766838,1056472051.9677403,668171593.7059666,17995732290.9955826
0.0150000,0.0150000,0.0150000,inf,nan,9905998.6938464,567702269.7882526,370141906.2345828,2201500956.5360804,39367598.4983918,1553402109.1353824,567702203.6800808,567702335.8964244,669229464.0033271,423257876.7088358,11399597827.9632626
0.0175000,0.0175000,0.0175000,inf,nan,7033830.8606819,365279959.6806699,238161317.8141553,1416538970.8307881,25329381.9126070,999524090.9648168,365279890.6944652,365280028.6668746,430606190.3177372,272339267.1943987,7334978536.9182825
0.0200000,0.0200000,0.0200000,inf,nan,5598546.1376205,238515683.2172176,155510329.5447695,924965994.2208709,16538263.3479617,652664694.5340072,238515611.4546084,238515754.9798269,281171542.4273065,177828497.4585915,4789560022.2087498
0.0225000,0.0225000,0.0225000,inf,nan,5330460.5588011,157916499.7652898,102959303.5428991,612413623.5356249,10948796.8411640,432124266.4824866,157916425.3256978,157916574.2048817,186158097.5087962,117736718.6023026,3171129962.1977978
0.0250000,0.0250000,0.0250000,inf,nan,6347279.6792137,105931557.5318203,69064946.8897337,410822704.0189475,7343771.8687377,289879490.8795444,105931480.5130693,105931634.5505712,124876230.4482240,78978662.7664915,2127270496.9307189
0.0275000,0.0275000,0.0275000,inf,nan,9290006.0196597,71946748.9949071,46906782.3654610,279033528.1247410,4987069.3519236,196887610.0976544,71946669.4937122,71946828.4961020,84813619.4428158,53640842.8084078,1444852104.4366581
0.0300000,0.0300000,0.0300000,inf,nan,5691948.8998557,49444453.5738553,32235275.7375996,191771838.6222607,3426677.0296384,135314821.9753605,49444371.6862080,49444535.4615027,58287040.4508172,36863961.1789900,993001892.9520577
0.0325000,0.0325000,0.0325000,inf,nan,3478357.4438348,34364383.6761340,22403093.2542254,133292487.6140510,2381007.0760791,94051172.6348560,34364299.4975949,34364467.8546730,40510068.9080594,25620817.1839675,690189757.2375723
0.0350000,0.0350000,0.0350000,inf,nan,2209340.2374801,24142330.7520134,15738355.9651352,93651866.6913420,1672229.2236331,66080340.4631690,24142244.3779257,24142417.1261012,28459916.2779238,17999631.4911882,484926606.0927066
0.0375000,0.0375000,0.0375000,inf,nan,1459886.4926893,17137824.1531374,11171468.5965767,66488469.6861561,1186576.7282518,46913575.7895570,17137735.6787687,17137912.6275060,20202732.1054490,12777329.6822856,344271869.1049994
0.0400000,0.0400000,0.0400000,inf,nan,1009028.7674829,12288402.5257063,8009701.7489809,47682217.6557563,850368.8856755,33643705.2833200,12288312.0463308,12288493.0050818,14486045.7204142,9161779.7531687,246891332.3978409
0.0425000,0.0425000,0.0425000,inf,nan,738189.5621532,8897891.8183846,5799147.5378239,34533437.4018457,615327.4521388,24365809.8438629,8897799.4293114,8897984.2074578,10489180.1376771,6633940.0045716,178805798.3541757
0.0450000,0.0450000,0.0450000,inf,nan,582758.6165702,6493984.4571757,4232368.7244763,25204040.7822950,449029.1597442,17783235.9907006,6493913.0111116,6494055.9032398,7655360.8622045,4841675.3270153,130500289.0790053
0.0475000,0.0475000,0.0475000,inf,nan,508327.7097988,4779621.6645986,3114683.2606275,18554910.9240502,330226.2315564,13091578.6644700,4779549.3432143,4779693.9859828,5634403.4804213,3563509.6509023,96070759.5670075
0.0500000,0.0500000,0.0500000,inf,nan,438269.5646711,3548092.4638384,2311802.6471101,13778185.0521184,244900.5040035,9721109.1275899,3548019.2935982,3548165.6340786,4182629.0719156,2645326.8949779,71336729.2551973
