# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,14086474.6759926,1054200.1641373,685726.8766203,4111201.4169706,71807.4939137,2899938.7122775,1054239.3551063,1054160.9731683,1242732.0592904,785972.7657338,21279425.7799353
0.0025000,0.0025000,0.0025000,inf,nan,9847407.1544269,877486.6859573,570643.6455424,3424102.5563363,59659.3512513,2415192.4350275,877525.0458608,877448.3260538,1034415.3542530,654221.7132179,17722259.8100800
0.0050000,0.0050000,0.0050000,inf,nan,7961050.3517349,734287.8183473,477387.4793742,2867305.7489718,49816.5380789,2022374.1493972,734325.4627771,734250.1739175,865606.9726126,547457.9183958,14839680.5391133
0.0075000,0.0075000,0.0075000,inf,nan,7808292.8051240,618128.9329900,401741.9826893,2415632.9598483,41833.7639796,1703721.0656313,618165.9793611,618091.8866190,728674.3712759,460854.1371646,12501341.3507671
0.0100000,0.0100000,0.0100000,inf,nan,9343140.1355038,523872.1919033,340361.3252887,2049104.2926652,35357.6998669,1445137.6268370,523908.7591753,523835.6246312,617560.8674675,390579.7869973,10603806.4753936
0.0125000,0.0125000,0.0125000,inf,nan,13072272.6620084,447431.6221649,290584.6780920,1751830.1974267,30107.3689695,1235413.9664159,447467.8305742,447395.4137557,527449.7577599,333588.5171651,9064815.8724854
0.0150000,0.0150000,0.0150000,inf,nan,12826003.2293250,385553.3618909,250293.0934960,1511157.0625701,25859.0232434,1065623.1272302,385589.3326917,385517.3910901,454505.2635057,287454.3682426,7818861.9030736
0.0175000,0.0175000,0.0175000,inf,nan,8364475.1746903,335645.8731655,217798.9281787,1317007.0748647,22434.4588602,928655.3359927,335681.7283822,335610.0179489,395672.3792513,250245.1851304,6813771.7414045
0.0200000,0.0200000,0.0200000,inf,nan,6002439.5607819,295648.6656364,191760.3472728,1161367.8032120,19691.9823534,818857.9074681,295684.5278256,295612.8034471,348522.1190166,220424.7422081,6008064.9199798
0.0225000,0.0225000,0.0225000,inf,nan,5189370.6750059,263930.9127643,171115.2972939,1037897.9983394,17519.4343331,731757.1387915,263966.9047888,263894.9207397,311132.0011967,196777.1553496,5368912.5352045
0.0250000,0.0250000,0.0250000,inf,nan,6202504.5808397,239213.4989718,155030.7394809,941624.4844906,15828.8260558,663844.4691351,239249.7437850,239177.2541585,281994.1547159,178348.7631513,4870568.0457444
0.0275000,0.0275000,0.0275000,inf,nan,10525343.2797633,220509.6856051,142864.0095565,868711.4337259,14552.2576560,612413.7053347,220546.3060472,220473.0651630,259945.3737609,164403.8896617,4493172.8038110
0.0300000,0.0300000,0.0300000,inf,nan,8249635.6391190,207080.8619286,134134.0024093,816288.2840194,13625.8654934,575439.6207820,207117.9805349,207043.7433223,244114.9553366,154391.8539548,4221865.1923788
0.0325000,0.0325000,0.0325000,inf,nan,9425056.8662447,195760.5152394,126604.9719877,774466.6436541,12769.3954237,545825.5584797,195792.0582728,195728.9722059,230770.0913993,145951.8209334,4004384.4181683
0.0350000,0.0350000,0.0350000,inf,nan,13408727.0877967,187138.2737689,120998.1977164,740823.3865534,12182.4939817,522095.8284208,187169.8689584,187106.6785794,220605.8585878,139523.3956629,3830259.7183668
0.0375000,0.0375000,0.0375000,inf,nan,18751242.1595993,180130.3638749,116222.9034940,716530.8848163,11578.5287895,504810.0422321,180154.1189781,180106.6087716,212344.6624789,134298.5564826,3703188.2410064
0.0400000,0.0400000,0.0400000,inf,nan,13172844.8692898,171284.9977453,110463.1587600,682117.2625165,10972.6263517,480531.3350824,171308.0988804,171261.8966102,201917.4016613,127703.7776946,3525027.6404236
