# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,3662986.0678667,5165995647.3651495,3309708708.9957800,20867700081.7531471,318002402.0323182,14686867689.9787941,5165996070.9631453,5165995223.7671537,6089876123.6575928,3851575843.8070426,107717052180.3555145
0.0025000,0.0025000,0.0025000,inf,nan,2604652.9498545,3009417191.7778378,1928048915.4165137,12156342011.0263596,185248456.1595229,8555739075.5284185,3009417582.4989610,3009416801.0567145,3547617759.1593547,2243710477.3212466,62749867330.8418274
0.0050000,0.0050000,0.0050000,inf,nan,1982327.7083235,1794288055.3872228,1149550481.0695934,7247894722.3055010,110448886.9954825,5101132197.0609484,1794288416.2134149,1794287694.5610306,2115176382.8991666,1337755004.5915589,37412943109.5647354
0.0075000,0.0075000,0.0075000,inf,nan,1518448.7221729,1093067124.3117766,700299199.0634941,4415339820.5124454,67284709.3804854,3107556459.6267996,1093067457.8605614,1093066790.7629919,1288549940.0868618,814950537.9095972,22791576198.9104385
0.0100000,0.0100000,0.0100000,inf,nan,1114646.8937681,679452020.0715755,435309215.2292891,2744546185.3861446,41825040.6028236,1931638438.7720385,679452328.6519792,679451711.4911718,800964405.8285704,506574369.4283454,14167109640.5556049
0.0125000,0.0125000,0.0125000,inf,nan,864966.9129519,430541248.2706065,275840885.0018098,1739062152.4453437,26504263.8700093,1223971158.7515492,430541533.9288947,430540962.6123182,507538729.6213055,320995677.2703388,8976907841.7849255
0.0150000,0.0150000,0.0150000,inf,nan,724395.0563984,277988432.3903680,178106577.0757333,1122807084.0116875,17115118.2187671,790246694.8396848,277988696.9477522,277988167.8329837,327703550.8015873,207257923.5715427,5795869333.7206106
0.0175000,0.0175000,0.0175000,inf,nan,668803.2783660,182943725.0381124,117216297.6399553,738849250.9166901,11266112.6285344,520015162.1207567,182943970.1220711,182943479.9541536,215661161.7841403,136396094.8151891,3813927883.6835728
0.0200000,0.0200000,0.0200000,inf,nan,517167.3298148,122870905.1484433,78731754.0825651,496154563.8209595,7569999.0921387,349206007.7106987,122871132.2189209,122870678.0779658,144844990.7110059,91608015.6625420,2561174545.7169175
0.0225000,0.0225000,0.0225000,inf,nan,414892.3523339,84448282.9282365,54118153.5260649,340910349.9454424,5206759.9421469,239945434.5306702,84448493.2997004,84448072.5567726,99550912.7366087,62961525.4792699,1759833742.6516976
0.0250000,0.0250000,0.0250000,inf,nan,359541.6535598,59661806.1304652,38241159.8650912,240743773.1451301,3683103.9875261,169449187.4169272,59662000.9905900,59661611.2703405,70331652.1053442,44481642.4510929,1242800260.3345139
0.0275000,0.0275000,0.0275000,inf,nan,342170.4281255,43147893.5525011,27652363.9274014,174165289.1845221,2660862.4539540,122585007.6313074,43148072.1813909,43147714.9236114,50864411.1741589,32169478.2307323,899077652.8329312
0.0300000,0.0300000,0.0300000,inf,nan,349005.2902343,31126511.7681389,19951409.3755680,125594270.1267840,1921498.8797192,88400773.1915531,31126676.8219552,31126346.7143227,36693139.8647650,23206779.2951560,648362987.3535224
0.0325000,0.0325000,0.0325000,inf,nan,336766.8602579,22990460.6809211,14739616.1085047,92718589.9630761,1421249.0590906,65263022.2786930,22990613.1048031,22990308.2570390,27102047.1424593,17140839.6446859,478665858.9338641
0.0350000,0.0350000,0.0350000,inf,nan,358332.6167803,17064769.4841592,10937555.5412536,68864559.4106300,1052834.7178257,48470714.1155060,17064914.8409790,17064624.1273393,20116612.4269396,12722862.8151953,355500998.1646879
0.0375000,0.0375000,0.0375000,inf,nan,416510.6602066,12683269.6388997,8130472.4850236,51165609.2755309,783204.5099248,36014023.3400081,12683404.1728149,12683135.1049846,14951530.3953541,9456178.1109113,264140602.7410960
0.0400000,0.0400000,0.0400000,inf,nan,519688.4617435,9586276.6793799,6146288.8196143,38655994.3161071,592603.6048383,27209605.2630867,9586401.1346169,9586152.2241428,11300674.9230047,7147174.3707686,199566816.5965288
0.0425000,0.0425000,0.0425000,inf,nan,683551.7170791,7371747.2120770,4727432.1532546,29711616.1983551,456288.5448281,20914408.2351231,7371862.2790030,7371632.1451511,8690101.6572409,5496102.8670571,153396226.2170649
0.0450000,0.0450000,0.0450000,inf,nan,934471.7638675,5768896.5613638,3700423.9261536,23238584.9273948,357595.5619026,16358545.9686333,5769002.8810999,5768790.2416278,6800599.1152584,4301076.5315885,119982303.6804642
0.0475000,0.0475000,0.0475000,inf,nan,1315552.9369038,4593749.2187605,2947401.8089092,18493668.4075013,285204.4157370,13018928.3587865,4593847.3872842,4593651.0502369,5415289.8289159,3424930.0098636,95488584.3710053
0.0500000,0.0500000,0.0500000,inf,nan,1897225.9710320,3720303.5443397,2387645.6908208,14967815.0650937,231363.3812953,10537283.6553313,3720394.1161441,3720212.9725353,4385638.1758642,2773721.1258234,77287421.6166381
0.0525000,0.0525000,0.0525000,inf,nan,2795942.0496956,2913859.4520501,1868000.8985669,11753946.2841362,179781.8534187,8273416.4953664,2913953.2056455,2913765.6984548,3434970.5876707,2172466.1505453,60680489.6584342
0.0550000,0.0550000,0.0550000,inf,nan,3109914.7239513,2279175.3011682,1461283.4172931,9191525.6535704,140681.3959866,6469890.7517168,2279262.3013451,2279088.3009913,2686780.2831568,1699269.0534415,47452891.2007501
0.0575000,0.0575000,0.0575000,inf,nan,2922694.1221039,1800708.6575004,1154653.2326189,7260080.2549031,111195.9145645,5110454.3485353,1800789.3544523,1800627.9605486,2122745.2378069,1342541.9687491,37482356.4872889
0.0600000,0.0600000,0.0600000,inf,nan,2085570.2414193,1437130.0290605,921632.9790413,5792646.2604358,88782.5890988,4077597.2901059,1437204.8439846,1437055.2141364,1694144.6427719,1071471.1513863,29907039.7339438
0.0625000,0.0625000,0.0625000,inf,nan,1594282.6301797,1158770.3384919,743215.4733398,4669365.4631948,71616.0986588,3286962.7562934,1158839.6655969,1158701.0113869,1366003.4384241,863936.4314083,24108248.3116893
0.0650000,0.0650000,0.0650000,inf,nan,1341177.1230249,944185.8213267,605662.9899386,3803608.7965177,58377.2113100,2677580.7404040,944250.0296926,944121.6129609,1113042.8831326,703950.1288279,19638813.9171876
0.0675000,0.0675000,0.0675000,inf,nan,1273332.0046433,777773.6614949,498979.7098734,3132344.2839658,48106.0494304,2205088.9520296,777833.0967990,777714.2261908,916869.7718829,579879.3593818,16173373.0670102
0.0700000,0.0700000,0.0700000,inf,nan,1029849.9639640,648106.1574379,415844.5075027,2609407.5007635,40099.5808598,1836996.5304518,648161.1435583,648051.1713175,764012.6866521,483204.0502170,13473630.0568270
0.0725000,0.0725000,0.0725000,inf,nan,822934.2369343,546759.5111272,350860.6233035,2200770.0927215,33839.5528796,1549354.0057256,546810.3516338,546708.6706205,644541.3274582,407643.7281753,11363933.6783716
0.0750000,0.0750000,0.0750000,inf,nan,662746.8030151,467485.2748130,300024.8627456,1881192.5039791,28941.5146221,1324397.4752103,467532.2543555,467438.2952705,551089.7816372,348539.7810437,9713999.0645235
0.0775000,0.0775000,0.0775000,inf,nan,514840.4607672,393642.9822520,252258.4367799,1589910.8935282,24100.3031769,1119091.7905703,393697.8951139,393588.0693901,464041.6218865,293485.6908560,8207724.2305329
0.0800000,0.0800000,0.0800000,inf,nan,423417.8945494,322577.1954111,206718.2931442,1302958.0463507,19731.3632035,917120.5560465,322628.4334609,322525.9573614,380266.5148145,240501.6609416,6726408.1502769
0.0825000,0.0825000,0.0825000,inf,nan,375302.8946433,266802.5166180,170975.5200346,1077762.0645275,16303.1066409,758615.2667226,266850.3295914,266754.7036446,314517.1592454,198918.1172843,5563882.8044159
0.0850000,0.0850000,0.0850000,inf,nan,363969.8975456,222890.3053136,142833.3214518,900476.0273961,13604.4963476,633830.1745677,222934.9283118,222845.6823154,262751.7406478,166178.7919242,4648670.2737173
0.0875000,0.0875000,0.0875000,inf,nan,388269.9972241,188225.8108968,120616.3310591,760540.6834599,11474.5763888,535333.4245254,188267.4652430,188184.1565507,221887.8895536,140334.2232394,3926263.2944234
0.0900000,0.0900000,0.0900000,inf,nan,452259.8839073,160804.4742057,103040.1110992,649861.5981711,9789.9370749,457427.9246650,160843.3682504,160765.5801609,189562.5538403,119889.8858427,3354877.7806023
0.0925000,0.0925000,0.0925000,inf,nan,566098.0741528,139081.3900367,89114.7093342,562201.0504412,8455.4515670,395723.3580524,139117.7199143,139045.0601590,163954.5393077,103693.9553872,2902313.8560558
0.0950000,0.0950000,0.0950000,inf,nan,748266.7923453,121859.5459956,78073.0583655,492726.5688436,7397.3987827,346818.4388179,121893.4963339,121825.5956572,143652.7612981,90853.9835749,2543625.4436457
0.0975000,0.0975000,0.0975000,inf,nan,623937.1999122,108206.4778901,69317.5803011,437674.2573811,6558.3350595,308063.9580404,108238.2224751,108174.7333050,127557.9948396,80674.7594914,2259382.3866064
0.1000000,0.1000000,0.1000000,inf,nan,526869.3178407,97391.8461398,62380.1947537,394096.6311608,5893.2533173,277385.3084426,97421.5485384,97362.1437411,114809.2872955,72611.7688789,2034368.8019109
