# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,23748420.3627620,1265814649.8854799,824377443.5612007,4921720727.9240522,87109767.5798541,3472241131.0528579,1265814606.9905107,1265814692.7804492,1492191426.3023584,943744722.4181477,25479990359.8006401
0.0025000,0.0025000,0.0025000,inf,nan,15360818.5543316,778280587.1502432,506861069.4334902,3026148964.4305201,53556047.9530680,2134925661.3612516,778280537.6813473,778280636.6191391,917467355.5154593,580257304.4560596,15666501988.6187134
0.0050000,0.0050000,0.0050000,inf,nan,9630294.4761212,487684251.7254902,317604556.6034797,1896284782.1129787,33556478.6906810,1337812763.2177331,487684196.3700921,487684307.0808882,574901119.3963470,363599393.3345726,9817128259.9424706
0.0075000,0.0075000,0.0075000,inf,nan,6217412.5136459,311053096.2693943,202570254.4744509,1209525319.6578126,21400471.9850525,853307853.4169695,311053035.6629593,311053156.8758293,366681459.5801877,231909717.6056725,6261734541.1882467
0.0100000,0.0100000,0.0100000,inf,nan,4130808.6712979,201727530.1871537,131370114.8192896,784454832.0288017,13876693.3989974,553423103.6079282,201727464.9198182,201727595.4544892,237804240.1560562,150400607.2277626,4061120521.9332747
0.0125000,0.0125000,0.0125000,inf,nan,2831607.9039640,132909540.1929051,86551369.8587639,516880704.6032564,9140785.2709703,364651189.2202903,132909470.8148365,132909609.5709738,156678923.2274920,99092451.7483069,2675874740.6687293
0.0150000,0.0150000,0.0150000,inf,nan,2017089.6037000,88903492.3156902,57891913.2568253,345777137.2558026,6112510.4977975,243938740.4645639,88903419.3414260,88903565.2899544,104802886.4366616,66283165.2999638,1790062954.1297035
0.0175000,0.0175000,0.0175000,inf,nan,1488659.4197414,60346850.2361700,39294201.9022745,234741868.8881750,4147505.0718613,165604160.7602552,60346774.1481347,60346926.3242052,71139208.6787052,44992386.0733452,1215228468.1001756
0.0200000,0.0200000,0.0200000,inf,nan,1034961.0604685,41558592.2775876,27058355.3567728,161686646.4561801,2854782.4783964,114064308.0042386,41558513.5289457,41558671.0262294,48990881.1621212,30984553.8101879,837019067.7566473
0.0225000,0.0225000,0.0225000,inf,nan,741236.5927890,29035989.3379155,18903150.4287309,112992594.0488309,1993274.5742818,79711138.9828421,29035908.3548873,29036070.3209437,34228750.9061173,21648162.8651766,584929008.7090905
0.0250000,0.0250000,0.0250000,inf,nan,551397.5110250,20586713.1014174,13400788.3875574,80135787.0111461,1412099.2817268,56531070.2277496,20586630.2851613,20586795.9176734,24268416.2238608,15348694.0944766,414829410.4500216
0.0275000,0.0275000,0.0275000,inf,nan,431580.0051639,14819104.7766937,9644921.9505748,57705377.7313855,1015478.7372101,40706776.6055463,14819020.5048401,14819189.0485473,17469335.7319409,11048578.0246196,298707974.6916807
0.0300000,0.0300000,0.0300000,inf,nan,361535.3002100,10837944.5089631,7052518.9850763,42220721.9022053,741801.0149595,29782680.4458782,10837859.1368680,10838029.8810583,12776189.5286001,8080371.7456739,218545177.7714914
0.0325000,0.0325000,0.0325000,inf,nan,329795.9524954,8060101.8983855,5243801.3218709,31414610.8837703,550932.6314152,22159276.0082521,8060015.7601625,8060188.0366086,9501560.8714770,6009314.7361203,162603522.6142518
0.0350000,0.0350000,0.0350000,inf,nan,319319.6670840,6101221.7586537,3968446.7531350,23792694.2815134,416420.0051270,16782304.6447656,6101135.1680311,6101308.3492762,7192356.9529363,4548845.9432454,123146644.0996108
