# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol],UMinwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,5049842.2234858,5049842.2234858
0.0050000,0.0050000,0.0050000,3436853.9709837,3436853.9709837
0.0100000,0.0100000,0.0100000,2359504.0125840,2359504.0125840
0.0150000,0.0150000,0.0150000,1625907.5109880,1625907.5109880
0.0200000,0.0200000,0.0200000,1120417.8893388,1120417.8893388
0.0250000,0.0250000,0.0250000,777479.6781077,777479.6781077
0.0300000,0.0300000,0.0300000,545155.6127135,545155.6127135
0.0350000,0.0350000,0.0350000,387909.0662678,387909.0662678
0.0400000,0.0400000,0.0400000,281537.1988797,281537.1988797
0.0450000,0.0450000,0.0450000,209623.5344253,209623.5344253
0.0500000,0.0500000,0.0500000,161081.2733713,161081.2733713
0.0550000,0.0550000,0.0550000,128463.9955580,128463.9955580
0.0600000,0.0600000,0.0600000,106810.6370404,106810.6370404
0.0650000,0.0650000,0.0650000,92859.5926773,92859.5926773
0.0700000,0.0700000,0.0700000,82803.3102702,82803.3102702
0.0750000,0.0750000,0.0750000,71797.4211191,71797.4211191
0.0800000,0.0800000,0.0800000,64147.7826349,64147.7826349
0.0850000,0.0850000,0.0850000,53425.3050740,53425.3050740
0.0900000,0.0900000,0.0900000,45216.0390423,45216.0390423
0.0950000,0.0950000,0.0950000,38770.2967228,38770.2967228
0.1000000,0.1000000,0.1000000,33353.8896202,33353.8896202
0.1050000,0.1050000,0.1050000,28685.8159818,28685.8159818
0.1100000,0.1100000,0.1100000,24725.3389221,24725.3389221
0.1150000,0.1150000,0.1150000,21242.4998056,21242.4998056
0.1200000,0.1200000,0.1200000,18382.4781670,18382.4781670
0.1250000,0.1250000,0.1250000,15999.0988148,15999.0988148
0.1300000,0.1300000,0.1300000,13949.7308698,13949.7308698
0.1350000,0.1350000,0.1350000,11459.1550483,11459.1550483
0.1400000,0.1400000,0.1400000,9448.6158910,9448.6158910
0.1450000,0.1450000,0.1450000,7812.5260734,7812.5260734
0.1500000,0.1500000,0.1500000,6472.2460816,6472.2460816
0.1550000,0.1550000,0.1550000,5368.4285324,5368.4285324
