# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,661964841.6277598,57653752944.2350159,37144094967.1956253,229884303372.2566223,3686854537.3939285,161926075931.5414124,57653753008.3446274,57653752880.1254044,67964481091.5445862,42984512048.1455307,1187822751551.4252930
0.0025000,0.0025000,0.0025000,inf,nan,436528795.3086389,30116880118.4804955,19403137366.0764275,120085920800.2713776,1925909082.2829638,84586206236.4879608,30116880176.7386475,30116880060.2223434,35502946899.7205734,22454035170.2261086,620489434192.3807373
0.0050000,0.0050000,0.0050000,inf,nan,437752380.6131829,16262124109.4621868,10477048691.6146603,64842518557.1757202,1039919338.3554718,45673816751.7941437,16262124162.5539837,16262124056.3703899,19170422914.4446640,12124440023.6656723,335044230102.0397339
0.0075000,0.0075000,0.0075000,inf,nan,324223040.8803037,9047782800.5078506,5829126605.9499340,36076583610.6180115,578575640.6922487,25411646356.3991432,9047782849.0275993,9047782751.9881020,10665877443.5777130,6745693193.1839237,186409324904.9535522
0.0100000,0.0100000,0.0100000,inf,nan,214253774.0971333,5172591613.6501694,3332491441.0378504,20624918305.5733948,330765766.6547059,14527791429.4502525,5172591658.1170197,5172591569.1833191,6097651704.6556273,3856493553.0240264,106569865520.3102722
0.0125000,0.0125000,0.0125000,inf,nan,201150718.5123947,3031353895.7057586,1952975968.8010755,12087088670.3818645,193839337.0641290,8513909260.2228060,3031353936.5759706,3031353854.8355465,3573477596.9527774,2260065674.7911901,62454513117.0498276
0.0150000,0.0150000,0.0150000,inf,nan,241168703.6121373,1817274169.3064263,1170792604.2729912,7246141343.1996183,116202869.9731331,5104039746.4222965,1817274206.9830928,1817274131.6297598,2142273305.9102473,1354892603.4510074,37441120963.0294571
0.0175000,0.0175000,0.0175000,inf,nan,148185185.2535450,1112406118.5289452,716674521.9066638,4435589138.7869797,71129334.1207553,3124341375.4611850,1112406153.3697832,1112406083.6881073,1311347496.8751173,829368978.8171818,22918872938.1530571
0.0200000,0.0200000,0.0200000,inf,nan,83515112.6019794,694165742.2045498,447219403.4766942,2767917204.7299142,44384868.4442055,1949665774.6402133,694165774.5282049,694165709.8808947,818309512.4109645,517544378.0400946,14301939015.2245255
0.0225000,0.0225000,0.0225000,inf,nan,48923723.6059699,440958950.0015215,284088876.3619621,1758290045.2648180,28193773.3863204,1238504166.3859003,440958980.0927179,440958919.9103251,519819520.6565909,328762731.4983546,9085151997.8012466
0.0250000,0.0250000,0.0250000,inf,nan,29841151.1743855,284784317.8429648,183472269.7944499,1135563497.9635441,18207515.1580797,799867836.0506828,284784345.9567479,284784289.7291818,335714804.2717661,212324685.1472813,5867497650.4821177
0.0275000,0.0275000,0.0275000,inf,nan,19147472.5332465,186777729.9067145,120330959.3569018,744773348.3015047,11940838.4125248,524602986.6075041,186777756.2719781,186777703.5414510,220180835.4929627,139254587.4553210,3848268862.1425748
0.0300000,0.0300000,0.0300000,inf,nan,13287224.0578241,124275767.0665101,80063802.5539171,495552878.1377330,7944489.1319456,349057052.0165215,124275791.8889524,124275742.2440677,146501096.4524487,92655428.9003503,2560536739.3399725
0.0325000,0.0325000,0.0325000,inf,nan,10547625.2673552,83812403.9556969,53995179.3928598,334208422.6510141,5357364.9929645,235409257.0499870,83812427.4203191,83812380.4910746,98801313.9299624,62487437.5672006,1726863724.1966822
0.0350000,0.0350000,0.0350000,inf,nan,10337972.9823866,57245405.7316704,36879379.0922795,228274049.2320815,3658805.6395291,160791230.6608962,57245428.0049042,57245383.4584366,67483105.5524019,42680063.4254290,1179496911.8435051
0.0375000,0.0375000,0.0375000,inf,nan,13053478.7827956,39570462.5782568,25492331.6273525,157795793.1475732,2528811.1771827,111147789.6626346,39570483.8097916,39570441.3467220,46647196.7277635,29502277.6243372,815333297.8586398
0.0400000,0.0400000,0.0400000,inf,nan,8494889.1051501,27664417.0374702,17821918.0965271,110320488.5187894,1767674.5615503,77707168.0212381,27664437.3618338,27664396.7131067,32611888.2576535,20625569.1386170,570026839.9919430
0.0425000,0.0425000,0.0425000,inf,nan,4967803.3578948,19549906.4160233,12594208.7036607,77963651.7334918,1248957.4834507,54915690.6193687,19549925.9539601,19549886.8780865,23046188.2722267,14575689.2650594,402838079.0862680
0.0450000,0.0450000,0.0450000,inf,nan,2604759.6577483,13957961.1097173,8991662.1832039,55665413.1725262,891519.8954653,39209285.3383833,13957979.9693992,13957942.2500354,16454186.1626157,10406541.0636583,287622459.8881357
0.0475000,0.0475000,0.0475000,inf,nan,1507298.4453367,10063778.4101385,6482895.4327320,40136957.0063523,642623.6917821,28271375.6916080,10063796.6882355,10063760.1320415,11863572.4915761,7503182.0519798,207386538.4505633
0.0500000,0.0500000,0.0500000,inf,nan,964046.0173172,7324767.0408242,4718342.1592117,29214748.5907900,467576.3215316,20578011.1582327,7324784.8234593,7324749.2581891,8634719.6084109,5461076.1838991,150951246.5099761
0.0525000,0.0525000,0.0525000,inf,nan,695815.1411536,5379904.2080376,3465412.7509764,21459235.5631414,343295.1473720,15115200.0579814,5379921.5716428,5379886.8444324,6342039.8352065,4011058.1781543,110878362.4696643
0.0550000,0.0550000,0.0550000,inf,nan,594625.0288166,3986376.0447833,2567674.3505111,15902210.5581590,254255.9458088,11200956.7873079,3986393.0568729,3986359.0326938,4699294.7637168,2972094.9699696,82165123.6153651
0.0575000,0.0575000,0.0575000,inf,nan,616410.1963156,2979196.2408544,1918834.8450796,11885795.8976916,189910.7705129,8371885.7932121,2979212.9607271,2979179.5209817,3511992.1295565,2221178.8507968,61412253.1309889
0.0600000,0.0600000,0.0600000,inf,nan,477597.6913734,2245167.7434917,1445967.5120905,8958619.1341474,143022.9896512,6310049.6704929,2245184.2228729,2245151.2641105,2646690.8545829,1673914.2725639,46287494.7689814
0.0625000,0.0625000,0.0625000,inf,nan,392459.5352095,1705906.1758018,1098573.7543248,6808120.8930163,108581.7730631,4795288.1448347,1705922.4594331,1705889.8921705,2010988.3937890,1271860.7345073,35175844.6811540
0.0650000,0.0650000,0.0650000,inf,nan,348436.3195365,1306654.3176297,841376.7735593,5215953.7836589,83086.8836795,3673801.9520993,1306670.4438133,1306638.1914460,1540334.8113283,974193.2726086,26949095.7913031
0.0675000,0.0675000,0.0675000,inf,nan,339420.1244213,1008838.0531416,649525.7114684,4028299.9241525,64072.7105836,2837245.0961577,1008854.0542457,1008822.0520374,1189257.4426766,752152.4486331,20812467.2786320
0.0700000,0.0700000,0.0700000,inf,nan,364542.2827776,785064.8231932,505373.3901227,3135927.6588144,49788.4815630,2208677.2018796,785080.7261221,785048.9202643,925464.8762095,585315.3806615,16201556.8754995
0.0725000,0.0725000,0.0725000,inf,nan,411739.7190414,615732.4583700,396291.5492238,2460669.4901864,38981.4454800,1733038.8443135,615748.2850039,615716.6317362,725849.3140042,459067.4140648,12712471.8425842
0.0750000,0.0750000,0.0750000,inf,nan,411586.7434195,486709.8401946,313176.6134720,1946173.8195777,30748.5874309,1370637.2634459,486725.6078019,486694.0725872,573752.4452739,362872.9080313,10054042.8833277
0.0775000,0.0775000,0.0775000,inf,nan,455544.9130368,387737.4123939,249419.2256953,1551527.0282851,24434.3701928,1092653.8893684,387753.1340196,387721.6907683,457079.9069858,289082.7157546,8014869.2198460
0.0800000,0.0800000,0.0800000,inf,nan,551032.5524110,311315.3415161,200187.9489622,1246820.0269595,19559.6545780,878021.5115094,311331.0263468,311299.6566853,366990.6044528,232105.2379905,6440410.8083697
0.0825000,0.0825000,0.0825000,inf,nan,714238.6308836,251924.7671128,161927.5616914,1010042.9832013,15771.9159860,711236.9895182,251940.4208229,251909.1134027,296978.6908320,187825.8159128,5216943.2989451
0.0850000,0.0850000,0.0850000,inf,nan,973958.9320339,205478.3766499,132005.0947861,824894.4756298,12810.1224350,580818.0672954,205494.0017279,205462.7515718,242225.8835092,153197.1000272,4260237.8674302
0.0875000,0.0875000,0.0875000,inf,nan,1378764.3606032,168930.0673929,108458.3598770,679225.0077358,10479.7831686,478207.0167892,168945.6634516,168914.4713343,199141.3183843,125948.0284686,3507518.8041779
0.0900000,0.0900000,0.0900000,inf,nan,2009916.9067983,139995.7757248,89816.0964035,563923.8059661,8635.1039932,396986.5217853,140011.3397945,139980.2116551,165032.4526376,104375.6876357,2911711.5647462
0.0925000,0.0925000,0.0925000,inf,nan,3004712.0487351,116952.5326283,74968.5151010,472117.5506362,7166.1432321,332315.2804266,116968.0594356,116937.0058210,137868.1835355,87195.4953684,2437302.5851282
0.0950000,0.0950000,0.0950000,inf,nan,4599426.5770349,98492.9353467,63073.5425978,398590.0855723,5989.5099747,280519.2602653,98508.4175786,98477.4531147,116107.2939778,73432.7003857,2057340.8985589
0.0975000,0.0975000,0.0975000,inf,nan,6991012.9178928,83619.1297599,53488.5200934,339359.6833821,5041.5877715,238793.9319422,83634.5583143,83603.7012055,98573.4748084,62343.3394544,1751253.8447772
0.1000000,0.1000000,0.1000000,inf,nan,5850062.8576983,71565.1376588,45720.1626337,291369.3420404,4273.5699727,204986.1195229,71580.5018816,71549.7734360,84363.7611922,53356.3274692,1503246.8134554
0.1025000,0.1025000,0.1025000,inf,nan,6626979.0596435,61739.6393972,39387.6962647,252258.6523122,3647.8023834,177433.3074306,61754.9273071,61724.3514872,72781.0825857,46030.7983087,1301124.4649193
0.1050000,0.1050000,0.1050000,inf,nan,10883387.3818503,53683.6024051,34195.5592499,220194.8667637,3135.0746891,154844.6476001,53698.8009060,53668.4039042,63284.3135834,40024.5142168,1135417.8460519
0.1075000,0.1075000,0.1075000,inf,nan,9873411.3373264,46880.4404817,29913.0823924,189523.1853751,2712.6042054,133397.7504735,46891.2266463,46869.6543171,55264.4823272,34952.3275728,978362.3370475
0.1100000,0.1100000,0.1100000,inf,nan,9153995.2974542,40492.5824277,25923.4806644,163986.6858501,2362.5274670,115412.3852598,40503.0709571,40482.0938983,47734.2273871,30189.7761783,846433.2788749
0.1125000,0.1125000,0.1125000,inf,nan,12797029.2723599,35162.8713979,22494.8051557,142670.8847100,2070.7662031,100399.9563212,35173.0372059,35152.7055898,41451.3572179,26216.1401828,736312.4329369
0.1150000,0.1150000,0.1150000,inf,nan,21423495.9489903,30692.4941379,19619.5017167,124782.6776698,1831.7036597,87801.8283189,30702.3118253,30682.6764506,36181.5030412,22883.1917557,643901.9024477
0.1175000,0.1175000,0.1175000,inf,nan,17095163.3644044,26923.6665313,17195.9473944,109692.6236591,1596.2539967,77174.6447419,26933.1106187,26914.2224439,31738.6628179,20073.2928785,565949.4239323
0.1200000,0.1200000,0.1200000,inf,nan,16606466.5007530,23730.5109197,15143.0708643,96898.5631207,1397.1984486,68164.7015419,23739.5560689,23721.4657704,27974.4470798,17692.5938112,499860.3831794
0.1225000,0.1225000,0.1225000,inf,nan,15362289.1918313,21012.0802040,13395.8586654,85997.7969603,1228.2538774,60488.3507110,21020.7014260,21003.4589820,24769.8554697,15665.8321195,443554.0643394
0.1250000,0.1250000,0.1250000,inf,nan,13255407.5549533,18687.0008298,11901.9043459,76665.7210207,1084.2428150,53916.9509988,18695.1736788,18678.8279809,22028.9616842,13932.3386821,395353.2549429
0.1275000,0.1275000,0.1275000,inf,nan,9333793.9849651,16689.3415790,10618.7472890,68639.3485759,960.9718248,48265.2616554,16697.0423327,16681.6408253,19674.0434447,12442.9576141,353899.1075301
0.1300000,0.1300000,0.1300000,inf,nan,7582226.0583822,14965.4142282,9511.8118614,61704.5487085,855.0273332,43382.4535708,14972.6200533,14958.2084030,17641.8109905,11157.6609561,318085.2014244
0.1325000,0.1325000,0.1325000,inf,nan,5169699.5595114,13471.2853726,8552.8047023,55686.1204891,763.6168803,39145.1179025,13477.9744755,13464.5962697,15880.4739194,10043.6935816,287006.2572462
0.1350000,0.1350000,0.1350000,inf,nan,3517695.3487024,12170.8330438,7718.4629735,50440.0395609,684.4451615,35451.8049025,12176.9848053,12164.6812823,14347.4502531,9074.1242832,259918.0763490
0.1375000,0.1375000,0.1375000,inf,nan,2467586.1384990,11034.2222303,6989.5724697,45847.3751604,615.6168196,32218.7393681,11039.8173251,11028.6271354,13007.5693226,8226.7091764,236206.1114744
0.1400000,0.1400000,0.1400000,inf,nan,1799934.2981842,10036.7036903,6350.1939916,41809.4963618,555.5598780,29376.4441931,10041.7241912,10031.6831893,11831.6557612,7482.9961393,215360.6988517
0.1425000,0.1425000,0.1425000,inf,nan,1385079.9025865,9157.6631824,5787.0510340,38244.2770044,502.9651613,26867.0673668,9162.0926480,9153.2337169,10795.4087014,6827.6159538,196957.4504900
