# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,1928783.0382482
0.0050000,0.0050000,0.0050000,1209534.9566635
0.0100000,0.0100000,0.0100000,796868.1143562
0.0150000,0.0150000,0.0150000,547331.4745011
0.0200000,0.0200000,0.0200000,390963.3543175
0.0250000,0.0250000,0.0250000,289187.5755276
0.0300000,0.0300000,0.0300000,220213.0474932
0.0350000,0.0350000,0.0350000,171617.9684850
0.0400000,0.0400000,0.0400000,136155.8588170
0.0450000,0.0450000,0.0450000,109491.8574943
0.0500000,0.0500000,0.0500000,88719.8240737
0.0550000,0.0550000,0.0550000,71806.3189316
0.0600000,0.0600000,0.0600000,58595.0689425
0.0650000,0.0650000,0.0650000,48294.8087766
0.0700000,0.0700000,0.0700000,40332.0055747
0.0750000,0.0750000,0.0750000,34281.9954367
0.0800000,0.0800000,0.0800000,29367.2513406
0.0850000,0.0850000,0.0850000,24916.0632098
0.0900000,0.0900000,0.0900000,21271.1148917
0.0950000,0.0950000,0.0950000,18274.1736814
0.1000000,0.1000000,0.1000000,15797.9199132
0.1050000,0.1050000,0.1050000,13739.7386938
0.1100000,0.1100000,0.1100000,12016.8738675
0.1150000,0.1150000,0.1150000,10562.5752172
0.1200000,0.1200000,0.1200000,9323.0397740
0.1250000,0.1250000,0.1250000,8255.0177093
0.1300000,0.1300000,0.1300000,7323.9686157
0.1350000,0.1350000,0.1350000,6502.6467069
0.1400000,0.1400000,0.1400000,5769.9857550
0.1450000,0.1450000,0.1450000,5110.1604016
0.1500000,0.1500000,0.1500000,4511.7250193
0.1550000,0.1550000,0.1550000,3966.7711248
0.1600000,0.1600000,0.1600000,3470.0894232
0.1650000,0.1650000,0.1650000,3018.3606874
0.1700000,0.1700000,0.1700000,2609.4213187
0.1750000,0.1750000,0.1750000,2241.6512616
0.1800000,0.1800000,0.1800000,1913.5173142
0.1850000,0.1850000,0.1850000,1635.1676987
0.1900000,0.1900000,0.1900000,1380.7474550
0.1950000,0.1950000,0.1950000,1159.6960741
0.2000000,0.2000000,0.2000000,969.2662316
0.2050000,0.2050000,0.2050000,806.5179048
