# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,314886.1161412,8996260.3765168,5794806.5409779,35882133.2422282,574175.7884411,25274183.2058852,8996190.3096981,8996330.4433356,10605140.8109683,6707279.9738930,185400285.2987243
0.0025000,0.0025000,0.0025000,inf,nan,310084.8442000,7434027.6077137,4788402.1125910,29652146.5352908,474365.3874886,20885932.8866839,7433958.8199740,7434096.3954534,8763520.2042645,5542536.8332760,153209946.4365570
0.0050000,0.0050000,0.0050000,inf,nan,302970.7476223,6136987.0478617,3952843.6773534,24479645.7708118,391505.5135795,17242552.4403444,6136919.5349420,6137054.5607815,7234518.4636442,4575511.2239316,126483660.2380349
0.0075000,0.0075000,0.0075000,inf,nan,324939.4718581,5062881.4164585,3260906.8695599,20196133.5828751,322894.3522400,14225355.6932476,5062815.1721367,5062947.6607804,5968321.0671550,3774697.6758753,104350794.2166669
0.0100000,0.0100000,0.0100000,inf,nan,379035.6119629,4175327.5580052,2689151.8002260,16656534.6504923,266205.7358575,11732154.5088375,4175262.5744766,4175392.5415338,4922038.1393302,3112970.2501002,86061738.6642098
0.0125000,0.0125000,0.0125000,inf,nan,473059.2852425,3443261.2258747,2217565.3423211,13736981.9834450,219453.6270500,9675699.4857956,3443197.4940978,3443324.9576515,4059049.9408696,2567168.5899039,70976468.2501251
0.0150000,0.0150000,0.0150000,inf,nan,621154.2203990,2840349.4172228,1829182.5123213,11332473.8039926,180954.5293453,7982029.5070949,2840286.9272302,2840411.9072153,3348314.1062289,2117659.7794708,58552434.9898831
0.0175000,0.0175000,0.0175000,inf,nan,846822.0154635,2344407.0713224,1509710.6645910,9354547.8105365,149290.1789199,6588833.5331177,2344345.8124976,2344468.3301473,2763678.0249829,1747903.4556604,48332551.0315899
0.0200000,0.0200000,0.0200000,inf,nan,1188232.2673618,1936842.3448980,1247172.0981804,7729069.3737780,123272.0654793,5443892.6470661,1936782.3062199,1936902.3835760,2283224.9108648,1444038.2257535,39933760.1409840
0.0225000,0.0225000,0.0225000,inf,nan,1707460.7528427,1602145.0443111,1031574.4690006,6394191.8029718,101908.7143193,4503643.3035630,1602086.2145676,1602203.8740547,1888670.7457764,1194500.2613564,33036498.2835052
0.0250000,0.0250000,0.0250000,inf,nan,2506710.5496360,1327425.7029357,854613.8315711,5298518.5434855,84376.2081476,3731882.8140061,1327368.0709067,1327483.3349647,1564820.9263127,989679.6514886,27375197.5967612
0.0275000,0.0275000,0.0275000,inf,nan,3757328.2203245,1102007.7821528,709411.9068671,4399477.1905037,69992.1068969,3098624.0312738,1101951.3367667,1102064.2275389,1299089.5344715,821616.3626835,22729884.8279934
0.0300000,0.0300000,0.0300000,inf,nan,4816380.7848226,917072.1040917,590287.0014648,3661901.7649333,58192.7082723,2579096.7303667,917016.8345547,917127.3736286,1081080.1811707,683735.1411534,18918855.8723860
