# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.1950000,0.1950000,0.1950000,1702.3424644,-0.0351884,83.2345135
0.1975000,0.1975000,0.1975000,1466.2337296,-0.0336414,72.7900546
0.2000000,0.2000000,0.2000000,1264.9204749,-0.0321748,63.8128561
0.2025000,0.2025000,0.2025000,1092.9793326,-0.0307836,56.0793265
0.2050000,0.2050000,0.2050000,945.8799384,-0.0294629,49.3975892
0.2075000,0.2075000,0.2075000,819.8294922,-0.0282078,43.6020393
0.2100000,0.2100000,0.2100000,711.6458088,-0.0270132,38.5503572
0.2125000,0.2125000,0.2125000,618.6534807,-0.0258743,34.1223386
0.2150000,0.2150000,0.2150000,538.5988356,-0.0247863,30.2192960
0.2175000,0.2175000,0.2175000,469.5801567,-0.0237450,26.7625935
0.2200000,0.2200000,0.2200000,409.9902388,-0.0227471,23.6905448
0.2225000,0.2225000,0.2225000,358.4688700,-0.0217903,20.9541165
0.2250000,0.2250000,0.2250000,313.8632978,-0.0208732,18.5126799
0.2275000,0.2275000,0.2275000,275.1951740,-0.0199950,16.3308971
0.2300000,0.2300000,0.2300000,241.6328339,-0.0191554,14.3771208
0.2325000,0.2325000,0.2325000,212.4680380,-0.0183540,12.6230415
0.2350000,0.2350000,0.2350000,187.0964701,-0.0175902,11.0439705
0.2375000,0.2375000,0.2375000,165.0013902,-0.0168628,9.6191061
0.2400000,0.2400000,0.2400000,145.7399162,-0.0161705,8.3313441
0.2425000,0.2425000,0.2425000,128.9314843,-0.0155110,7.1665636
0.2450000,0.2450000,0.2450000,114.2481248,-0.0148816,6.1126558
0.2475000,0.2475000,0.2475000,101.4062904,-0.0142791,5.1586832
0.2500000,0.2500000,0.2500000,90.1600645,-0.0136996,4.2944364
0.2525000,0.2525000,0.2525000,80.2956437,-0.0131391,3.5104141
0.2550000,0.2550000,0.2550000,71.6269886,-0.0125937,2.7980519
0.2575000,0.2575000,0.2575000,63.9924992,-0.0120602,2.1499569
0.2600000,0.2600000,0.2600000,57.2524888,-0.0115364,1.5599827
0.2625000,0.2625000,0.2625000,51.2871471,-0.0110220,1.0231119
0.2650000,0.2650000,0.2650000,45.9946198,-0.0105177,0.5352154
0.2675000,0.2675000,0.2675000,41.2888991,-0.0100257,0.0927908
0.2700000,0.2700000,0.2700000,37.0974260,-0.0095480,-0.3072502
0.2725000,0.2725000,0.2725000,33.3585636,-0.0090859,-0.6677220
0.2750000,0.2750000,0.2750000,30.0192387,-0.0086391,-0.9912452
0.2775000,0.2775000,0.2775000,27.0330206,-0.0082062,-1.2802903
0.2800000,0.2800000,0.2800000,24.3587628,-0.0077846,-1.5372065
0.2825000,0.2825000,0.2825000,21.9597916,-0.0073714,-1.7642438
0.2850000,0.2850000,0.2850000,19.8035183,-0.0069642,-1.9635716
0.2875000,0.2875000,0.2875000,17.8612965,-0.0065619,-2.1372911
0.2900000,0.2900000,0.2900000,16.1083358,-0.0061649,-2.2874409
0.2925000,0.2925000,0.2925000,14.5235160,-0.0057752,-2.4159945
0.2950000,0.2950000,0.2950000,13.0890170,-0.0053958,-2.5248536
0.2975000,0.2975000,0.2975000,11.7897657,-0.0050297,-2.6158384
0.3000000,0.3000000,0.3000000,10.6127769,-0.0046794,-2.6906769
0.3025000,0.3025000,0.3025000,9.5465054,-0.0043461,-2.7509962
0.3050000,0.3050000,0.3050000,8.5803274,-0.0040294,-2.7983162
0.3075000,0.3075000,0.3075000,7.7042271,-0.0037280,-2.8340451
0.3100000,0.3100000,0.3100000,6.9087096,-0.0034397,-2.8594793
0.3125000,0.3125000,0.3125000,6.1848971,-0.0031623,-2.8758044
0.3150000,0.3150000,0.3150000,5.5247212,-0.0028941,-2.8840988
0.3175000,0.3175000,0.3175000,4.9211076,-0.0026345,-2.8853388
0.3200000,0.3200000,0.3200000,4.3680705,-0.0023834,-2.8804044
0.3225000,0.3225000,0.3225000,3.8606777,-0.0021416,-2.8700863
0.3250000,0.3250000,0.3250000,3.3949063,-0.0019102,-2.8550923
0.3275000,0.3275000,0.3275000,2.9674396,-0.0016899,-2.8360547
0.3300000,0.3300000,0.3300000,2.5754605,-0.0014815,-2.8135369
0.3325000,0.3325000,0.3325000,2.2164835,-0.0012851,-2.7880396
0.3350000,0.3350000,0.3350000,1.8882412,-0.0011007,-2.7600076
0.3375000,0.3375000,0.3375000,1.5886223,-0.0009281,-2.7298347
0.3400000,0.3400000,0.3400000,1.3156478,-0.0007668,-2.6978696
0.3425000,0.3425000,0.3425000,1.0674682,-0.0006166,-2.6644203
0.3450000,0.3450000,0.3450000,0.8423654,-0.0004770,-2.6297586
0.3475000,0.3475000,0.3475000,0.6387507,-0.0003481,-2.5941240
