# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,3756939066640.4882812
0.0050000,0.0050000,0.0050000,814975627166.8996582
0.0100000,0.0100000,0.0100000,209812156505.5891113
0.0150000,0.0150000,0.0150000,61944846779.7304840
0.0200000,0.0200000,0.0200000,20456217147.3091545
0.0250000,0.0250000,0.0250000,7415871290.4454889
0.0300000,0.0300000,0.0300000,2909237827.7518611
0.0350000,0.0350000,0.0350000,1221255554.4643309
0.0400000,0.0400000,0.0400000,543745524.3428173
0.0450000,0.0450000,0.0450000,254969811.9965348
0.0500000,0.0500000,0.0500000,125216534.7806754
0.0550000,0.0550000,0.0550000,64123235.5238792
0.0600000,0.0600000,0.0600000,34126930.6306570
0.0650000,0.0650000,0.0650000,18829493.3479959
0.0700000,0.0700000,0.0700000,10752292.8203544
0.0750000,0.0750000,0.0750000,6347793.4224994
0.0800000,0.0800000,0.0800000,3872252.4615664
0.0850000,0.0850000,0.0850000,2440323.6249070
0.0900000,0.0900000,0.0900000,1588914.7265081
0.0950000,0.0950000,0.0950000,1069023.8920448
0.1000000,0.1000000,0.1000000,743254.8181722
0.1050000,0.1050000,0.1050000,533906.4909347
0.1100000,0.1100000,0.1100000,395984.6811437
0.1150000,0.1150000,0.1150000,302829.0564027
0.1200000,0.1200000,0.1200000,238286.4360519
0.1250000,0.1250000,0.1250000,192358.9139119
0.1300000,0.1300000,0.1300000,158735.3541317
0.1350000,0.1350000,0.1350000,133363.2629099
0.1400000,0.1400000,0.1400000,113605.4524472
0.1450000,0.1450000,0.1450000,97730.8230166
0.1500000,0.1500000,0.1500000,84599.1857084
0.1550000,0.1550000,0.1550000,73460.8470945
0.1600000,0.1600000,0.1600000,63825.6189668
0.1650000,0.1650000,0.1650000,55375.0731016
0.1700000,0.1700000,0.1700000,47902.7275338
0.1750000,0.1750000,0.1750000,41273.0077212
0.1800000,0.1800000,0.1800000,35393.2975318
0.1850000,0.1850000,0.1850000,30195.3500097
0.1900000,0.1900000,0.1900000,25623.4475698
0.1950000,0.1950000,0.1950000,21627.3783769
0.2000000,0.2000000,0.2000000,18158.7481216
0.2050000,0.2050000,0.2050000,15169.4864646
0.2100000,0.2100000,0.2100000,12611.6860500
0.2150000,0.2150000,0.2150000,10438.1477310
0.2200000,0.2200000,0.2200000,8603.2026156
0.2250000,0.2250000,0.2250000,7063.5397788
0.2300000,0.2300000,0.2300000,5778.8888120
0.2350000,0.2350000,0.2350000,4712.4919537
0.2400000,0.2400000,0.2400000,3831.3565325
0.2450000,0.2450000,0.2450000,3106.3111225
0.2500000,0.2500000,0.2500000,2511.9044222
0.2550000,0.2550000,0.2550000,2026.1900616
0.2600000,0.2600000,0.2600000,1644.0528037
0.2650000,0.2650000,0.2650000,1322.4204761
0.2700000,0.2700000,0.2700000,1061.6130908
0.2750000,0.2750000,0.2750000,850.5488639
0.2800000,0.2800000,0.2800000,680.0447948
