# r[nm],d[nm],daligned[nm],UMethane(d)[kj/mol]
-0.2690250,-0.2690250,-0.0628214,1552.8683675
-0.2590250,-0.2590250,-0.0528214,1323.6747612
-0.2490250,-0.2490250,-0.0428214,1199.3835849
-0.2390250,-0.2390250,-0.0328214,1151.3092590
-0.2290250,-0.2290250,-0.0228214,1125.8303370
-0.2190250,-0.2190250,-0.0128214,1127.2952987
-0.2090250,-0.2090250,-0.0028214,1206.8351720
-0.1990250,-0.1990250,0.0071786,1177.4458934
-0.1890250,-0.1890250,0.0171786,1200.8989975
-0.1790250,-0.1790250,0.0271786,1345.3376451
-0.1690250,-0.1690250,0.0371786,1217.1444022
-0.1590250,-0.1590250,0.0471786,1142.7194355
-0.1490250,-0.1490250,0.0571786,1204.6013698
-0.1390250,-0.1390250,0.0671786,996.5900965
-0.1290250,-0.1290250,0.0771786,810.7886833
-0.1190250,-0.1190250,0.0871786,689.7558178
-0.1090250,-0.1090250,0.0971786,609.3990445
-0.0990250,-0.0990250,0.1071786,555.0909596
-0.0890250,-0.0890250,0.1171786,517.4508524
-0.0790250,-0.0790250,0.1271786,490.1175378
-0.0690250,-0.0690250,0.1371786,453.4176081
-0.0590250,-0.0590250,0.1471786,379.9175913
-0.0490250,-0.0490250,0.1571786,314.3263021
-0.0390250,-0.0390250,0.1671786,260.6947913
-0.0290250,-0.0290250,0.1771786,200.4255373
-0.0190250,-0.0190250,0.1871786,148.2990847
-0.0090250,-0.0090250,0.1971786,107.3801673
0.0009750,0.0009750,0.2071786,76.8114459
0.0109750,0.0109750,0.2171786,56.4532237
0.0209750,0.0209750,0.2271786,42.7606017
0.0309750,0.0309750,0.2371786,33.2764480
0.0409750,0.0409750,0.2471786,26.4269232
0.0509750,0.0509750,0.2571786,21.1949392
0.0609750,0.0609750,0.2671786,16.9290414
0.0709750,0.0709750,0.2771786,13.3018969
0.0809750,0.0809750,0.2871786,10.3016983
0.0909750,0.0909750,0.2971786,7.9213357
0.1009750,0.1009750,0.3071786,6.0163387
0.1109750,0.1109750,0.3171786,4.4195134
0.1209750,0.1209750,0.3271786,3.0268917
0.1309750,0.1309750,0.3371786,1.7882921
0.1409750,0.1409750,0.3471786,0.6899627
0.1509750,0.1509750,0.3571786,-0.2731451
0.1609750,0.1609750,0.3671786,-1.1185708
0.1709750,0.1709750,0.3771786,-1.8678041
0.1809750,0.1809750,0.3871786,-2.5323732
0.1909750,0.1909750,0.3971786,-3.1090496
0.2009750,0.2009750,0.4071786,-3.5835903
0.2109750,0.2109750,0.4171786,-3.9433685
0.2209750,0.2209750,0.4271786,-4.1883525
0.2309750,0.2309750,0.4371786,-4.3307310
0.2409750,0.2409750,0.4471786,-4.3873892
0.2509750,0.2509750,0.4571786,-4.3733039
0.2609750,0.2609750,0.4671786,-4.3007052
0.2709750,0.2709750,0.4771786,-4.1805917
0.2809750,0.2809750,0.4871786,-4.0234440
0.2909750,0.2909750,0.4971786,-3.8394696
0.3009750,0.3009750,0.5071786,-3.6379717
0.3109750,0.3109750,0.5171786,-3.4268925
0.3209750,0.3209750,0.5271786,-3.2132204
0.3309750,0.3309750,0.5371786,-3.0029197
0.3409750,0.3409750,0.5471786,-2.8004537
0.3509750,0.3509750,0.5571786,-2.6086552
0.3609750,0.3609750,0.5671786,-2.4289890
0.3709750,0.3709750,0.5771786,-2.2619433
0.3809750,0.3809750,0.5871786,-2.1073775
