# r[nm],d[nm],daligned[nm],UWater(d)[kj/mol]
-1.5011667,-1.5011667,-1.4932887,-3.9634503
-1.4911667,-1.4911667,-1.4832887,-4.2668582
-1.4811667,-1.4811667,-1.4732887,-4.5998734
-1.4711667,-1.4711667,-1.4632887,-4.9658266
-1.4611667,-1.4611667,-1.4532887,-5.3684080
-1.4511667,-1.4511667,-1.4432887,-5.8116749
-1.4411667,-1.4411667,-1.4332887,-6.3000398
-1.4311667,-1.4311667,-1.4232887,-6.8382221
-1.4211667,-1.4211667,-1.4132887,-7.4311406
-1.4111667,-1.4111667,-1.4032887,-8.0837098
-1.4011667,-1.4011667,-1.3932887,-8.8004826
-1.3911667,-1.3911667,-1.3832887,-9.5850490
-1.3811667,-1.3811667,-1.3732887,-10.4390579
-1.3711667,-1.3711667,-1.3632887,-11.3606687
-1.3611667,-1.3611667,-1.3532887,-12.3421909
-1.3511667,-1.3511667,-1.3432887,-13.3667000
-1.3411667,-1.3411667,-1.3332887,-14.4037549
-1.3311667,-1.3311667,-1.3232887,-15.4054655
-1.3211667,-1.3211667,-1.3132887,-16.3065791
-1.3111667,-1.3111667,-1.3032887,-17.0341466
-1.3011667,-1.3011667,-1.2932887,-17.5245535
-1.2911667,-1.2911667,-1.2832887,-17.7264595
-1.2811667,-1.2811667,-1.2732887,-17.5852385
-1.2711667,-1.2711667,-1.2632887,-17.0315291
-1.2611667,-1.2611667,-1.2532887,-15.9346335
-1.2511667,-1.2511667,-1.2432887,-14.0352327
-1.2411667,-1.2411667,-1.2332887,-10.9225971
-1.2311667,-1.2311667,-1.2232887,-6.0339047
-1.2211667,-1.2211667,-1.2132887,1.3714212
-1.2111667,-1.2111667,-1.2032887,12.3561892
-1.2011667,-1.2011667,-1.1932887,28.4803979
-1.1911667,-1.1911667,-1.1832887,51.8363171
-1.1811667,-1.1811667,-1.1732887,85.1201907
-1.1711667,-1.1711667,-1.1632887,131.7647269
-1.1611667,-1.1611667,-1.1532887,195.9861748
-1.1511667,-1.1511667,-1.1432887,282.7081553
-1.1411667,-1.1411667,-1.1332887,397.2869807
-1.1311667,-1.1311667,-1.1232887,544.9437621
-1.1211667,-1.1211667,-1.1132887,730.5972733
-1.1111667,-1.1111667,-1.1032887,958.8546455
-1.1011667,-1.1011667,-1.0932887,1232.0790316
-1.0911667,-1.0911667,-1.0832887,1548.7727819
-1.0811667,-1.0811667,-1.0732887,1861.0553535
-1.0711667,-1.0711667,-1.0632887,2229.9303194
-1.0611667,-1.0611667,-1.0532887,2607.1876899
-1.0511667,-1.0511667,-1.0432887,2977.2346625
-1.0411667,-1.0411667,-1.0332887,3326.7380977
-1.0311667,-1.0311667,-1.0232887,3669.0416586
-1.0211667,-1.0211667,-1.0132887,4055.1603827
-1.0111667,-1.0111667,-1.0032887,4591.1974441
-1.0011667,-1.0011667,-0.9932887,5533.0510849
-0.9911667,-0.9911667,-0.9832887,7226.6128181
-0.9811667,-0.9811667,-0.9732887,10728.3932635
-0.9711667,-0.9711667,-0.9632887,17844.5551023
-0.9611667,-0.9611667,-0.9532887,25963.0483339
-0.9511667,-0.9511667,-0.9432887,27101.2969888
-0.9411667,-0.9411667,-0.9332887,21644.1854035
-0.9311667,-0.9311667,-0.9232887,18992.7093312
-0.9211667,-0.9211667,-0.9132887,19018.0702117
-0.9111667,-0.9111667,-0.9032887,18756.5224105
-0.9011667,-0.9011667,-0.8932887,20758.2967862
-0.8911667,-0.8911667,-0.8832887,25542.1227707
-0.8811667,-0.8811667,-0.8732887,26544.8623618
-0.8711667,-0.8711667,-0.8632887,19308.9407619
-0.8611667,-0.8611667,-0.8532887,12095.2269408
-0.8511667,-0.8511667,-0.8432887,7912.3642337
-0.8411667,-0.8411667,-0.8332887,6047.7194118
-0.8311667,-0.8311667,-0.8232887,5141.7783758
-0.8211667,-0.8211667,-0.8132887,4852.5414468
-0.8111667,-0.8111667,-0.8032887,4895.1182726
-0.8011667,-0.8011667,-0.7932887,5294.4090642
-0.7911667,-0.7911667,-0.7832887,6385.9405368
-0.7811667,-0.7811667,-0.7732887,8710.7767307
-0.7711667,-0.7711667,-0.7632887,13876.1409468
-0.7611667,-0.7611667,-0.7532887,21175.7601642
-0.7511667,-0.7511667,-0.7432887,26796.7013235
-0.7411667,-0.7411667,-0.7332887,23280.5810502
-0.7311667,-0.7311667,-0.7232887,19437.6342235
-0.7211667,-0.7211667,-0.7132887,18318.1414181
-0.7111667,-0.7111667,-0.7032887,18360.1192551
-0.7011667,-0.7011667,-0.6932887,19122.3528109
-0.6911667,-0.6911667,-0.6832887,22595.8993237
-0.6811667,-0.6811667,-0.6732887,27239.1892760
-0.6711667,-0.6711667,-0.6632887,22392.6608046
-0.6611667,-0.6611667,-0.6532887,14933.1956372
-0.6511667,-0.6511667,-0.6432887,9160.1880580
-0.6411667,-0.6411667,-0.6332887,6626.6145508
-0.6311667,-0.6311667,-0.6232887,5425.1830777
-0.6211667,-0.6211667,-0.6132887,4947.8693148
-0.6111667,-0.6111667,-0.6032887,4861.9926867
-0.6011667,-0.6011667,-0.5932887,5106.4292649
-0.5911667,-0.5911667,-0.5832887,5906.2451804
-0.5811667,-0.5811667,-0.5732887,7601.1274712
-0.5711667,-0.5711667,-0.5632887,11324.1201817
-0.5611667,-0.5611667,-0.5532887,18443.9696016
-0.5511667,-0.5511667,-0.5432887,26205.4855167
-0.5411667,-0.5411667,-0.5332887,26410.8252626
-0.5311667,-0.5311667,-0.5232887,21238.7724389
-0.5211667,-0.5211667,-0.5132887,18864.1175074
-0.5111667,-0.5111667,-0.5032887,19091.9277700
-0.5011667,-0.5011667,-0.4932887,18819.8491913
-0.4911667,-0.4911667,-0.4832887,21097.3505059
-0.4811667,-0.4811667,-0.4732887,26165.2456719
-0.4711667,-0.4711667,-0.4632887,26293.6332245
-0.4611667,-0.4611667,-0.4532887,18647.2931198
-0.4511667,-0.4511667,-0.4432887,11504.0536520
-0.4411667,-0.4411667,-0.4332887,7656.5086338
-0.4311667,-0.4311667,-0.4232887,5931.6695081
-0.4211667,-0.4211667,-0.4132887,5115.5341845
-0.4111667,-0.4111667,-0.4032887,4877.5184254
-0.4011667,-0.4011667,-0.3932887,4969.1840920
-0.3911667,-0.3911667,-0.3832887,5483.5822886
-0.3811667,-0.3811667,-0.3732887,6762.2166366
-0.3711667,-0.3711667,-0.3632887,9470.8121063
-0.3611667,-0.3611667,-0.3532887,15563.9068208
-0.3511667,-0.3511667,-0.3432887,23158.0616685
-0.3411667,-0.3411667,-0.3332887,27875.2144418
-0.3311667,-0.3311667,-0.3232887,22957.9804295
-0.3211667,-0.3211667,-0.3132887,19481.1555425
-0.3111667,-0.3111667,-0.3032887,18754.9402295
-0.3011667,-0.3011667,-0.2932887,18675.4475097
-0.2911667,-0.2911667,-0.2832887,19857.9366540
-0.2811667,-0.2811667,-0.2732887,23799.2770410
-0.2711667,-0.2711667,-0.2632887,27303.0028315
-0.2611667,-0.2611667,-0.2532887,21618.5677962
-0.2511667,-0.2511667,-0.2432887,14165.9009130
-0.2411667,-0.2411667,-0.2332887,8836.8384556
-0.2311667,-0.2311667,-0.2232887,6491.9844071
-0.2211667,-0.2211667,-0.2132887,5365.0642325
-0.2111667,-0.2111667,-0.2032887,4936.9407628
-0.2011667,-0.2011667,-0.1932887,4880.8350097
-0.1911667,-0.1911667,-0.1832887,5149.5504500
-0.1811667,-0.1811667,-0.1732887,6014.7259601
-0.1711667,-0.1711667,-0.1632887,7828.1776379
-0.1611667,-0.1611667,-0.1532887,11864.9481337
-0.1511667,-0.1511667,-0.1432887,18951.3215982
-0.1411667,-0.1411667,-0.1332887,26124.2389036
-0.1311667,-0.1311667,-0.1232887,25000.7257409
-0.1211667,-0.1211667,-0.1132887,20318.3395424
-0.1111667,-0.1111667,-0.1032887,18385.2161089
-0.1011667,-0.1011667,-0.0932887,18657.6283105
-0.0911667,-0.0911667,-0.0832887,18625.0270980
-0.0811667,-0.0811667,-0.0732887,21278.8576167
-0.0711667,-0.0711667,-0.0632887,26653.9930812
-0.0611667,-0.0611667,-0.0532887,25330.7565268
-0.0511667,-0.0511667,-0.0432887,17344.7139046
-0.0411667,-0.0411667,-0.0332887,10347.7319090
-0.0311667,-0.0311667,-0.0232887,7011.7272980
-0.0211667,-0.0211667,-0.0132887,5404.0952536
-0.0111667,-0.0111667,-0.0032887,4503.0986930
-0.0011667,-0.0011667,0.0067113,3992.9189697
0.0088333,0.0088333,0.0167113,3620.6776998
0.0188333,0.0188333,0.0267113,3290.3836831
0.0288333,0.0288333,0.0367113,2951.8431417
0.0388333,0.0388333,0.0467113,2589.2339972
0.0488333,0.0488333,0.0567113,2217.9868939
0.0588333,0.0588333,0.0667113,1853.7953035
0.0688333,0.0688333,0.0767113,1547.3597960
0.0788333,0.0788333,0.0867113,1232.9094589
0.0888333,0.0888333,0.0967113,961.0714719
0.0988333,0.0988333,0.1067113,733.5434234
0.1088333,0.1088333,0.1167113,548.1669737
0.1188333,0.1188333,0.1267113,400.5550529
0.1288333,0.1288333,0.1367113,285.6935012
0.1388333,0.1388333,0.1467113,198.4222242
0.1488333,0.1488333,0.1567113,133.6199175
0.1588333,0.1588333,0.1667113,86.4840393
0.1688333,0.1688333,0.1767113,52.8201714
0.1788333,0.1788333,0.1867113,29.1811980
0.1888333,0.1888333,0.1967113,12.8510163
0.1988333,0.1988333,0.2067113,1.7203862
0.2088333,0.2088333,0.2167113,-5.7879560
0.2188333,0.2188333,0.2267113,-10.7511032
0.2288333,0.2288333,0.2367113,-13.9167477
0.2388333,0.2388333,0.2467113,-15.8525685
0.2488333,0.2488333,0.2567113,-16.9743591
0.2588333,0.2588333,0.2667113,-17.5463667
0.2688333,0.2688333,0.2767113,-17.7026517
0.2788333,0.2788333,0.2867113,-17.5135578
0.2888333,0.2888333,0.2967113,-17.0340323
0.2988333,0.2988333,0.3067113,-16.3152889
0.3088333,0.3088333,0.3167113,-15.4204547
0.3188333,0.3188333,0.3267113,-14.4224624
0.3288333,0.3288333,0.3367113,-13.3870601
0.3388333,0.3388333,0.3467113,-12.3627712
0.3488333,0.3488333,0.3567113,-11.3805779
0.3588333,0.3588333,0.3667113,-10.4577952
0.3688333,0.3688333,0.3767113,-9.6023724
0.3788333,0.3788333,0.3867113,-8.8163120
0.3888333,0.3888333,0.3967113,-8.0980618
0.3988333,0.3988333,0.4067113,-7.4440862
0.4088333,0.4088333,0.4167113,-6.8498604
0.4188333,0.4188333,0.4267113,-6.3104813
0.4288333,0.4288333,0.4367113,-5.8210321
0.4388333,0.4388333,0.4467113,-5.3767895
0.4488333,0.4488333,0.4567113,-4.9733344
0.4588333,0.4588333,0.4667113,-4.6066010
0.4688333,0.4688333,0.4767113,-4.2728907
0.4788333,0.4788333,0.4867113,-3.9688640
0.4888333,0.4888333,0.4967113,-3.6915209
0.4988333,0.4988333,0.5067113,-3.4381754
0.5088333,0.5088333,0.5167113,-3.2064279
0.5188333,0.5188333,0.5267113,-2.9941366
0.5288333,0.5288333,0.5367113,-2.7993917
0.5388333,0.5388333,0.5467113,-2.6204896
0.5488333,0.5488333,0.5567113,-2.4559106
0.5588333,0.5588333,0.5667113,-2.3042981
0.5688333,0.5688333,0.5767113,-2.1644400
0.5788333,0.5788333,0.5867113,-2.0352525
0.5888333,0.5888333,0.5967113,-1.9157650
0.5988333,0.5988333,0.6067113,-1.8051078
0.6088333,0.6088333,0.6167113,-1.7025001
0.6188333,0.6188333,0.6267113,-1.6072405
0.6288333,0.6288333,0.6367113,-1.5186977
0.6388333,0.6388333,0.6467113,-1.4363028
0.6488333,0.6488333,0.6567113,-1.3595426
0.6588333,0.6588333,0.6667113,-1.2879535
