# r[nm],d[nm],daligned[nm],UWater(d)[kj/mol]
-1.8056111,-1.8056111,-1.7987397,41.0729062
-1.7956111,-1.7956111,-1.7887397,71.1161443
-1.7856111,-1.7856111,-1.7787397,113.5720596
-1.7756111,-1.7756111,-1.7687397,172.4865350
-1.7656111,-1.7656111,-1.7587397,252.7005769
-1.7556111,-1.7556111,-1.7487397,359.7915200
-1.7456111,-1.7456111,-1.7387397,499.8062157
-1.7356111,-1.7356111,-1.7287397,678.4501583
-1.7256111,-1.7256111,-1.7187397,900.3283814
-1.7156111,-1.7156111,-1.7087397,1169.1286896
-1.7056111,-1.7056111,-1.6987397,1485.7060561
-1.6956111,-1.6956111,-1.6887397,1846.1155668
-1.6856111,-1.6856111,-1.6787397,2194.8021023
-1.6756111,-1.6756111,-1.6687397,2597.3613599
-1.6656111,-1.6656111,-1.6587397,3000.3148891
-1.6556111,-1.6556111,-1.6487397,3389.0635240
-1.6456111,-1.6456111,-1.6387397,3759.4350789
-1.6356111,-1.6356111,-1.6287397,4139.9499563
-1.6256111,-1.6256111,-1.6187397,4608.0432039
-1.6156111,-1.6156111,-1.6087397,5358.9627165
-1.6056111,-1.6056111,-1.5987397,6699.5843364
-1.5956111,-1.5956111,-1.5887397,9249.5159943
-1.5856111,-1.5856111,-1.5787397,14891.6336708
-1.5756111,-1.5756111,-1.5687397,23259.6507985
-1.5656111,-1.5656111,-1.5587397,30124.4609704
-1.5556111,-1.5556111,-1.5487397,27005.0084620
-1.5456111,-1.5456111,-1.5387397,22375.2092411
-1.5356111,-1.5356111,-1.5287397,20886.0089697
-1.5256111,-1.5256111,-1.5187397,20997.6308014
-1.5156111,-1.5156111,-1.5087397,21683.2166167
-1.5056111,-1.5056111,-1.4987397,25477.9576625
-1.4956111,-1.4956111,-1.4887397,31166.0042911
-1.4856111,-1.4856111,-1.4787397,25926.1938526
-1.4756111,-1.4756111,-1.4687397,17270.6219697
-1.4656111,-1.4656111,-1.4587397,10430.1708849
-1.4556111,-1.4556111,-1.4487397,7398.0699500
-1.4456111,-1.4456111,-1.4387397,5991.6476446
-1.4356111,-1.4356111,-1.4287397,5403.1232951
-1.4256111,-1.4256111,-1.4187397,5290.5286888
-1.4156111,-1.4156111,-1.4087397,5532.5534950
-1.4056111,-1.4056111,-1.3987397,6366.3217607
-1.3956111,-1.3956111,-1.3887397,8154.8210351
-1.3856111,-1.3856111,-1.3787397,12215.8230602
-1.3756111,-1.3756111,-1.3687397,20180.3904716
-1.3656111,-1.3656111,-1.3587397,28956.6884241
-1.3556111,-1.3556111,-1.3487397,29768.1428080
-1.3456111,-1.3456111,-1.3387397,23861.1053053
-1.3356111,-1.3356111,-1.3287397,21134.8313486
-1.3256111,-1.3256111,-1.3187397,21238.6617548
-1.3156111,-1.3156111,-1.3087397,21078.2862325
-1.3056111,-1.3056111,-1.2987397,23639.8845801
-1.2956111,-1.2956111,-1.2887397,29377.3064704
-1.2856111,-1.2856111,-1.2787397,29116.7037469
-1.2756111,-1.2756111,-1.2687397,20547.0552206
-1.2656111,-1.2656111,-1.2587397,12531.5585799
-1.2556111,-1.2556111,-1.2487397,8292.2315988
-1.2456111,-1.2456111,-1.2387397,6426.2365543
-1.2356111,-1.2356111,-1.2287397,5556.2862759
-1.2256111,-1.2256111,-1.2187397,5293.8468952
-1.2156111,-1.2156111,-1.2087397,5388.0390240
-1.2056111,-1.2056111,-1.1987397,5948.9678116
-1.1956111,-1.1956111,-1.1887397,7313.3984197
-1.1856111,-1.1856111,-1.1787397,10240.5608890
-1.1756111,-1.1756111,-1.1687397,16859.0300035
-1.1656111,-1.1656111,-1.1587397,25461.6932196
-1.1556111,-1.1556111,-1.1487397,31076.8703344
-1.1456111,-1.1456111,-1.1387397,25770.7916054
-1.1356111,-1.1356111,-1.1287397,21819.7616133
-1.1256111,-1.1256111,-1.1187397,20995.9737280
