# r[nm],d[nm],daligned[nm],UWater(d)[kj/mol]
-2.6379333,-2.6379333,-2.6570821,18869.6578677
-2.6279333,-2.6279333,-2.6470821,22878.2418041
-2.6179333,-2.6179333,-2.6370821,26056.3841324
-2.6079333,-2.6079333,-2.6270821,28872.7050424
-2.5979333,-2.5979333,-2.6170821,30925.4485032
-2.5879333,-2.5879333,-2.6070821,31535.1997216
-2.5779333,-2.5779333,-2.5970821,29953.0611537
-2.5679333,-2.5679333,-2.5870821,27193.8131826
-2.5579333,-2.5579333,-2.5770821,23723.7881140
-2.5479333,-2.5479333,-2.5670821,19856.6946670
-2.5379333,-2.5379333,-2.5570821,16091.0422232
-2.5279333,-2.5279333,-2.5470821,12719.1825882
-2.5179333,-2.5179333,-2.5370821,9909.2995808
-2.5079333,-2.5079333,-2.5270821,7737.1033966
-2.4979333,-2.4979333,-2.5170821,6216.2487497
-2.4879333,-2.4879333,-2.5070821,5330.5446023
-2.4779333,-2.4779333,-2.4970821,5002.3001994
-2.4679333,-2.4679333,-2.4870821,4994.4859635
-2.4579333,-2.4579333,-2.4770821,5225.1632775
-2.4479333,-2.4479333,-2.4670821,6025.5428092
-2.4379333,-2.4379333,-2.4570821,7433.5943384
-2.4279333,-2.4279333,-2.4470821,9496.5134994
-2.4179333,-2.4179333,-2.4370821,12209.3369726
-2.4079333,-2.4079333,-2.4270821,15463.7466527
-2.3979333,-2.3979333,-2.4170821,19121.0305867
-2.3879333,-2.3879333,-2.4070821,22923.4875283
-2.3779333,-2.3779333,-2.3970821,26515.3189588
-2.3679333,-2.3679333,-2.3870821,29488.7474220
-2.3579333,-2.3579333,-2.3770821,31316.5057123
-2.3479333,-2.3479333,-2.3670821,31042.9637473
-2.3379333,-2.3379333,-2.3570821,29008.7282175
-2.3279333,-2.3279333,-2.3470821,25929.3262197
-2.3179333,-2.3179333,-2.3370821,22166.4553424
-2.3079333,-2.3079333,-2.3270821,18299.7545102
-2.2979333,-2.2979333,-2.3170821,14674.7745411
-2.2879333,-2.2879333,-2.3070821,11524.7009278
-2.2779333,-2.2779333,-2.2970821,8978.2878195
-2.2679333,-2.2679333,-2.2870821,7083.4397376
-2.2579333,-2.2579333,-2.2770821,5839.5847420
-2.2479333,-2.2479333,-2.2670821,5221.9152674
-2.2379333,-2.2379333,-2.2570821,5114.6119497
