# r[nm],d[nm],daligned[nm],UWater(d)[kj/mol]
-0.9900000,-0.9900000,-1.0434502,-0.1379004
-0.9800000,-0.9800000,-1.0334502,-0.1438911
-0.9700000,-0.9700000,-1.0234502,-0.1501997
-0.9600000,-0.9600000,-1.0134502,-0.1568464
-0.9500000,-0.9500000,-1.0034502,-0.1638527
-0.9400000,-0.9400000,-0.9934502,-0.1712422
-0.9300000,-0.9300000,-0.9834502,-0.1790397
-0.9200000,-0.9200000,-0.9734502,-0.1872725
-0.9100000,-0.9100000,-0.9634502,-0.1959695
-0.9000000,-0.9000000,-0.9534502,-0.2051621
-0.8900000,-0.8900000,-0.9434502,-0.2148843
-0.8800000,-0.8800000,-0.9334502,-0.2251726
-0.8700000,-0.8700000,-0.9234502,-0.2360665
-0.8600000,-0.8600000,-0.9134502,-0.2476091
-0.8500000,-0.8500000,-0.9034502,-0.2598464
-0.8400000,-0.8400000,-0.8934502,-0.2728289
-0.8300000,-0.8300000,-0.8834502,-0.2866110
-0.8200000,-0.8200000,-0.8734502,-0.3012518
-0.8100000,-0.8100000,-0.8634502,-0.3168157
-0.8000000,-0.8000000,-0.8534502,-0.3333726
-0.7900000,-0.7900000,-0.8434502,-0.3509987
-0.7800000,-0.7800000,-0.8334502,-0.3697769
-0.7700000,-0.7700000,-0.8234502,-0.3897977
-0.7600000,-0.7600000,-0.8134502,-0.4111601
-0.7500000,-0.7500000,-0.8034502,-0.4339719
-0.7400000,-0.7400000,-0.7934502,-0.4583513
-0.7300000,-0.7300000,-0.7834502,-0.4844279
-0.7200000,-0.7200000,-0.7734502,-0.5123433
-0.7100000,-0.7100000,-0.7634502,-0.5422534
-0.7000000,-0.7000000,-0.7534502,-0.5743291
-0.6900000,-0.6900000,-0.7434502,-0.6087584
-0.6800000,-0.6800000,-0.7334502,-0.6457483
-0.6700000,-0.6700000,-0.7234502,-0.6855268
-0.6600000,-0.6600000,-0.7134502,-0.7283454
-0.6500000,-0.6500000,-0.7034502,-0.7744816
-0.6400000,-0.6400000,-0.6934502,-0.8242423
-0.6300000,-0.6300000,-0.6834502,-0.8779664
-0.6200000,-0.6200000,-0.6734502,-0.9360295
-0.6100000,-0.6100000,-0.6634502,-0.9988472
-0.6000000,-0.6000000,-0.6534502,-1.0668804
-0.5900000,-0.5900000,-0.6434502,-1.1406399
-0.5800000,-0.5800000,-0.6334502,-1.2206922
-0.5700000,-0.5700000,-0.6234502,-1.3076659
-0.5600000,-0.5600000,-0.6134502,-1.4022581
-0.5500000,-0.5500000,-0.6034502,-1.5052416
-0.5400000,-0.5400000,-0.5934502,-1.6174721
-0.5300000,-0.5300000,-0.5834502,-1.7398960
-0.5200000,-0.5200000,-0.5734502,-1.8735576
-0.5100000,-0.5100000,-0.5634502,-2.0196053
-0.5000000,-0.5000000,-0.5534502,-2.1792964
-0.4900000,-0.4900000,-0.5434502,-2.3539987
-0.4800000,-0.4800000,-0.5334502,-2.5451867
-0.4700000,-0.4700000,-0.5234502,-2.7544297
-0.4600000,-0.4600000,-0.5134502,-2.9833674
-0.4500000,-0.4500000,-0.5034502,-3.2336648
-0.4400000,-0.4400000,-0.4934502,-3.5069381
-0.4300000,-0.4300000,-0.4834502,-3.8046347
-0.4200000,-0.4200000,-0.4734502,-4.1278444
-0.4100000,-0.4100000,-0.4634502,-4.4770091
-0.4000000,-0.4000000,-0.4534502,-4.8514761
-0.3900000,-0.3900000,-0.4434502,-5.2488193
-0.3800000,-0.3800000,-0.4334502,-5.6638079
-0.3700000,-0.3700000,-0.4234502,-6.0868429
-0.3600000,-0.3600000,-0.4134502,-6.5015895
-0.3500000,-0.3500000,-0.4034502,-6.8813988
-0.3400000,-0.3400000,-0.3934502,-7.1839239
-0.3300000,-0.3300000,-0.3834502,-7.3430987
-0.3200000,-0.3200000,-0.3734502,-7.2574373
-0.3100000,-0.3100000,-0.3634502,-6.7736672
-0.3000000,-0.3000000,-0.3534502,-5.6656451
-0.2900000,-0.2900000,-0.3434502,-3.6111977
-0.2800000,-0.2800000,-0.3334502,-0.1729765
-0.2700000,-0.2700000,-0.3234502,5.2129780
-0.2600000,-0.2600000,-0.3134502,13.2441064
-0.2500000,-0.2500000,-0.3034502,24.8171964
-0.2400000,-0.2400000,-0.2934502,41.4888259
-0.2300000,-0.2300000,-0.2834502,66.0806001
-0.2200000,-0.2200000,-0.2734502,102.8753909
-0.2100000,-0.2100000,-0.2634502,158.2738178
-0.2000000,-0.2000000,-0.2534502,242.1054398
-0.1900000,-0.1900000,-0.2434502,369.7881258
-0.1800000,-0.1800000,-0.2334502,566.1036797
-0.1700000,-0.1700000,-0.2234502,869.6288834
-0.1600000,-0.1600000,-0.2134502,1339.5408217
-0.1500000,-0.1500000,-0.2034502,2042.8354702
-0.1400000,-0.1400000,-0.1934502,3166.0157651
-0.1300000,-0.1300000,-0.1834502,4894.1785284
-0.1200000,-0.1200000,-0.1734502,7536.1461198
-0.1100000,-0.1100000,-0.1634502,11535.9355598
-0.1000000,-0.1000000,-0.1534502,17507.7576711
-0.0900000,-0.0900000,-0.1434502,26255.7425330
-0.0800000,-0.0800000,-0.1334502,38750.3868133
-0.0700000,-0.0700000,-0.1234502,56019.4128367
-0.0600000,-0.0600000,-0.1134502,78905.4134783
-0.0500000,-0.0500000,-0.1034502,107665.6013120
-0.0400000,-0.0400000,-0.0934502,141461.7991375
-0.0300000,-0.0300000,-0.0834502,177912.0914220
-0.0200000,-0.0200000,-0.0734502,212502.3588188
-0.0100000,-0.0100000,-0.0634502,239859.7812980
0.0000000,0.0000000,-0.0534502,255622.5249479
0.0100000,0.0100000,-0.0434502,239643.8053703
0.0200000,0.0200000,-0.0334502,211355.3052554
0.0300000,0.0300000,-0.0234502,176627.5937343
0.0400000,0.0400000,-0.0134502,140520.3597281
0.0500000,0.0500000,-0.0034502,107015.5167591
0.0600000,0.0600000,0.0065498,78479.1126228
0.0700000,0.0700000,0.0165498,55751.7895002
0.0800000,0.0800000,0.0265498,38588.2949308
0.0900000,0.0900000,0.0365498,26160.3416155
0.1000000,0.1000000,0.0465498,17452.8408525
0.1100000,0.1100000,0.0565498,11504.8416188
0.1200000,0.1200000,0.0665498,7518.7455515
