# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,151198984.6298276
0.0050000,0.0050000,0.0050000,68870240.8095972
0.0100000,0.0100000,0.0100000,33590876.1691774
0.0150000,0.0150000,0.0150000,17650429.5964177
0.0200000,0.0200000,0.0200000,10081449.7229045
0.0250000,0.0250000,0.0250000,6310261.2711648
0.0300000,0.0300000,0.0300000,4344676.9785208
0.0350000,0.0350000,0.0350000,3289599.4302900
0.0400000,0.0400000,0.0400000,2705145.0058301
0.0450000,0.0450000,0.0450000,2307002.5596625
0.0500000,0.0500000,0.0500000,1802775.6202660
0.0550000,0.0550000,0.0550000,1443063.4035234
0.0600000,0.0600000,0.0600000,1200582.6921242
0.0650000,0.0650000,0.0650000,1035753.5569732
0.0700000,0.0700000,0.0700000,749362.6872428
0.0750000,0.0750000,0.0750000,547707.6725777
0.0800000,0.0800000,0.0800000,404941.0760050
0.0850000,0.0850000,0.0850000,302557.2609800
0.0900000,0.0900000,0.0900000,228239.6324553
0.0950000,0.0950000,0.0950000,173678.9097626
0.1000000,0.1000000,0.1000000,133181.5765359
0.1050000,0.1050000,0.1050000,102812.6059828
0.1100000,0.1100000,0.1100000,79826.1287250
0.1150000,0.1150000,0.1150000,62228.5572720
0.1200000,0.1200000,0.1200000,48730.1697269
0.1250000,0.1250000,0.1250000,38304.4094420
0.1300000,0.1300000,0.1300000,30203.2771454
0.1350000,0.1350000,0.1350000,23876.0086025
0.1400000,0.1400000,0.1400000,17820.9532691
0.1450000,0.1450000,0.1450000,13073.8104874
0.1500000,0.1500000,0.1500000,9650.4581959
0.1550000,0.1550000,0.1550000,7165.2502920
0.1600000,0.1600000,0.1600000,5349.4846952
0.1650000,0.1650000,0.1650000,4014.6344133
0.1700000,0.1700000,0.1700000,3027.5184186
0.1750000,0.1750000,0.1750000,2293.4233675
0.1800000,0.1800000,0.1800000,1750.0334194
0.1850000,0.1850000,0.1850000,1337.5513472
0.1900000,0.1900000,0.1900000,1026.0600606
0.1950000,0.1950000,0.1950000,789.7434842
0.2000000,0.2000000,0.2000000,609.6579475
0.2050000,0.2050000,0.2050000,471.8315266
0.2100000,0.2100000,0.2100000,365.9217164
0.2150000,0.2150000,0.2150000,284.2438073
0.2200000,0.2200000,0.2200000,221.0559874
0.2250000,0.2250000,0.2250000,172.0392545
0.2300000,0.2300000,0.2300000,133.9247099
0.2350000,0.2350000,0.2350000,104.2258389
0.2400000,0.2400000,0.2400000,81.0435039
0.2450000,0.2450000,0.2450000,62.9219557
0.2500000,0.2500000,0.2500000,48.7415398
0.2550000,0.2550000,0.2550000,37.6382861
0.2600000,0.2600000,0.2600000,28.9434020
0.2650000,0.2650000,0.2650000,22.1375824
0.2700000,0.2700000,0.2700000,16.8163819
0.2750000,0.2750000,0.2750000,12.6637998
0.2800000,0.2800000,0.2800000,9.4318254
0.2850000,0.2850000,0.2850000,6.9242193
0.2900000,0.2900000,0.2900000,4.9836433
0.2950000,0.2950000,0.2950000,3.4822738
0.3000000,0.3000000,0.3000000,2.3163288
0.3050000,0.3050000,0.3050000,1.4038562
0.3100000,0.3100000,0.3100000,0.6836062
0.3150000,0.3150000,0.3150000,0.1126633
