# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,34270096610.6895027
0.0050000,0.0050000,0.0050000,10086576875.2125797
0.0100000,0.0100000,0.0100000,3330383322.5324736
0.0150000,0.0150000,0.0150000,1217854369.2134225
0.0200000,0.0200000,0.0200000,498124704.8663599
0.0250000,0.0250000,0.0250000,243715782.4509547
0.0300000,0.0300000,0.0300000,129824725.1148951
0.0350000,0.0350000,0.0350000,70886902.8130282
0.0400000,0.0400000,0.0400000,44650879.5819891
0.0450000,0.0450000,0.0450000,30936012.6603746
0.0500000,0.0500000,0.0500000,17111566.8656494
0.0550000,0.0550000,0.0550000,9665440.2562551
0.0600000,0.0600000,0.0600000,5663884.9128824
0.0650000,0.0650000,0.0650000,3446567.4123524
0.0700000,0.0700000,0.0700000,2185655.0939304
0.0750000,0.0750000,0.0750000,1456333.5667115
0.0800000,0.0800000,0.0800000,1034357.2452743
0.0850000,0.0850000,0.0850000,729124.0060983
0.0900000,0.0900000,0.0900000,548201.8894033
0.0950000,0.0950000,0.0950000,379365.8238015
0.1000000,0.1000000,0.1000000,262206.0216526
0.1050000,0.1050000,0.1050000,187431.8001747
0.1100000,0.1100000,0.1100000,139296.1333842
0.1150000,0.1150000,0.1150000,108321.5056710
0.1200000,0.1200000,0.1200000,81561.2294441
0.1250000,0.1250000,0.1250000,56241.7130909
0.1300000,0.1300000,0.1300000,39365.4293261
0.1350000,0.1350000,0.1350000,27969.4930949
0.1400000,0.1400000,0.1400000,20176.4891788
0.1450000,0.1450000,0.1450000,14780.9415953
0.1500000,0.1500000,0.1500000,10998.9830068
0.1550000,0.1550000,0.1550000,8314.7518672
0.1600000,0.1600000,0.1600000,6384.9081343
0.1650000,0.1650000,0.1650000,4978.5273191
0.1700000,0.1700000,0.1700000,3938.7990275
0.1750000,0.1750000,0.1750000,3028.0295443
0.1800000,0.1800000,0.1800000,2325.9315124
0.1850000,0.1850000,0.1850000,1796.2789525
0.1900000,0.1900000,0.1900000,1337.2286879
0.1950000,0.1950000,0.1950000,1001.5088715
0.2000000,0.2000000,0.2000000,754.2455947
0.2050000,0.2050000,0.2050000,570.9131748
0.2100000,0.2100000,0.2100000,434.1262966
0.2150000,0.2150000,0.2150000,331.4656887
0.2200000,0.2200000,0.2200000,253.9935848
0.2250000,0.2250000,0.2250000,195.2317951
0.2300000,0.2300000,0.2300000,150.4526489
0.2350000,0.2350000,0.2350000,116.1832589
0.2400000,0.2400000,0.2400000,89.8563738
0.2450000,0.2450000,0.2450000,69.5627190
0.2500000,0.2500000,0.2500000,53.8740976
0.2550000,0.2550000,0.2550000,41.7161406
0.2600000,0.2600000,0.2600000,32.2761352
0.2650000,0.2650000,0.2650000,24.9358706
0.2700000,0.2700000,0.2700000,19.2225224
0.2750000,0.2750000,0.2750000,14.7726149
0.2800000,0.2800000,0.2800000,11.3054211
0.2850000,0.2850000,0.2850000,8.6031551
0.2900000,0.2900000,0.2900000,6.4962064
0.2950000,0.2950000,0.2950000,4.8522664
0.3000000,0.3000000,0.3000000,3.5683254
0.3050000,0.3050000,0.3050000,2.5645641
0.3100000,0.3100000,0.3100000,1.7794204
0.3150000,0.3150000,0.3150000,1.1653910
0.3200000,0.3200000,0.3200000,0.6853776
0.3250000,0.3250000,0.3250000,0.3097594
0.3300000,0.3300000,0.3300000,0.0145867
0.3350000,0.3350000,0.3350000,-0.2191159
0.3400000,0.3400000,0.3400000,-0.4055902
0.3450000,0.3450000,0.3450000,-0.5548758
0.3500000,0.3500000,0.3500000,-0.6739099
0.3550000,0.3550000,0.3550000,-0.7679151
0.3600000,0.3600000,0.3600000,-0.8415328
0.3650000,0.3650000,0.3650000,-0.8992661
0.3700000,0.3700000,0.3700000,-0.9452053
0.3750000,0.3750000,0.3750000,-0.9824703
0.3800000,0.3800000,0.3800000,-1.0129074
0.3850000,0.3850000,0.3850000,-1.0372344
0.3900000,0.3900000,0.3900000,-1.0554820
0.3950000,0.3950000,0.3950000,-1.0675113
0.4000000,0.4000000,0.4000000,-1.0734352
0.4050000,0.4050000,0.4050000,-1.0738037
0.4100000,0.4100000,0.4100000,-1.0694758
0.4150000,0.4150000,0.4150000,-1.0613148
0.4200000,0.4200000,0.4200000,-1.0500252
0.4250000,0.4250000,0.4250000,-1.0362707
0.4300000,0.4300000,0.4300000,-1.0209013
0.4350000,0.4350000,0.4350000,-1.0050188
0.4400000,0.4400000,0.4400000,-0.9897380
0.4450000,0.4450000,0.4450000,-0.9757830
0.4500000,0.4500000,0.4500000,-0.9632532
0.4550000,0.4550000,0.4550000,-0.9517820
0.4600000,0.4600000,0.4600000,-0.9409796
0.4650000,0.4650000,0.4650000,-0.9308356
0.4700000,0.4700000,0.4700000,-0.9217905
0.4750000,0.4750000,0.4750000,-0.9143766
0.4800000,0.4800000,0.4800000,-0.9086847
0.4850000,0.4850000,0.4850000,-0.9040856
0.4900000,0.4900000,0.4900000,-0.8993705
0.4950000,0.4950000,0.4950000,-0.8931416
0.5000000,0.5000000,0.5000000,-0.8842357
0.5050000,0.5050000,0.5050000,-0.8720134
0.5100000,0.5100000,0.5100000,-0.8563875
0.5150000,0.5150000,0.5150000,-0.8376260
0.5200000,0.5200000,0.5200000,-0.8161279
0.5250000,0.5250000,0.5250000,-0.7923071
0.5300000,0.5300000,0.5300000,-0.7665765
0.5350000,0.5350000,0.5350000,-0.7393595
0.5400000,0.5400000,0.5400000,-0.7110896
0.5450000,0.5450000,0.5450000,-0.6821932
0.5500000,0.5500000,0.5500000,-0.6530664
0.5550000,0.5550000,0.5550000,-0.6240573
0.5600000,0.5600000,0.5600000,-0.5954557
0.5650000,0.5650000,0.5650000,-0.5674918
0.5700000,0.5700000,0.5700000,-0.5403392
0.5750000,0.5750000,0.5750000,-0.5141224
0.5800000,0.5800000,0.5800000,-0.4889239
0.5850000,0.5850000,0.5850000,-0.4647928
0.5900000,0.5900000,0.5900000,-0.4417516
0.5950000,0.5950000,0.5950000,-0.4198022
0.6000000,0.6000000,0.6000000,-0.3989315
0.6050000,0.6050000,0.6050000,-0.3791152
0.6100000,0.6100000,0.6100000,-0.3603209
0.6150000,0.6150000,0.6150000,-0.3425112
0.6200000,0.6200000,0.6200000,-0.3256453
0.6250000,0.6250000,0.6250000,-0.3096804
0.6300000,0.6300000,0.6300000,-0.2945731
0.6350000,0.6350000,0.6350000,-0.2802800
0.6400000,0.6400000,0.6400000,-0.2667586
0.6450000,0.6450000,0.6450000,-0.2539672
0.6500000,0.6500000,0.6500000,-0.2418659
0.6550000,0.6550000,0.6550000,-0.2304160
0.6600000,0.6600000,0.6600000,-0.2195808
0.6650000,0.6650000,0.6650000,-0.2093253
0.6700000,0.6700000,0.6700000,-0.1996163
0.6750000,0.6750000,0.6750000,-0.1904224
0.6800000,0.6800000,0.6800000,-0.1817138
0.6850000,0.6850000,0.6850000,-0.1734625
0.6900000,0.6900000,0.6900000,-0.1656422
0.6950000,0.6950000,0.6950000,-0.1582280
0.7000000,0.7000000,0.7000000,-0.1511966
0.7050000,0.7050000,0.7050000,-0.1445260
0.7100000,0.7100000,0.7100000,-0.1381955
0.7150000,0.7150000,0.7150000,-0.1321858
0.7200000,0.7200000,0.7200000,-0.1264788
0.7250000,0.7250000,0.7250000,-0.1210572
0.7300000,0.7300000,0.7300000,-0.1159050
0.7350000,0.7350000,0.7350000,-0.1110072
0.7400000,0.7400000,0.7400000,-0.1063497
0.7450000,0.7450000,0.7450000,-0.1019190
0.7500000,0.7500000,0.7500000,-0.0977028
0.7550000,0.7550000,0.7550000,-0.0936893
0.7600000,0.7600000,0.7600000,-0.0898674
0.7650000,0.7650000,0.7650000,-0.0862269
0.7700000,0.7700000,0.7700000,-0.0827578
0.7750000,0.7750000,0.7750000,-0.0794512
0.7800000,0.7800000,0.7800000,-0.0762983
0.7850000,0.7850000,0.7850000,-0.0732911
0.7900000,0.7900000,0.7900000,-0.0704218
0.7950000,0.7950000,0.7950000,-0.0676834
0.8000000,0.8000000,0.8000000,-0.0650689
0.8050000,0.8050000,0.8050000,-0.0625721
0.8100000,0.8100000,0.8100000,-0.0601869
0.8150000,0.8150000,0.8150000,-0.0579076
0.8200000,0.8200000,0.8200000,-0.0557288
0.8250000,0.8250000,0.8250000,-0.0536456
0.8300000,0.8300000,0.8300000,-0.0516532
0.8350000,0.8350000,0.8350000,-0.0497469
0.8400000,0.8400000,0.8400000,-0.0479227
0.8450000,0.8450000,0.8450000,-0.0461765
0.8500000,0.8500000,0.8500000,-0.0445044
0.8550000,0.8550000,0.8550000,-0.0429028
0.8600000,0.8600000,0.8600000,-0.0413685
0.8650000,0.8650000,0.8650000,-0.0398982
0.8700000,0.8700000,0.8700000,-0.0384887
0.8750000,0.8750000,0.8750000,-0.0371373
0.8800000,0.8800000,0.8800000,-0.0358413
0.8850000,0.8850000,0.8850000,-0.0345979
0.8900000,0.8900000,0.8900000,-0.0334049
0.8950000,0.8950000,0.8950000,-0.0322598
0.9000000,0.9000000,0.9000000,-0.0311605
0.9050000,0.9050000,0.9050000,-0.0301048
0.9100000,0.9100000,0.9100000,-0.0290909
0.9150000,0.9150000,0.9150000,-0.0281168
0.9200000,0.9200000,0.9200000,-0.0271807
0.9250000,0.9250000,0.9250000,-0.0262809
0.9300000,0.9300000,0.9300000,-0.0254159
0.9350000,0.9350000,0.9350000,-0.0245841
0.9400000,0.9400000,0.9400000,-0.0237840
0.9450000,0.9450000,0.9450000,-0.0230142
0.9500000,0.9500000,0.9500000,-0.0222736
0.9550000,0.9550000,0.9550000,-0.0215607
0.9600000,0.9600000,0.9600000,-0.0208744
0.9650000,0.9650000,0.9650000,-0.0202136
0.9700000,0.9700000,0.9700000,-0.0195772
0.9750000,0.9750000,0.9750000,-0.0189641
0.9800000,0.9800000,0.9800000,-0.0183734
0.9850000,0.9850000,0.9850000,-0.0178042
0.9900000,0.9900000,0.9900000,-0.0172555
0.9950000,0.9950000,0.9950000,-0.0167266
1.0000000,1.0000000,1.0000000,-0.0162165
1.0050000,1.0050000,1.0050000,-0.0157246
1.0100000,1.0100000,1.0100000,-0.0152501
1.0150000,1.0150000,1.0150000,-0.0147923
1.0200000,1.0200000,1.0200000,-0.0143505
1.0250000,1.0250000,1.0250000,-0.0139241
1.0300000,1.0300000,1.0300000,-0.0135124
1.0350000,1.0350000,1.0350000,-0.0131150
1.0400000,1.0400000,1.0400000,-0.0127311
1.0450000,1.0450000,1.0450000,-0.0123604
1.0500000,1.0500000,1.0500000,-0.0120023
1.0550000,1.0550000,1.0550000,-0.0116562
1.0600000,1.0600000,1.0600000,-0.0113218
1.0650000,1.0650000,1.0650000,-0.0109985
1.0700000,1.0700000,1.0700000,-0.0106861
1.0750000,1.0750000,1.0750000,-0.0103839
1.0800000,1.0800000,1.0800000,-0.0100918
1.0850000,1.0850000,1.0850000,-0.0098092
1.0900000,1.0900000,1.0900000,-0.0095358
1.0950000,1.0950000,1.0950000,-0.0092713
1.1000000,1.1000000,1.1000000,-0.0090154
1.1050000,1.1050000,1.1050000,-0.0087677
1.1100000,1.1100000,1.1100000,-0.0085279
1.1150000,1.1150000,1.1150000,-0.0082958
1.1200000,1.1200000,1.1200000,-0.0080710
1.1250000,1.1250000,1.1250000,-0.0078534
1.1300000,1.1300000,1.1300000,-0.0076426
1.1350000,1.1350000,1.1350000,-0.0074383
1.1400000,1.1400000,1.1400000,-0.0072405
1.1450000,1.1450000,1.1450000,-0.0070487
1.1500000,1.1500000,1.1500000,-0.0068629
1.1550000,1.1550000,1.1550000,-0.0066828
1.1600000,1.1600000,1.1600000,-0.0065082
1.1650000,1.1650000,1.1650000,-0.0063389
1.1700000,1.1700000,1.1700000,-0.0061748
1.1750000,1.1750000,1.1750000,-0.0060156
1.1800000,1.1800000,1.1800000,-0.0058612
1.1850000,1.1850000,1.1850000,-0.0057114
1.1900000,1.1900000,1.1900000,-0.0055661
1.1950000,1.1950000,1.1950000,-0.0054250
1.2000000,1.2000000,1.2000000,-0.0052882
1.2050000,1.2050000,1.2050000,-0.0051554
1.2100000,1.2100000,1.2100000,-0.0050264
1.2150000,1.2150000,1.2150000,-0.0049012
1.2200000,1.2200000,1.2200000,-0.0047797
1.2250000,1.2250000,1.2250000,-0.0046616
1.2300000,1.2300000,1.2300000,-0.0045470
1.2350000,1.2350000,1.2350000,-0.0044356
1.2400000,1.2400000,1.2400000,-0.0043274
1.2450000,1.2450000,1.2450000,-0.0042223
1.2500000,1.2500000,1.2500000,-0.0041202
1.2550000,1.2550000,1.2550000,-0.0040210
1.2600000,1.2600000,1.2600000,-0.0039245
1.2650000,1.2650000,1.2650000,-0.0038307
1.2700000,1.2700000,1.2700000,-0.0037396
1.2750000,1.2750000,1.2750000,-0.0036509
1.2800000,1.2800000,1.2800000,-0.0035647
1.2850000,1.2850000,1.2850000,-0.0034809
