# r[nm],d[nm],daligned[nm],UWater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,366791589571.6467285
0.0050000,0.0050000,0.0050000,84777557909.4257965
0.0100000,0.0100000,0.0100000,22892070988.5705032
0.0150000,0.0150000,0.0150000,7013645073.4221163
0.0200000,0.0200000,0.0200000,2385479124.0690041
0.0250000,0.0250000,0.0250000,885797111.5814911
0.0300000,0.0300000,0.0300000,354467725.2836218
0.0350000,0.0350000,0.0350000,151301721.2899856
0.0400000,0.0400000,0.0400000,68324734.8412624
0.0450000,0.0450000,0.0450000,32428748.6422688
0.0500000,0.0500000,0.0500000,16092726.6221319
0.0550000,0.0550000,0.0550000,8315588.3549157
0.0600000,0.0600000,0.0600000,4460270.7281190
0.0650000,0.0650000,0.0650000,2477722.9799259
0.0700000,0.0700000,0.0700000,1423396.4551161
0.0750000,0.0750000,0.0750000,844980.3682405
0.0800000,0.0800000,0.0800000,518274.8371089
0.0850000,0.0850000,0.0850000,328597.7049832
0.0900000,0.0900000,0.0900000,215566.7460903
0.0950000,0.0950000,0.0950000,146524.6796052
0.1000000,0.1000000,0.1000000,103356.4080322
0.1050000,0.1050000,0.1050000,75765.9057706
0.1100000,0.1100000,0.1100000,57759.4224834
0.1150000,0.1150000,0.1150000,45762.8091974
0.1200000,0.1200000,0.1200000,37592.2764626
0.1250000,0.1250000,0.1250000,31880.9821470
0.1300000,0.1300000,0.1300000,27754.0629041
0.1350000,0.1350000,0.1350000,24529.2794692
0.1400000,0.1400000,0.1400000,21918.9945970
0.1450000,0.1450000,0.1450000,19727.6533410
0.1500000,0.1500000,0.1500000,17798.6047941
0.1550000,0.1550000,0.1550000,16036.3394857
0.1600000,0.1600000,0.1600000,14387.5233948
0.1650000,0.1650000,0.1650000,12827.2423366
0.1700000,0.1700000,0.1700000,11348.6896696
0.1750000,0.1750000,0.1750000,9955.3892057
0.1800000,0.1800000,0.1800000,8655.4712609
0.1850000,0.1850000,0.1850000,7457.6925369
0.1900000,0.1900000,0.1900000,6368.9316432
0.1950000,0.1950000,0.1950000,5392.8822420
0.2000000,0.2000000,0.2000000,4529.6530977
0.2050000,0.2050000,0.2050000,3775.9911322
0.2100000,0.2100000,0.2100000,3125.8741591
0.2150000,0.2150000,0.2150000,2571.2681565
0.2200000,0.2200000,0.2200000,2102.8996765
0.2250000,0.2250000,0.2250000,1723.3436195
0.2300000,0.2300000,0.2300000,1398.0022711
0.2350000,0.2350000,0.2350000,1129.8956593
0.2400000,0.2400000,0.2400000,910.3562265
0.2450000,0.2450000,0.2450000,731.5833632
0.2500000,0.2500000,0.2500000,586.7086590
0.2550000,0.2550000,0.2550000,469.7926440
0.2600000,0.2600000,0.2600000,375.7745998
