# r[nm],d[nm],daligned[nm],UWater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,1000000000000.0000000
0.0050000,0.0050000,0.0050000,1000000000000.0000000
0.0100000,0.0100000,0.0100000,1000000000000.0000000
0.0150000,0.0150000,0.0150000,1000000000000.0000000
0.0200000,0.0200000,0.0200000,1000000000000.0000000
0.0250000,0.0250000,0.0250000,1000000000000.0000000
0.0300000,0.0300000,0.0300000,1000000000000.0000000
0.0350000,0.0350000,0.0350000,882664854692.5747070
0.0400000,0.0400000,0.0400000,180137222982.3624878
0.0450000,0.0450000,0.0450000,44281883487.7071915
0.0500000,0.0500000,0.0500000,12610988219.8233719
0.0550000,0.0550000,0.0550000,4048070905.0920625
0.0600000,0.0600000,0.0600000,1436100422.6774259
0.0650000,0.0650000,0.0650000,554610052.4654390
0.0700000,0.0700000,0.0700000,229678583.4130762
0.0750000,0.0750000,0.0750000,101101005.4621432
0.0800000,0.0800000,0.0800000,46928031.2259836
0.0850000,0.0850000,0.0850000,22840644.1464123
0.0900000,0.0900000,0.0900000,11582920.5488454
0.0950000,0.0950000,0.0950000,6094844.7027944
0.1000000,0.1000000,0.1000000,3323577.8654933
0.1050000,0.1050000,0.1050000,1872167.8777027
0.1100000,0.1100000,0.1100000,1088547.4223737
0.1150000,0.1150000,0.1150000,652389.3932808
0.1200000,0.1200000,0.1200000,402462.6397087
0.1250000,0.1250000,0.1250000,255413.7013678
0.1300000,0.1300000,0.1300000,166613.2005977
0.1350000,0.1350000,0.1350000,111625.5185784
0.1400000,0.1400000,0.1400000,76739.1260976
0.1450000,0.1450000,0.1450000,54078.5997161
0.1500000,0.1500000,0.1500000,39018.3558431
0.1550000,0.1550000,0.1550000,28782.4691622
0.1600000,0.1600000,0.1600000,21670.1808172
0.1650000,0.1650000,0.1650000,16618.6993680
0.1700000,0.1700000,0.1700000,12951.5128176
0.1750000,0.1750000,0.1750000,10230.6619639
0.1800000,0.1800000,0.1800000,8168.3213968
0.1850000,0.1850000,0.1850000,6572.8110210
0.1900000,0.1900000,0.1900000,5314.9578520
0.1950000,0.1950000,0.1950000,4306.7195003
0.2000000,0.2000000,0.2000000,3487.3529128
0.2050000,0.2050000,0.2050000,2814.3324306
0.2100000,0.2100000,0.2100000,2257.3264733
0.2150000,0.2150000,0.2150000,1794.1853131
0.2200000,0.2200000,0.2200000,1834.0455002
0.2250000,0.2250000,0.2250000,1509.9076273
0.2300000,0.2300000,0.2300000,1239.5167424
0.2350000,0.2350000,0.2350000,1014.4696760
0.2400000,0.2400000,0.2400000,827.7303723
0.2450000,0.2450000,0.2450000,673.3228796
0.2500000,0.2500000,0.2500000,546.1310140
0.2550000,0.2550000,0.2550000,441.7620174
0.2600000,0.2600000,0.2600000,356.4466161
0.2650000,0.2650000,0.2650000,286.9586415
0.2700000,0.2700000,0.2700000,230.5463817
0.2750000,0.2750000,0.2750000,184.8753942
0.2800000,0.2800000,0.2800000,147.9841525
0.2850000,0.2850000,0.2850000,118.2469858
0.2900000,0.2900000,0.2900000,94.3330269
0.2950000,0.2950000,0.2950000,75.1574333
0.3000000,0.3000000,0.3000000,59.8331135
0.3050000,0.3050000,0.3050000,47.6313920
0.3100000,0.3100000,0.3100000,37.9524371
0.3150000,0.3150000,0.3150000,30.3024823
0.3200000,0.3200000,0.3200000,24.2761253
0.3250000,0.3250000,0.3250000,19.5430887
0.3300000,0.3300000,0.3300000,15.8375592
0.3350000,0.3350000,0.3350000,12.9466268
0.3400000,0.3400000,0.3400000,10.6945843
0.3450000,0.3450000,0.3450000,8.9248270
0.3500000,0.3500000,0.3500000,7.4905177
0.3550000,0.3550000,0.3550000,6.2646422
0.3600000,0.3600000,0.3600000,5.1584017
0.3650000,0.3650000,0.3650000,4.1270876
0.3700000,0.3700000,0.3700000,3.1639535
0.3750000,0.3750000,0.3750000,2.2866986
0.3800000,0.3800000,0.3800000,1.5170995
0.3850000,0.3850000,0.3850000,0.8652209
0.3900000,0.3900000,0.3900000,0.3267431
0.3950000,0.3950000,0.3950000,-0.1110287
0.4000000,0.4000000,0.4000000,-0.4628106
0.4050000,0.4050000,0.4050000,-0.7426311
0.4100000,0.4100000,0.4100000,-0.9639452
0.4150000,0.4150000,0.4150000,-1.1406250
0.4200000,0.4200000,0.4200000,-1.2872108
0.4250000,0.4250000,0.4250000,-1.4167516
0.4300000,0.4300000,0.4300000,-1.5371138
0.4350000,0.4350000,0.4350000,-1.6492562
0.4400000,0.4400000,0.4400000,-1.7490902
0.4450000,0.4450000,0.4450000,-1.8310812
0.4500000,0.4500000,0.4500000,-1.8910789
0.4550000,0.4550000,0.4550000,-1.9274342
0.4600000,0.4600000,0.4600000,-1.9408219
0.4650000,0.4650000,0.4650000,-1.9335146
0.4700000,0.4700000,0.4700000,-1.9086186
0.4750000,0.4750000,0.4750000,-1.8694876
0.4800000,0.4800000,0.4800000,-1.8193467
0.4850000,0.4850000,0.4850000,-1.7610899
0.4900000,0.4900000,0.4900000,-1.6971969
0.4950000,0.4950000,0.4950000,-1.6297210
0.5000000,0.5000000,0.5000000,-1.5603186
0.5050000,0.5050000,0.5050000,-1.4902957
0.5100000,0.5100000,0.5100000,-1.4206601
0.5150000,0.5150000,0.5150000,-1.3521728
0.5200000,0.5200000,0.5200000,-1.2853938
0.5250000,0.5250000,0.5250000,-1.2207220
0.5300000,0.5300000,0.5300000,-1.1584292
0.5350000,0.5350000,0.5350000,-1.0986874
0.5400000,0.5400000,0.5400000,-1.0415916
0.5450000,0.5450000,0.5450000,-0.9871776
0.5500000,0.5500000,0.5500000,-0.9354371
0.5550000,0.5550000,0.5550000,-0.8863285
0.5600000,0.5600000,0.5600000,-0.8397864
0.5650000,0.5650000,0.5650000,-0.7957283
0.5700000,0.5700000,0.5700000,-0.7540605
0.5750000,0.5750000,0.5750000,-0.7146816
0.5800000,0.5800000,0.5800000,-0.6774867
0.5850000,0.5850000,0.5850000,-0.6423690
0.5900000,0.5900000,0.5900000,-0.6092222
0.5950000,0.5950000,0.5950000,-0.5779417
0.6000000,0.6000000,0.6000000,-0.5484254
