# r[nm],d[nm],daligned[nm],UWater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,3073866482.2389340
0.0050000,0.0050000,0.0050000,1128330301.5887988
0.0100000,0.0100000,0.0100000,454784934.9450105
0.0150000,0.0150000,0.0150000,207958184.4027396
0.0200000,0.0200000,0.0200000,112406288.8727805
0.0250000,0.0250000,0.0250000,67749014.7402674
0.0300000,0.0300000,0.0300000,47500978.7392936
0.0350000,0.0350000,0.0350000,27765205.2451487
0.0400000,0.0400000,0.0400000,17297463.5237274
0.0450000,0.0450000,0.0450000,11448745.5907368
0.0500000,0.0500000,0.0500000,7968077.9287102
0.0550000,0.0550000,0.0550000,5750084.6971588
0.0600000,0.0600000,0.0600000,4131842.8391798
0.0650000,0.0650000,0.0650000,2935235.1489446
0.0700000,0.0700000,0.0700000,1869369.2252714
0.0750000,0.0750000,0.0750000,1227946.1215560
0.0800000,0.0800000,0.0800000,836806.7237037
0.0850000,0.0850000,0.0850000,595745.3298845
0.0900000,0.0900000,0.0900000,431903.5774479
0.0950000,0.0950000,0.0950000,317984.9377960
0.1000000,0.1000000,0.1000000,239906.6122534
0.1050000,0.1050000,0.1050000,170810.4250595
0.1100000,0.1100000,0.1100000,124044.4311534
0.1150000,0.1150000,0.1150000,91566.0600826
0.1200000,0.1200000,0.1200000,68979.7177402
0.1250000,0.1250000,0.1250000,52963.3067778
0.1300000,0.1300000,0.1300000,41381.6146779
0.1350000,0.1350000,0.1350000,32843.9819016
0.1400000,0.1400000,0.1400000,24599.2295278
0.1450000,0.1450000,0.1450000,18583.6420085
0.1500000,0.1500000,0.1500000,14152.2829853
0.1550000,0.1550000,0.1550000,10842.8935116
0.1600000,0.1600000,0.1600000,8341.5678886
0.1650000,0.1650000,0.1650000,6431.7281114
0.1700000,0.1700000,0.1700000,4961.3768759
0.1750000,0.1750000,0.1750000,3657.7076702
0.1800000,0.1800000,0.1800000,2691.7545900
0.1850000,0.1850000,0.1850000,1972.2794700
0.1900000,0.1900000,0.1900000,1752.0902169
0.1950000,0.1950000,0.1950000,1344.6017572
0.2000000,0.2000000,0.2000000,1035.4894632
0.2050000,0.2050000,0.2050000,799.8856467
0.2100000,0.2100000,0.2100000,619.5433101
0.2150000,0.2150000,0.2150000,480.9717998
0.2200000,0.2200000,0.2200000,374.1269743
0.2250000,0.2250000,0.2250000,291.4827050
0.2300000,0.2300000,0.2300000,227.3680840
0.2350000,0.2350000,0.2350000,177.4910934
0.2400000,0.2400000,0.2400000,138.5924951
0.2450000,0.2450000,0.2450000,108.1901251
0.2500000,0.2500000,0.2500000,84.3871202
0.2550000,0.2550000,0.2550000,65.7274302
0.2600000,0.2600000,0.2600000,51.0875983
0.2650000,0.2650000,0.2650000,39.5965171
0.2700000,0.2700000,0.2700000,30.5760820
0.2750000,0.2750000,0.2750000,23.4968010
0.2800000,0.2800000,0.2800000,17.9441736
0.2850000,0.2850000,0.2850000,13.5930548
0.2900000,0.2900000,0.2900000,10.1879379
0.2950000,0.2950000,0.2950000,7.5276374
0.3000000,0.3000000,0.3000000,5.4532893
0.3050000,0.3050000,0.3050000,3.8389118
