# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol]
0.0025104,0.0025104,-0.0087174,142519.2966595
0.0125104,0.0125104,0.0012826,106389.4841026
0.0225104,0.0225104,0.0112826,76548.8825429
0.0325104,0.0325104,0.0212826,53429.8531480
0.0425104,0.0425104,0.0312826,36395.9014333
0.0525104,0.0525104,0.0412826,24260.6995087
0.0625104,0.0625104,0.0512826,15841.1984966
0.0725104,0.0725104,0.0612826,10251.5463306
0.0825104,0.0825104,0.0712826,6595.5299408
0.0925104,0.0925104,0.0812826,4149.6696440
0.1025104,0.1025104,0.0912826,2593.8861963
0.1125104,0.1125104,0.1012826,1653.9130205
0.1225104,0.1225104,0.1112826,1051.0116930
0.1325104,0.1325104,0.1212826,672.0513747
0.1425104,0.1425104,0.1312826,432.0025764
0.1525104,0.1525104,0.1412826,279.4228422
0.1625104,0.1625104,0.1512826,182.1105274
0.1725104,0.1725104,0.1612826,119.6450649
0.1825104,0.1825104,0.1712826,78.9819459
0.1925104,0.1925104,0.1812826,51.7209552
0.2025104,0.2025104,0.1912826,32.9714857
0.2125104,0.2125104,0.2012826,19.9904893
0.2225104,0.2225104,0.2112826,10.8929027
0.2325104,0.2325104,0.2212826,4.3938464
0.2425104,0.2425104,0.2312826,-0.2429850
0.2525104,0.2525104,0.2412826,-3.4635315
0.2625104,0.2625104,0.2512826,-5.6033361
0.2725104,0.2725104,0.2612826,-6.9286090
0.2825104,0.2825104,0.2712826,-7.6473327
0.2925104,0.2925104,0.2812826,-7.9259986
0.3025104,0.3025104,0.2912826,-7.8996630
0.3125104,0.3125104,0.3012826,-7.6742427
0.3225104,0.3225104,0.3112826,-7.3283241
0.3325104,0.3325104,0.3212826,-6.9172080
0.3425104,0.3425104,0.3312826,-6.4781112
0.3525104,0.3525104,0.3412826,-6.0351037
0.3625104,0.3625104,0.3512826,-5.6031087
0.3725104,0.3725104,0.3612826,-5.1908751
0.3825104,0.3825104,0.3712826,-4.8030779
0.3925104,0.3925104,0.3812826,-4.4417585
0.4025104,0.4025104,0.3912826,-4.1072957
0.4125104,0.4125104,0.4012826,-3.7990503
0.4225104,0.4225104,0.4112826,-3.5157896
0.4325104,0.4325104,0.4212826,-3.2559643
0.4425104,0.4425104,0.4312826,-3.0178854
0.4525104,0.4525104,0.4412826,-2.7998367
0.4625104,0.4625104,0.4512826,-2.6001427
0.4725104,0.4725104,0.4612826,-2.4172093
0.4825104,0.4825104,0.4712826,-2.2495450
0.4925104,0.4925104,0.4812826,-2.0957702
0.5025104,0.5025104,0.4912826,-1.9546192
0.5125104,0.5125104,0.5012826,-1.8249373
0.5225104,0.5225104,0.5112826,-1.7056755
0.5325104,0.5325104,0.5212826,-1.5958832
0.5425104,0.5425104,0.5312826,-1.4947009
0.5525104,0.5525104,0.5412826,-1.4013521
0.5625104,0.5625104,0.5512826,-1.3151358
0.5725104,0.5725104,0.5612826,-1.2354195
0.5825104,0.5825104,0.5712826,-1.1616323
0.5925104,0.5925104,0.5812826,-1.0932589
0.6025104,0.6025104,0.5912826,-1.0298338
0.6125104,0.6125104,0.6012826,-0.9709363
0.6225104,0.6225104,0.6112826,-0.9161861
0.6325104,0.6325104,0.6212826,-0.8652388
0.6425104,0.6425104,0.6312826,-0.8177824
0.6525104,0.6525104,0.6412826,-0.7735340
0.6625104,0.6625104,0.6512826,-0.7322368
0.6725104,0.6725104,0.6612826,-0.6936575
0.6825104,0.6825104,0.6712826,-0.6575838
0.6925104,0.6925104,0.6812826,-0.6238224
0.7025104,0.7025104,0.6912826,-0.5921973
0.7125104,0.7125104,0.7012826,-0.5625476
0.7225104,0.7225104,0.7112826,-0.5347266
0.7325104,0.7325104,0.7212826,-0.5086000
0.7425104,0.7425104,0.7312826,-0.4840449
0.7525104,0.7525104,0.7412826,-0.4609487
0.7625104,0.7625104,0.7512826,-0.4392081
0.7725104,0.7725104,0.7612826,-0.4187284
0.7825104,0.7825104,0.7712826,-0.3994222
0.7925104,0.7925104,0.7812826,-0.3812095
0.8025104,0.8025104,0.7912826,-0.3640164
0.8125104,0.8125104,0.8012826,-0.3477749
0.8225104,0.8225104,0.8112826,-0.3324221
0.8325104,0.8325104,0.8212826,-0.3179001
0.8425104,0.8425104,0.8312826,-0.3041552
0.8525104,0.8525104,0.8412826,-0.2911380
0.8625104,0.8625104,0.8512826,-0.2788024
0.8725104,0.8725104,0.8612826,-0.2671060
0.8825104,0.8825104,0.8712826,-0.2560092
0.8925104,0.8925104,0.8812826,-0.2454755
0.9025104,0.9025104,0.8912826,-0.2354708
0.9125104,0.9125104,0.9012826,-0.2259634
0.9225104,0.9225104,0.9112826,-0.2169240
0.9325104,0.9325104,0.9212826,-0.2083250
0.9425104,0.9425104,0.9312826,-0.2001411
0.9525104,0.9525104,0.9412826,-0.1923483
0.9625104,0.9625104,0.9512826,-0.1849243
0.9725104,0.9725104,0.9612826,-0.1778486
0.9825104,0.9825104,0.9712826,-0.1711015
0.9925104,0.9925104,0.9812826,-0.1646651
1.0025104,1.0025104,0.9912826,-0.1585222
1.0125104,1.0125104,1.0012826,-0.1526571
1.0225104,1.0225104,1.0112826,-0.1470547
1.0325104,1.0325104,1.0212826,-0.1417012
1.0425104,1.0425104,1.0312826,-0.1365833
1.0525104,1.0525104,1.0412826,-0.1316889
1.0625104,1.0625104,1.0512826,-0.1270064
1.0725104,1.0725104,1.0612826,-0.1225248
1.0825104,1.0825104,1.0712826,-0.1182340
1.0925104,1.0925104,1.0812826,-0.1141244
1.1025104,1.1025104,1.0912826,-0.1101868
1.1125104,1.1125104,1.1012826,-0.1064129
1.1225104,1.1225104,1.1112826,-0.1027945
1.1325104,1.1325104,1.1212826,-0.0993240
1.1425104,1.1425104,1.1312826,-0.0959944
1.1525104,1.1525104,1.1412826,-0.0927988
1.1625104,1.1625104,1.1512826,-0.0897310
1.1725104,1.1725104,1.1612826,-0.0867848
1.1825104,1.1825104,1.1712826,-0.0839546
1.1925104,1.1925104,1.1812826,-0.0812350
1.2025104,1.2025104,1.1912826,-0.0786209
1.2125104,1.2125104,1.2012826,-0.0761075
1.2225104,1.2225104,1.2112826,-0.0736902
1.2325104,1.2325104,1.2212826,-0.0713648
1.2425104,1.2425104,1.2312826,-0.0691270
1.2525104,1.2525104,1.2412826,-0.0669730
1.2625104,1.2625104,1.2512826,-0.0648991
1.2725104,1.2725104,1.2612826,-0.0629019
1.2825104,1.2825104,1.2712826,-0.0609779
1.2925104,1.2925104,1.2812826,-0.0591241
1.3025104,1.3025104,1.2912826,-0.0573374
1.3125104,1.3125104,1.3012826,-0.0556150
1.3225104,1.3225104,1.3112826,-0.0539541
1.3325104,1.3325104,1.3212826,-0.0523523
1.3425104,1.3425104,1.3312826,-0.0508070
1.3525104,1.3525104,1.3412826,-0.0493159
1.3625104,1.3625104,1.3512826,-0.0478767
1.3725104,1.3725104,1.3612826,-0.0464875
1.3825104,1.3825104,1.3712826,-0.0451460
1.3925104,1.3925104,1.3812826,-0.0438505
1.4025104,1.4025104,1.3912826,-0.0425990
1.4125104,1.4125104,1.4012826,-0.0413899
1.4225104,1.4225104,1.4112826,-0.0402214
1.4325104,1.4325104,1.4212826,-0.0390920
1.4425104,1.4425104,1.4312826,-0.0380001
1.4525104,1.4525104,1.4412826,-0.0369443
1.4625104,1.4625104,1.4512826,-0.0359232
1.4725104,1.4725104,1.4612826,-0.0349354
1.4825104,1.4825104,1.4712826,-0.0339797
1.4925104,1.4925104,1.4812826,-0.0330549
1.5025104,1.5025104,1.4912826,-0.0321598
1.5125104,1.5125104,1.5012826,-0.0312933
1.5225104,1.5225104,1.5112826,-0.0304544
1.5325104,1.5325104,1.5212826,-0.0296420
1.5425104,1.5425104,1.5312826,-0.0288551
1.5525104,1.5525104,1.5412826,-0.0280929
1.5625104,1.5625104,1.5512826,-0.0273543
1.5725104,1.5725104,1.5612826,-0.0266387
1.5825104,1.5825104,1.5712826,-0.0259450
1.5925104,1.5925104,1.5812826,-0.0252727
