# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol]
-1.3834311,-1.3834311,-1.3982306,19352.4531394
-1.3734311,-1.3734311,-1.3882306,18774.9385168
-1.3634311,-1.3634311,-1.3782306,17863.0996005
-1.3534311,-1.3534311,-1.3682306,16920.8564395
-1.3434311,-1.3434311,-1.3582306,16133.2051148
-1.3334311,-1.3334311,-1.3482306,16041.9461413
-1.3234311,-1.3234311,-1.3382306,16188.4714769
-1.3134311,-1.3134311,-1.3282306,10568.7132479
-1.3034311,-1.3034311,-1.3182306,6329.8350993
-1.2934311,-1.2934311,-1.3082306,4058.3292764
-1.2834311,-1.2834311,-1.2982306,2927.6913887
-1.2734311,-1.2734311,-1.2882306,2597.5111890
-1.2634311,-1.2634311,-1.2782306,2618.7729022
-1.2534311,-1.2534311,-1.2682306,2816.4639276
-1.2434311,-1.2434311,-1.2582306,3784.6174606
-1.2334311,-1.2334311,-1.2482306,5880.6740088
-1.2234311,-1.2234311,-1.2382306,10015.0168968
-1.2134311,-1.2134311,-1.2282306,15782.2181876
-1.2034311,-1.2034311,-1.2182306,15674.5265327
-1.1934311,-1.1934311,-1.2082306,15762.9691287
-1.1834311,-1.1834311,-1.1982306,16562.1500540
-1.1734311,-1.1734311,-1.1882306,17681.9346453
-1.1634311,-1.1634311,-1.1782306,18781.1328446
-1.1534311,-1.1534311,-1.1682306,19647.5330585
-1.1434311,-1.1434311,-1.1582306,19700.2571034
-1.1334311,-1.1334311,-1.1482306,19018.1173320
-1.1234311,-1.1234311,-1.1382306,18211.9390577
-1.1134311,-1.1134311,-1.1282306,17692.4368668
-1.1034311,-1.1034311,-1.1182306,17159.5371205
-1.0934311,-1.0934311,-1.1082306,17006.2668162
-1.0834311,-1.0834311,-1.0982306,11483.1907996
-1.0734311,-1.0734311,-1.0882306,6812.2723011
-1.0634311,-1.0634311,-1.0782306,4474.5276254
-1.0534311,-1.0534311,-1.0682306,3361.3886929
-1.0434311,-1.0434311,-1.0582306,2966.4343125
-1.0334311,-1.0334311,-1.0482306,2945.4458011
-1.0234311,-1.0234311,-1.0382306,3272.6494893
-1.0134311,-1.0134311,-1.0282306,4258.3093991
-1.0034311,-1.0034311,-1.0182306,6371.1527959
-0.9934311,-0.9934311,-1.0082306,10556.2135624
-0.9834311,-0.9834311,-0.9982306,16815.8637608
-0.9734311,-0.9734311,-0.9882306,16772.9161924
-0.9634311,-0.9634311,-0.9782306,16875.8741751
-0.9534311,-0.9534311,-0.9682306,17798.5918201
-0.9434311,-0.9434311,-0.9582306,19079.9513002
-0.9334311,-0.9334311,-0.9482306,19533.7136294
-0.9234311,-0.9234311,-0.9382306,19588.3839791
-0.9134311,-0.9134311,-0.9282306,19268.0235315
-0.9034311,-0.9034311,-0.9182306,18575.9990781
-0.8934311,-0.8934311,-0.9082306,17704.1017842
-0.8834311,-0.8834311,-0.8982306,17020.3641881
-0.8734311,-0.8734311,-0.8882306,16819.5907400
-0.8634311,-0.8634311,-0.8782306,17066.5326055
-0.8534311,-0.8534311,-0.8682306,11474.7757040
-0.8434311,-0.8434311,-0.8582306,6925.1931500
-0.8334311,-0.8334311,-0.8482306,4547.4546859
-0.8234311,-0.8234311,-0.8382306,3344.4631739
-0.8134311,-0.8134311,-0.8282306,3022.1335532
-0.8034311,-0.8034311,-0.8182306,3016.0203315
-0.7934311,-0.7934311,-0.8082306,3380.6038341
-0.7834311,-0.7834311,-0.7982306,4351.8836277
-0.7734311,-0.7734311,-0.7882306,6309.5587395
-0.7634311,-0.7634311,-0.7782306,10173.3494664
-0.7534311,-0.7534311,-0.7682306,16728.4635463
-0.7434311,-0.7434311,-0.7582306,16573.7440759
-0.7334311,-0.7334311,-0.7482306,17243.6420047
-0.7234311,-0.7234311,-0.7382306,17877.3197057
-0.7134311,-0.7134311,-0.7282306,18775.1947454
-0.7034311,-0.7034311,-0.7182306,18761.4925490
-0.6934311,-0.6934311,-0.7082306,18506.1741968
-0.6834311,-0.6834311,-0.6982306,17965.5971838
-0.6734311,-0.6734311,-0.6882306,17204.7278419
-0.6634311,-0.6634311,-0.6782306,16303.7888177
-0.6534311,-0.6534311,-0.6682306,15656.5697761
-0.6434311,-0.6434311,-0.6582306,15517.5359648
-0.6334311,-0.6334311,-0.6482306,15610.1916085
-0.6234311,-0.6234311,-0.6382306,11833.9173512
-0.6134311,-0.6134311,-0.6282306,6841.1175899
-0.6034311,-0.6034311,-0.6182306,4323.5445324
-0.5934311,-0.5934311,-0.6082306,3122.1822058
-0.5834311,-0.5834311,-0.5982306,2764.0407809
-0.5734311,-0.5734311,-0.5882306,2789.6046602
-0.5634311,-0.5634311,-0.5782306,2968.2577424
-0.5534311,-0.5534311,-0.5682306,3917.3501113
-0.5434311,-0.5434311,-0.5582306,5947.1325988
-0.5334311,-0.5334311,-0.5482306,9678.9298885
-0.5234311,-0.5234311,-0.5382306,16615.0703246
-0.5134311,-0.5134311,-0.5282306,16433.7287939
-0.5034311,-0.5034311,-0.5182306,16535.4098907
-0.4934311,-0.4934311,-0.5082306,17348.8070255
-0.4834311,-0.4834311,-0.4982306,18573.4548937
-0.4734311,-0.4734311,-0.4882306,19731.9554916
-0.4634311,-0.4634311,-0.4782306,20156.9387284
-0.4534311,-0.4534311,-0.4682306,20086.2484487
-0.4434311,-0.4434311,-0.4582306,19369.9318522
-0.4334311,-0.4334311,-0.4482306,18292.1430667
-0.4234311,-0.4234311,-0.4382306,16978.8003846
-0.4134311,-0.4134311,-0.4282306,16517.4986365
-0.4034311,-0.4034311,-0.4182306,16482.8942211
-0.3934311,-0.3934311,-0.4082306,13199.4171059
-0.3834311,-0.3834311,-0.3982306,7757.0270532
-0.3734311,-0.3734311,-0.3882306,5022.4121288
-0.3634311,-0.3634311,-0.3782306,3659.1386664
-0.3534311,-0.3534311,-0.3682306,3136.7258864
-0.3434311,-0.3434311,-0.3582306,3057.5233243
-0.3334311,-0.3334311,-0.3482306,3279.9522758
-0.3234311,-0.3234311,-0.3382306,4067.6348042
-0.3134311,-0.3134311,-0.3282306,5865.0885793
-0.3034311,-0.3034311,-0.3182306,9464.0043316
-0.2934311,-0.2934311,-0.3082306,16537.3433548
-0.2834311,-0.2834311,-0.2982306,17016.5810635
-0.2734311,-0.2734311,-0.2882306,17853.3137095
-0.2634311,-0.2634311,-0.2782306,18212.6629426
-0.2534311,-0.2534311,-0.2682306,18394.1384712
-0.2434311,-0.2434311,-0.2582306,18697.9964292
-0.2334311,-0.2334311,-0.2482306,18818.4818007
-0.2234311,-0.2234311,-0.2382306,18503.1825118
-0.2134311,-0.2134311,-0.2282306,17831.2103527
-0.2034311,-0.2034311,-0.2182306,17011.3696607
-0.1934311,-0.1934311,-0.2082306,16154.6617893
-0.1834311,-0.1834311,-0.1982306,15879.3118143
-0.1734311,-0.1734311,-0.1882306,15879.0814593
-0.1634311,-0.1634311,-0.1782306,13773.5048056
-0.1534311,-0.1534311,-0.1682306,8539.4627006
-0.1434311,-0.1434311,-0.1582306,6055.1468304
-0.1334311,-0.1334311,-0.1482306,5082.5826702
-0.1234311,-0.1234311,-0.1382306,4811.9701572
-0.1134311,-0.1134311,-0.1282306,4762.0517187
-0.1034311,-0.1034311,-0.1182306,5346.5435557
-0.0934311,-0.0934311,-0.1082306,6650.0348686
-0.0834311,-0.0834311,-0.0982306,8577.9649189
-0.0734311,-0.0734311,-0.0882306,11326.9296327
-0.0634311,-0.0634311,-0.0782306,14946.5547766
-0.0534311,-0.0534311,-0.0682306,15551.5402686
-0.0434311,-0.0434311,-0.0582306,14852.6484518
-0.0334311,-0.0334311,-0.0482306,14774.3910814
-0.0234311,-0.0234311,-0.0382306,14740.1142670
-0.0134311,-0.0134311,-0.0282306,14568.8448951
-0.0034311,-0.0034311,-0.0182306,14083.4056269
0.0065689,0.0065689,-0.0082306,13226.1181035
0.0165689,0.0165689,0.0017694,12071.6474684
0.0265689,0.0265689,0.0117694,9664.1882470
0.0365689,0.0365689,0.0217694,7162.6332615
0.0465689,0.0465689,0.0317694,5413.9123824
0.0565689,0.0565689,0.0417694,4070.8256877
0.0665689,0.0665689,0.0517694,2995.2813362
0.0765689,0.0765689,0.0617694,2127.8828523
0.0865689,0.0865689,0.0717694,1435.5976954
0.0965689,0.0965689,0.0817694,1506.3690905
0.1065689,0.1065689,0.0917694,1089.0632199
0.1165689,0.1165689,0.1017694,777.3540034
0.1265689,0.1265689,0.1117694,520.6379853
0.1365689,0.1365689,0.1217694,325.6289082
0.1465689,0.1465689,0.1317694,193.2241481
0.1565689,0.1565689,0.1417694,105.2288521
0.1665689,0.1665689,0.1517694,46.3662021
0.1765689,0.1765689,0.1617694,6.5092402
0.1865689,0.1865689,0.1717694,-18.8214477
0.1965689,0.1965689,0.1817694,-34.0971487
0.2065689,0.2065689,0.1917694,-43.3946067
0.2165689,0.2165689,0.2017694,-49.5549587
0.2265689,0.2265689,0.2117694,-53.3602401
0.2365689,0.2365689,0.2217694,-55.2997938
0.2465689,0.2465689,0.2317694,-55.8070136
0.2565689,0.2565689,0.2417694,-55.5681406
0.2665689,0.2665689,0.2517694,-56.0930662
0.2765689,0.2765689,0.2617694,-58.4421852
0.2865689,0.2865689,0.2717694,-60.2474013
0.2965689,0.2965689,0.2817694,-60.9925675
0.3065689,0.3065689,0.2917694,-61.0550452
0.3165689,0.3165689,0.3017694,-60.7460391
0.3265689,0.3265689,0.3117694,-60.2510382
0.3365689,0.3365689,0.3217694,-59.6721698
0.3465689,0.3465689,0.3317694,-59.0636338
0.3565689,0.3565689,0.3417694,-58.4534446
0.3665689,0.3665689,0.3517694,-57.8556089
0.3765689,0.3765689,0.3617694,-57.2766793
0.3865689,0.3865689,0.3717694,-56.7192299
0.3965689,0.3965689,0.3817694,-56.1837071
0.4065689,0.4065689,0.3917694,-55.6694316
0.4165689,0.4165689,0.4017694,-55.1751514
0.4265689,0.4265689,0.4117694,-54.6993535
0.4365689,0.4365689,0.4217694,-54.2404423
0.4465689,0.4465689,0.4317694,-53.7968400
0.4565689,0.4565689,0.4417694,-53.3670428
0.4665689,0.4665689,0.4517694,-52.9496498
0.4765689,0.4765689,0.4617694,-52.5433754
0.4865689,0.4865689,0.4717694,-52.1470521
0.4965689,0.4965689,0.4817694,-51.7596270
0.5065689,0.5065689,0.4917694,-51.3801561
0.5165689,0.5165689,0.5017694,-51.0077952
0.5265689,0.5265689,0.5117694,-50.6417922
0.5365689,0.5365689,0.5217694,-50.2814780
0.5465689,0.5465689,0.5317694,-49.9262578
0.5565689,0.5565689,0.5417694,-49.5756039
0.5665689,0.5665689,0.5517694,-49.2290481
0.5765689,0.5765689,0.5617694,-48.8861751
0.5865689,0.5865689,0.5717694,-48.5466169
0.5965689,0.5965689,0.5817694,-48.2100475
0.6065689,0.6065689,0.5917694,-47.8761781
0.6165689,0.6165689,0.6017694,-47.5447530
0.6265689,0.6265689,0.6117694,-47.2155461
0.6365689,0.6365689,0.6217694,-46.8883572
0.6465689,0.6465689,0.6317694,-46.5630098
0.6565689,0.6565689,0.6417694,-46.2393480
0.6665689,0.6665689,0.6517694,-45.9172345
0.6765689,0.6765689,0.6617694,-45.5965486
0.6865689,0.6865689,0.6717694,-45.2771844
0.6965689,0.6965689,0.6817694,-44.9590490
0.7065689,0.7065689,0.6917694,-44.6420618
0.7165689,0.7165689,0.7017694,-44.3261523
0.7265689,0.7265689,0.7117694,-44.0112600
0.7365689,0.7365689,0.7217694,-43.6973326
0.7465689,0.7465689,0.7317694,-43.3843255
0.7565689,0.7565689,0.7417694,-43.0722010
0.7665689,0.7665689,0.7517694,-42.7609277
0.7765689,0.7765689,0.7617694,-42.4504795
0.7865689,0.7865689,0.7717694,-42.1408354
0.7965689,0.7965689,0.7817694,-41.8319789
0.8065689,0.8065689,0.7917694,-41.5238975
0.8165689,0.8165689,0.8017694,-41.2165820
0.8265689,0.8265689,0.8117694,-40.9100269
